interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Dove Cameron,Q13560423,True,Dove Cameron,American actress and singer,americká herečka a zpěvačka,člověk,['pop music'],1996,,2012,,,,žena,Seattle,Spojené státy americké,['Spojené státy americké'],,['lyrický soprán'],['hlas'],"['Daytime Emmy Award', 'American Music Award for New Artist of the Year', 'Out100']",,,2W8yFh0Ga6Yf3jiayVxwkE,
Dr. Dre,Q6078,True,Dr. Dre,"American rapper, record producer, and businessman","americký rapper, hudební producent a podnikatel",člověk,"['West Coast rap', 'Gangsta rap', 'G-Funk', 'hip hop', 'hardcore hip hop', 'political hip hop', 'Horrorcore', 'mafioso rap']",1965,,1985,,,,muž,Compton,Spojené státy americké,['Spojené státy americké'],,,"['sampler', 'klávesový nástroj', 'syntezátor', 'bicí automat', 'hlas', 'kytara']","['California Hall of Fame', 'American Music Award for Favorite Rap/Hip-Hop Artist']",,,6DPYiyq5kWVQS4RGwxzPC7,
Drake,Q33240,True,Drake,"Canadian rapper, singer, songwriter, actor, entrepreneur, record producer and businessman","kanadský herec, zpěvák a rapper",člověk,"['hip hop', 'contemporary R&B', 'pop rap', 'pop music', 'trap', 'drill', 'dancehall', 'reggae']",1986,,2001,,,,muž,Toronto,Kanada,"['Kanada', 'Spojené státy americké']",['Afroameričané'],,['hlas'],"['Grammy Award for Best Rap Album', 'Grammy Award for Best Rap/Sung Collaboration', 'Kanadský chodník slávy', 'Cena Grammy za nejlepší rapovou píseň', 'Cena Grammy za nejlepší rapovou píseň', 'American Music Award for Favorite Rap/Hip-Hop Artist', 'American Music Award for Favorite Rap/Hip-Hop Album', 'American Music Award for Favorite Soul/R&B Song', 'American Music Award for Favorite Rap/Hip-Hop Song', 'American Music Award for Favorite Rap/Hip-Hop Artist', 'Brit Award for International Male Solo Artist', 'Brit Award for International Male Solo Artist', 'Cena Echo Pop za hit roku']",['judaismus'],,3TVXtAsR1Inumwj472S9r4,
Dream Theater,Q162586,True,Dream Theater,American progressive metal band,,hudební skupina,"['progresivní rock', 'progresivní metal']",,,1985,,1985,,,New York,Spojené státy americké,,,,,,,,2aaLAng2L2aWD2FClzwiep,
Dripreport,Q91131812,True,DripReport,Pakistani American singer,,člověk,,,,2018,,,,muž,,Česko,,,,,,,,3O5HD95HTEPgoPFOjAb7yV,
Dua Lipa,Q21914464,True,Dua Lipa,English and Albanian singer (born 1995),britská zpěvačka,člověk,"['pop music', 'disco', 'house music', 'contemporary R&B', 'indie pop', 'dream pop', 'synthpop']",1995,,2014,,,,žena,Londýn,Spojené království,"['Spojené království', 'Albánie']",['kosovský Albánec'],['mezzosoprán'],['hlas'],"['Cena Grammy pro nejlepšího nového umělce', 'Cena Grammy za nejlepší taneční nahrávku', 'Brit Award for British Breakthrough Act', 'Brit Award for British Female Solo Artist', 'Brit Award for British Single of the Year', 'Cena Grammy za nejlepší popové vokální album', 'Honorary Ambassador of Kosovo']",,,6M2wZ9GZgrQXHCFfjv46we,
Duck Sauce,Q1165307,True,Duck Sauce,DJ duo,hudební dvojice (DJ duo),hudební duo,['house music'],,,2009,,2009,,,New York,Spojené státy americké,,,,,,,,0q8J3Yj810t5cpAYEJ7gxt,
Duffy,Q192587,True,Duffy,Welsh singer-songwriter,waleská zpěvačka a skladatelka,člověk,"['pop music', 'soul', 'rhythm and blues', 'blues']",1984,,2004,,,,žena,Bangor,Spojené království,['Spojené království'],,['soprán'],['hlas'],,,,37NqXwtb6nIEqRt4EJSoIO,
Duke Dumont,Q9637045,True,Duke Dumont,English DJ and record producer,,člověk,"['house music', 'deep house', 'tech house', 'elektronická taneční hudba']",1982,,2006,,,,muž,Londýn,Spojené království,['Spojené království'],,,,,,,61lyPtntblHJvA7FMMhi7E,
Duncan Laurence,Q60758679,True,Duncan Laurence,Dutch singer,nizozemský zpěvák,člověk,['pop music'],1994,,2014,,,,muž,Spijkenisse,Nizozemsko,['Nizozemské království'],,,"['hlas', 'klavír']","['First prize of the Eurovision Song Contest', 'Marcel Bezençon Awards']",,['bisexualita'],3klZnJvYGIbWritVwQD434,
Duran Duran,Q58381,True,Duran Duran,English New Wave band,anglická popová hudební skupina,hudební skupina,"['nová vlna', 'New romantic', 'art pop', 'hard rock', 'heavy metal', 'pop rock', 'synth rock', 'synthpop', 'alternativní rock', 'elektropop']",,,1978,,1978,,,Birmingham,Spojené království,,,,,['Hvězda na Hollywoodském chodníku slávy'],,,0lZoBs4Pzo7R89JM9lxwoT,
Dvbbs,Q15052698,True,DVBBS,Canadian electronic music duo,kanadské hudební duo elektronické hudby,hudební duo,"['elektronická taneční hudba', 'big room house', 'electro house']",,,2012,,2012,,,Orangeville,Kanada,,,,,,,,5X4LWwbUFNzPkEas04uU82,
Dxrk,Q16967657,True,DXRK,Philippine radio station,,rozhlasová stanice,,,,,,1986,,,,Česko,,,,,,,,,
Dymytry,Q11837020,True,Dymytry,Czech band,česká hudební skupina,hudební skupina,['heavy metal'],,,,,2003,,,Praha,Česko,,,,,,,,,
Dynoro,Q55006974,True,Dynoro,Lithuanian DJ and music producer,,člověk,"['elektronická hudba', 'Brazilian bass', 'slap house']",1999,,2013,,,,muž,Vilnius,Litva,['Litva'],,,,,,,3v6Ji4uoWtKRkhuDUaxi9n,
Děda Mládek Ilegal Band,Q1266721,True,Děda Mládek Illegal Band,band,česká hudební skupina,hudební skupina,['country'],,,,,,,,,Česko,,,,,,,,,
Eamon,Q20804431,True,Eamon,male given name,mužské křestní jméno,mužské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Earth,Q2,True,Earth,third planet from the Sun in the Solar System,třetí planeta od Slunce ve Sluneční soustavě,terestrická planeta,,,,,,4540,,,,Česko,,,,,,,,,
Echosmith,Q15044343,True,Echosmith,American rock and indie pop band,americká indie popová kapela,hudební skupina,"['alternativní rock', 'rock']",,,2009,,2009,,,Chino,Spojené státy americké,,,,,,,,1PbBg2aYjWLKRk84zJK15x,
Ed Sheeran,Q47447,True,Ed Sheeran,English singer-songwriter,anglický zpěvák a textař,člověk,"['lidová hudba', 'folk pop', 'pop music', 'folk', 'hip hop', 'rap']",1991,,2004,,,,muž,Halifax,Spojené království,['Spojené království'],,['tenor'],"['kytara', 'hlas', 'live looper']","['Cena Grammy za nejlepší popový sólový výkon', 'Favorite Pop/Rock Male Artist', 'Brit Award for British Breakthrough Act', 'Brit Award for British Male Solo Artist', 'Brit Award for British Male Solo Artist', 'Brit Award for British Album of the Year', 'BRIT Awards', 'BRIT Awards', 'Cena Grammy za píseň roku', 'Cena Grammy za nejlepší popový sólový výkon', 'Cena Grammy za nejlepší popové vokální album', 'člen Řádu britského impéria', 'MTV Europe Music Award za nejlepší píseň', 'MTV Europe Music Award for Best Artist', 'Cena Echo Pop za hit roku', 'Diamond Play Button']",,,6eUKZXaKkcviH0Ku9w2n3V,
Eddie Stoilow,Q21481397,True,Eddie Stoilow,Czech musical group,česká hudební skupina,hudební skupina,['pop music'],,,,,,,,,Česko,,,,,,,,,
Edison Lighthouse,Q1116554,True,Edison Lighthouse,English musical group; pop band,britská hudební skupina,hudební skupina,['pop music'],,,1970,,1970,,,Londýn,Spojené království,,,,,,,,1NRzxuPpdGushT8YmF5NAa,
Edward Maya,Q317169,True,Edward Maya,"Romanian singer, record producer and DJ",,člověk,"['elektronická hudba', 'deep house', 'electro house', 'progressive house', 'tech house', 'eurodance', 'techno']",1986,,2006,,,,muž,Bukurešť,Rumunsko,['Rumunsko'],,,"['garmon', 'hlas']",,,,6XwwFnewNgWp81MYMK8zLq,
Edward Sharpe,Q100921943,True,Edward Sharpe,college basketball player (1987–1987) Florida A&M,,člověk,,,,,,,,muž,,Česko,,,,,,,,,
Ego,Q12765182,True,Ego,Slovak rapper,slovenský rapper,člověk,,1983,,1996,,,,muž,Lučenec,Slovensko,['Slovensko'],,,['hlas'],,,,,
Ektor,Q15534440,True,Ektor,Czech rapper,český rapper,člověk,['hip hop'],1985,,,,,,muž,Dobřichovice,Česko,['Česko'],,,['hlas'],,,,4V1v1oFnKe0b42lZh1QBnF,
Elena,Q1209486,True,Elena,female given name,ženské křestní jméno,ženské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Elis,Q684837,True,Elis,gothic metal band from Liechtenstein,,hudební skupina,['gotický metal'],,,2000,,2003,+2012-00-00T00:00:00Z,,Vaduz,Lichtenštejnsko,,,,,,,,4dTr0gD3dQD5dOzyaqdSyk,
Elize,Q21142460,True,Elize,given name,ženské křestní jméno,rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Ella Henderson,Q12309788,True,Ella Henderson,English singer and songwriter,britská zpěvačka a textařka,člověk,['pop music'],1996,,2012,,,,žena,Tetney,Spojené království,['Spojené království'],,,"['klavír', 'hlas']",,,,7nDsS0l5ZAzMedVRKPP8F1,
Elle King,Q5364665,True,Elle King,"American singer, songwriter, and actress",americká zpěvačka,člověk,"['country', 'Americana', 'blues rock', 'alternativní country']",1989,,1998,,,,žena,Los Angeles,Spojené státy americké,['Spojené státy americké'],,,"['banjo', 'hlas']",,,,3bhu7P5PfngueRHiB9hjcx,
Elley Duhé,Q45025256,True,Elley Duhé,American singer,americká zpěvačka,člověk,['elektropop'],1992,,2016,,,,žena,Mobile,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,67MNhiAICFY6Pwc2YxCO0K,
Ellie Goulding,Q31164,True,Ellie Goulding,English singer and songwriter,anglická popová zpěvačka,člověk,"['synthpop', 'elektropop', 'indie pop', 'folktronica', 'alternativní rock', 'alternativní hudba', 'dream pop', 'indietronica']",1986,,2009,,,,žena,Hereford,Spojené království,['Spojené království'],,['soprán'],"['hlas', 'kytara', 'klavír', 'klarinet', 'mandolína', 'tamburína', 'buben']",,,,0X2BH1fck6amBIoJhDVmmJ,
Elton John,Q2808,True,Elton John,English singer and pianist,britský zpěvák,člověk,"['rock', 'pop rock', 'glam rock', 'soft rock', 'rhythm and blues']",1947,,1962,,,,muž,Pinner,Spojené království,['Spojené království'],,['tenor'],"['klavír', 'hlas']","['důstojník Řádu umění a literatury', 'komandér Řádu britského impéria', 'Grammy Legend Award', 'MusiCares Person of the Year', 'Rock and Roll Hall of Fame', 'Silver Clef Award', 'Vyznamenání Kennedyho centra', 'Disney Legends', 'Johnny Mercer Award', 'Řád společníků cti', 'Oscar za nejlepší filmovou píseň', 'Zlatý glóbus za nejlepší filmovou píseň', 'Crystal Award', 'Hvězda na Hollywoodském chodníku slávy', 'rytíř Řádu čestné legie', 'Grammy Award', 'Tony Award for Best Original Score', 'Řád společníků cti', 'Knight Bachelor', 'důstojník Řádu umění a literatury', 'National Humanities Medal', 'Drama League Award', 'Řád britského impéria', 'Řád umění a literatury', 'Zlatý glóbus', 'Oscar']",,['homosexualita'],3PhoLpVuITZKcymswpck5b,
Elán,Q222107,True,Elán,Slovak pop rock band,slovenská pop-rocková hudební skupina,hudební skupina,"['pop rock', 'rock']",,,1969,,,,,,Česko,,,,,,,,,
Embassy,Q7731860,True,The Embassy,Swedish pop band,,hudební skupina,['pop music'],,,1999,,2001,,,Švédsko,Švédsko,,,,,,,,,
Eminem,Q5608,True,Eminem,"American rapper, record producer and actor (born 1972)","americký rapper, producent a herec",člověk,"['hip hop', 'hardcore hip hop', 'Midwest hip hop', 'Horrorcore', 'comedy hip hop', 'dirty rap']",1972,,1988,,,,muž,St. Joseph,Spojené státy americké,['Spojené státy americké'],,['tenor'],['hlas'],"['Grammy Award for Best Rap/Sung Collaboration', 'Grammy Award for Best Rap Album', 'Oscar za nejlepší filmovou píseň']",['křesťanství'],,7dGJo4pcD2V6oG8kP0tJRR,
Emma Drobná,Q27897742,True,Emma Drobná,Slovak singer,slovenská zpěvačka,člověk,,1994,,2015,,,,žena,Nové Mesto nad Váhom,Slovensko,['Slovensko'],,,['hlas'],['Česko Slovenská SuperStar (4. řada)'],,,,
Emma Smetana,Q11878748,True,Emma Smetana,Czech actress and presenter,česká herečka a moderátorka,člověk,,1988,,,,,,žena,Praha,Česko,['Česko'],,,['hlas'],,,,,
Empire Of The Sun,Q271281,True,Empire of the Sun,1987 film directed by Steven Spielberg,americký film z roku 1987,film,"['válečný film', 'příběh o dospívání', 'filmové drama', 'film založený na románu']",,,,,,,,,Česko,,,,,"['National Board of Review: Top Ten Films', 'National Board of Review Award for Best Film']",,,,
Endless Summer,Q847722,True,Endless Summer,Oceana song/single,,singl,['dance-pop'],,,,,,,,,Česko,,,,,,,,,
Endor,Q79734,True,Middle-earth,fictional continent in Arda,kontinent ve fiktivním světě J. R. R. Tolkiena,fiktivní kontinent,,,,,,,,,,Česko,,,,,,,,,
Enrique Iglesias,Q47122,True,Enrique Iglesias,Spanish singer,španělský zpěvák,člověk,"['pop music', 'Latin pop', 'rhythm and blues', 'pop rock']",1975,,1995,,,,muž,Madrid,Španělsko,['Španělsko'],,,"['kytara', 'klavír', 'elektrická kytara']","['Latin Grammy Award for Best Urban Fusion/Performance', 'Cena Grammy za nejlepší latinské popové album', 'Latin Grammy Award for Best Male Pop Vocal Album', 'MTV Europe Music Award for Best Spanish Act', 'Řád za kulturní zásluhy', 'Cena Latin Grammy za píseň roku', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Latin Grammy Award for Best Urban Song']",,,7qG3b048QCHVRO5Pv1T5lw,
Eric Prydz,Q155141,True,Eric Prydz,Swedish DJ and record producer,švédský DJ a hudební producent,člověk,"['house music', 'progressive house', 'tech house']",1976,,2001,,,,muž,Täby,Švédsko,['Švédsko'],,,['klávesy'],,,,5sm0jQ1mq0dusiLtDJ2b4R,
Eros Ramazzotti,Q153708,True,Eros Ramazzotti,Italian musician (born 1963),italský zpěvák,člověk,"['pop music', 'pop rock']",1963,,1980,,,,muž,Řím,Itálie,['Itálie'],,['tenor'],"['kytara', 'hlas']","['Řád zásluh o Italskou republiku', 'Goldene Kamera', 'Festival Sanremo']",,,61J0BktHv7PuP3tjTPYXSX,
Estelle,Q744012,True,Estelle,female given name,ženské křestní jméno,ženské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Eva Burešová,Q13433830,True,Eva Burešová,Czech actress and singer (*1993),česká zpěvačka a herečka,člověk,,1993,,,,,,žena,Hlučín,Česko,['Česko'],,,['hlas'],,,,,
Evanescence,Q1777698,True,Evanescence,American rock band from Little Rock,americká hudební skupina,rocková hudební skupina,"['alternativní metal', 'gotický metal', 'heavy metal', 'hard rock']",,,1995,,1995,,,Arkansas,Spojené státy americké,,,,,"['Kerrang! Awards', 'World Music Awards', 'Cena Grammy pro nejlepšího nového umělce', 'Grammy Award for Best Hard Rock Performance', 'MTV Australia Awards', 'Los Premios MTV Latinoamérica for Best Rock Artist — International']",,,5nGIFgo0shDenQYSE0Sn7c,
Ewa Farna,Q242302,True,Ewa Farna,Polish-Czech singer,polsko-česká zpěvačka,člověk,"['pop music', 'pop rock', 'indie pop', 'elektropop', 'independent music']",1993,,2006,,,,žena,Třinec,Česko,['Česko'],,,"['kytara', 'hlas']",['Cena Anděl Sólová interpretka roku'],['Slezská církev evangelická augsburského vyznání'],,,
Example,Q14944328,True,example,thing which acts as a typical representative of a set of things,konkrétní typický zástupce nějaké širší skupiny,pojem,,,,,,,,,,Česko,,,,,,,,,
Exit,Q854429,True,portal,opening in the walls of a structure,architektonicky zdůrazněný vchod nebo vjezd do objektu,,,,,,,,,,,Česko,,,,,,,,,
Fall Out Boy,Q485811,True,Fall Out Boy,American pop punk band,americká rocková skupina,hudební skupina,"['pop rock', 'pop punk', 'alternativní rock', 'elektropop', 'emo pop']",,,2001,,2001,,,Illinois,Spojené státy americké,,,,,['Alternative Press Music Award for Artist of the Year'],,,4UXqAaa6dQYAk18Lv7PEgX,
Fame,Q640994,True,Fame,1982 TV series,,televizní seriál,['televizní drama'],,,,,,,,,Česko,,,,,,,,,
Family Of The Year,Q5433375,True,Family of the Year,"American indie rock band based in Los Angeles, California",,hudební skupina,['indie rock'],,,2009,,2009,,,Los Angeles,Spojené státy americké,,,,,,,,7zsin6IgVsR1rqSRCNYDwq,
Far East Movement,Q104625,True,Far East Movement,band,,hudební skupina,"['hip hop', 'synthpop', 'electro hop', 'hip house']",,,2003,,2003,,,Los Angeles,Spojené státy americké,,,,,,,,698hF4vcwHwPy8ltmXermq,
Farruko,Q5436372,True,Farruko,Puerto Rican singer,,člověk,"['Latin trap', 'reggaeton']",1991,,2009,,,,muž,Bayamón,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,329e4yvIujISKGKz1BZZbO,
Fast Boy,Q5436890,True,Fast Boy/Liquid Lips,single by The Bluetones,,singl,,,,,,,,,,Česko,,,,,,,,,
Fate Magazine,Q3067175,True,Fate,American magazine about paranormal phenomena,,časopis,,,,,,1948,,,,Česko,,,,,,,,,
Fattypillow,Q21019433,True,FattyPillow,Czech YouTuber,český youtuber,člověk,,1992,,,,,,muž,Třebíč,Česko,['Česko'],,,['hlas'],,,,,
Faul,Q56245818,True,Faul,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Faydee,Q17148744,True,Faydee,Australian Arabic-language singer-songwriter,,člověk,['contemporary R&B'],1987,,2008,,,,muž,Sydney,Austrálie,['Austrálie'],,,,,,,,
Feder,Q1399295,True,Feder,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Feed Me,Q1453940,True,Jon Gooch,British DJ,,člověk,,1984,,2004,,,,muž,Hertfordshire,Spojené království,['Spojené království'],,,,,,,5FWi1mowu6uiU2ZHwr1rby,
Felix Jaehn,Q18943660,True,Felix Jaehn,German DJ and music producer,,člověk,"['deep house', 'Tropical house', 'elektronická taneční hudba']",1994,,2012,,,,muž,Hamburk,Německo,['Německo'],,,,,,['bisexualita'],4bL2B6hmLlMWnUEZnorEtG,
Fellas,Q15729998,True,The Fellas,,hudební skupina,hudební skupina,,,,,,,,,,,,,,,,,,,
Fences,Q25136220,True,Fences,2016 film by Denzel Washington,americký film z roku 2017,film,['filmové drama'],,,,,,,,,Česko,,,,,['Oscar za nejlepší ženský herecký výkon ve vedlejší roli'],,,,
Fergie,Q180004,True,Fergie,American singer and actress,americká zpěvačka,člověk,['pop music'],1975,,1984,,,,žena,Whittier,Spojené státy americké,['Spojené státy americké'],,['soprán'],['hlas'],['Grammy Award for Best Rap/Sung Collaboration'],,['bisexualita'],3r17AfJCCUqC9Lf0OAc73G,
Ferry Corsten,Q311157,True,Ferry Corsten,"Dutch DJ, trance music producer and remixer",nizozemský DJ a producent,člověk,['electro'],1973,,1989,,,,muž,Rotterdam,Nizozemsko,['Nizozemské království'],,,,"['Zilveren Harp', 'důstojník Oranžsko-nasavského řádu']",,,2ohlvFf9PBsDELdRstPtlP,
Fetty Wap,Q19361511,True,Fetty Wap,American rapper (born 1991),,člověk,['rap'],1991,,2014,,,,muž,Paterson,Spojené státy americké,['Spojené státy americké'],,['baryton'],"['klavír', 'hlas']",,,,6PXS4YHDkKvl1wkIl4V8DL,
Fešáci,Q12006120,True,Fešáci,,česká hudební skupina,hudební skupina,,,,,,,,,,Česko,,,,,,,,,
Fiedlerski,Q114388633,True,,,,člověk,,,,,,,,muž,,,,,,,,,,,
Fifth Harmony,Q3087893,True,Fifth Harmony,American girl group,,dívčí skupina,['pop music'],,,2012,,2013,,,Miami,Spojené státy americké,,,,,['Billboard 21 Under 21'],,,1l8Fu6IkuTP0U5QetQJ5Xt,
Fifty Fifty,Q116731010,True,Fifty Fifty,South Korean girl group,jihokorejská hudební skupina,dívčí skupina,"['K-pop', 'contemporary R&B']",,,2022,,2022,,,,Česko,,,,,,,,4GJ6xDCF5jaUqD6avOuQT6,
Fil Bo Riva,Q61997551,True,Fil Bo Riva,Italian musician,,člověk,,1995,,,,,,muž,Řím,Itálie,,,,,,,,,
Five O´Clock Tea,Q8501198,True,Five O’Clock Tea,,hudební skupina,hudební skupina,,,,,,,,,,,,,,,,,,,
Fletcher,Q1158860,True,Fletcher,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
