hitparada,rok,mesic,week,pozice,album,interpret,interpret_hlavni,vydavatel
SK - ALBUMS - TOP 100,2021,01,,95,Pouzar,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,01,,96,Chimera Pt. 2: Goat,Smack,Smack,Archetyp 51/Warner Music
SK - ALBUMS - TOP 100,2021,01,,97,Trench,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - ALBUMS - TOP 100,2021,01,,98,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2021,01,,99,DAMN,Kendrick Lamar,Kendrick Lamar,Universal Music
SK - ALBUMS - TOP 100,2021,01,,100,Forever,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2021,02,,1,EGOTRON,Ego,Ego,Ruka Hore
SK - ALBUMS - TOP 100,2021,02,,2,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,3,Og,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2021,02,,4,OK,Nerieš,Nerieš,Nerieš
SK - ALBUMS - TOP 100,2021,02,,5,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
SK - ALBUMS - TOP 100,2021,02,,6,After Hours,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2021,02,,7,Real Newz,Kontrafakt,Kontrafakt,Ruka Hore
SK - ALBUMS - TOP 100,2021,02,,8,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,9,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
SK - ALBUMS - TOP 100,2021,02,,10,Fine Line,Harry Styles,Harry Styles,Sony Music
SK - ALBUMS - TOP 100,2021,02,,11,Prepáčte,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2021,02,,12,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
SK - ALBUMS - TOP 100,2021,02,,13,100ry,Dame,Dame,Ruka Hore
SK - ALBUMS - TOP 100,2021,02,,14,Prozyum,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,15,Mdms,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2021,02,,16,Leto v kufri,Gleb,Gleb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,02,,17,Heaven & Hell,Ava Max,Ava Max,Warner Music
SK - ALBUMS - TOP 100,2021,02,,18,?,Xxxtentacion,Xxxtentacion,Universal Music
SK - ALBUMS - TOP 100,2021,02,,19,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
SK - ALBUMS - TOP 100,2021,02,,20,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2021,02,,21,Positions,Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2021,02,,22,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
SK - ALBUMS - TOP 100,2021,02,,23,Extras,Momo,Momo,Nedám Sa Okoňovať
SK - ALBUMS - TOP 100,2021,02,,24,Wonder,Shawn Mendes,Shawn Mendes,Universal Music
SK - ALBUMS - TOP 100,2021,02,,25,2086,Pil C,Pil C,Universal Music
SK - ALBUMS - TOP 100,2021,02,,26,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,27,XYZ,Samey,Samey,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,02,,28,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
SK - ALBUMS - TOP 100,2021,02,,29,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
SK - ALBUMS - TOP 100,2021,02,,30,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
SK - ALBUMS - TOP 100,2021,02,,31,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
SK - ALBUMS - TOP 100,2021,02,,32,Niekde v oblakoch,Saul,Saul,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,02,,33,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2021,02,,34,Original,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2021,02,,35,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
SK - ALBUMS - TOP 100,2021,02,,36,Lepší,Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,02,,37,Precedens,Ego,Ego,Ego
SK - ALBUMS - TOP 100,2021,02,,38,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,02,,39,"Dovi, dopo",Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,02,,40,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2021,02,,41,BE,Bts,Bts,Bighit Entertainment
SK - ALBUMS - TOP 100,2021,02,,42,VOILA,Konex,Konex,Universal Music
SK - ALBUMS - TOP 100,2021,02,,43,Pancier,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2021,02,,44,TESTING,A$Ap Rocky,A$Ap Rocky,Sony Music
SK - ALBUMS - TOP 100,2021,02,,45,Svědomí,Calin,Calin,Mike Roft Records/Warner Music
SK - ALBUMS - TOP 100,2021,02,,46,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - ALBUMS - TOP 100,2021,02,,47,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2021,02,,48,Podla seba,Sima,Sima,Ruka Hore
SK - ALBUMS - TOP 100,2021,02,,49,evermore,Taylor Swift,Taylor Swift,Universal Music
SK - ALBUMS - TOP 100,2021,02,,50,Origins,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2021,02,,51,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
SK - ALBUMS - TOP 100,2021,02,,52,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2021,02,,53,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,54,Music To Be Murdered By,Eminem,Eminem,Universal Music
SK - ALBUMS - TOP 100,2021,02,,55,Navždy,Kontrafakt,Kontrafakt,Universal Music
SK - ALBUMS - TOP 100,2021,02,,56,Metallica/Black Album,Metallica,Metallica,Universal Music
SK - ALBUMS - TOP 100,2021,02,,57,Harry Styles,Harry Styles,Harry Styles,Sony Music
SK - ALBUMS - TOP 100,2021,02,,58,Starboy,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2021,02,,59,CORRETTO,Konex & Kamil Hoffmann,Konex,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,60,Artist,Majk Spirit & Grimaso,Majk Spirit,Spirit Music
SK - ALBUMS - TOP 100,2021,02,,61,Plastic Hearts,Miley Cyrus,Miley Cyrus,Sony Music
SK - ALBUMS - TOP 100,2021,02,,62,Love Goes,Sam Smith,Sam Smith,Universal Music
SK - ALBUMS - TOP 100,2021,02,,63,Better Like This,Emma Drobná,Emma Drobná,Warner Music
SK - ALBUMS - TOP 100,2021,02,,64,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2021,02,,65,Greatest Hits (Remastered),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2021,02,,66,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
SK - ALBUMS - TOP 100,2021,02,,67,Cleopatra,Lumineers,Lumineers,Universal Music
SK - ALBUMS - TOP 100,2021,02,,68,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,69,Native,Onerepublic,Onerepublic,Universal Music
SK - ALBUMS - TOP 100,2021,02,,70,Alfa,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2021,02,,71,Krstný otec,Rytmus,Rytmus,Tvoj Tatko Records
SK - ALBUMS - TOP 100,2021,02,,72,Produkt,Sergei Barracuda,Sergei Barracuda,Skerocuda
SK - ALBUMS - TOP 100,2021,02,,73,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
SK - ALBUMS - TOP 100,2021,02,,74,Medicine At Midnight,Foo Fighters,Foo Fighters,Sony Music
SK - ALBUMS - TOP 100,2021,02,,75,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
SK - ALBUMS - TOP 100,2021,02,,76,Dezert,Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,02,,77,Rare,Selena Gomez,Selena Gomez,Universal Music
SK - ALBUMS - TOP 100,2021,02,,78,Adam Ďurica a hostia - Akustické koncerty,Adam Ďurica,Adam Ďurica,Universal Music
SK - ALBUMS - TOP 100,2021,02,,79,Teen(R)Age,Dalyb,Dalyb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,02,,80,Mezi prsty,Paulie Garand & Dj Wich,Paulie Garand,Ty Nikdy/Warner Music
SK - ALBUMS - TOP 100,2021,02,,81,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
SK - ALBUMS - TOP 100,2021,02,,82,NAVŽDY MLADÝ,Zayo,Zayo,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,02,,83,TattleTales,6Ix9Ine,6Ix9Ine,Create Music Group
SK - ALBUMS - TOP 100,2021,02,,84,True (Avicii By Avicii),Avicii,Avicii,Universal Music
SK - ALBUMS - TOP 100,2021,02,,85,KINGPIN,Decky,Decky,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,86,999,Karlo,Karlo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,87,Hotel Diablo,Machine Gun Kelly,Machine Gun Kelly,Universal Music
SK - ALBUMS - TOP 100,2021,02,,88,Bombím,Sima,Sima,Ruka Hore
SK - ALBUMS - TOP 100,2021,02,,89,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,90,Brightest Blue,Ellie Goulding,Ellie Goulding,Universal Music
SK - ALBUMS - TOP 100,2021,02,,91,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,92,Chromatica,Lady Gaga,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2021,02,,93,Pouzar,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,94,Zhora vypadá všechno líp,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,02,,95,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2021,02,,96,Calm,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2021,02,,97,Only Human,Calum Scott,Calum Scott,Universal Music
SK - ALBUMS - TOP 100,2021,02,,98,Manic,Halsey,Halsey,Universal Music
SK - ALBUMS - TOP 100,2021,02,,99,DAMN,Kendrick Lamar,Kendrick Lamar,Universal Music
SK - ALBUMS - TOP 100,2021,02,,100,Součást,Pavel Callta,Pavel Callta,Warner Music
SK - ALBUMS - TOP 100,2021,03,,1,Justice,Justin Bieber,Justin Bieber,Universal Music
SK - ALBUMS - TOP 100,2021,03,,2,EGOTRON,Ego,Ego,Ruka Hore
SK - ALBUMS - TOP 100,2021,03,,3,Og,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2021,03,,4,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,5,OK,Nerieš,Nerieš,Nerieš
SK - ALBUMS - TOP 100,2021,03,,6,After Hours,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2021,03,,7,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
SK - ALBUMS - TOP 100,2021,03,,8,Real Newz,Kontrafakt,Kontrafakt,Ruka Hore
SK - ALBUMS - TOP 100,2021,03,,9,Fine Line,Harry Styles,Harry Styles,Sony Music
SK - ALBUMS - TOP 100,2021,03,,10,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
SK - ALBUMS - TOP 100,2021,03,,11,Prepáčte,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2021,03,,12,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
SK - ALBUMS - TOP 100,2021,03,,13,Leto v kufri,Gleb,Gleb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,03,,14,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,15,Mdms,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2021,03,,16,100ry,Dame,Dame,Ruka Hore
SK - ALBUMS - TOP 100,2021,03,,17,Heaven & Hell,Ava Max,Ava Max,Warner Music
SK - ALBUMS - TOP 100,2021,03,,18,?,Xxxtentacion,Xxxtentacion,Universal Music
SK - ALBUMS - TOP 100,2021,03,,19,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
SK - ALBUMS - TOP 100,2021,03,,20,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2021,03,,21,"Stát ve stínu, dotýkat se hvězd",Koky,Koky,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,22,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
SK - ALBUMS - TOP 100,2021,03,,23,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
SK - ALBUMS - TOP 100,2021,03,,24,XYZ,Samey,Samey,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,03,,25,Positions,Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2021,03,,26,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,03,,27,Original,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2021,03,,28,2086,Pil C,Pil C,Universal Music
SK - ALBUMS - TOP 100,2021,03,,29,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
SK - ALBUMS - TOP 100,2021,03,,30,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
SK - ALBUMS - TOP 100,2021,03,,31,"Dovi, dopo",Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,03,,32,Pancier,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2021,03,,33,Precedens,Ego,Ego,Ego
SK - ALBUMS - TOP 100,2021,03,,34,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,35,Niekde v oblakoch,Saul,Saul,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,03,,36,Prozyum,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,37,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
SK - ALBUMS - TOP 100,2021,03,,38,Wonder,Shawn Mendes,Shawn Mendes,Universal Music
SK - ALBUMS - TOP 100,2021,03,,39,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2021,03,,40,Extras,Momo,Momo,Nedám Sa Okoňovať
SK - ALBUMS - TOP 100,2021,03,,41,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2021,03,,42,TESTING,A$Ap Rocky,A$Ap Rocky,Sony Music
SK - ALBUMS - TOP 100,2021,03,,43,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2021,03,,44,Origins,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2021,03,,45,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2021,03,,46,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
SK - ALBUMS - TOP 100,2021,03,,47,Podla seba,Sima,Sima,Ruka Hore
SK - ALBUMS - TOP 100,2021,03,,48,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - ALBUMS - TOP 100,2021,03,,49,Lepší,Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,03,,50,Harry Styles,Harry Styles,Harry Styles,Sony Music
SK - ALBUMS - TOP 100,2021,03,,51,Navždy,Kontrafakt,Kontrafakt,Universal Music
SK - ALBUMS - TOP 100,2021,03,,52,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
SK - ALBUMS - TOP 100,2021,03,,53,Svědomí,Calin,Calin,Mike Roft Records/Warner Music
SK - ALBUMS - TOP 100,2021,03,,54,Music To Be Murdered By,Eminem,Eminem,Universal Music
SK - ALBUMS - TOP 100,2021,03,,55,Starboy,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2021,03,,56,VOILA,Konex,Konex,Universal Music
SK - ALBUMS - TOP 100,2021,03,,57,Metallica/Black Album,Metallica,Metallica,Universal Music
SK - ALBUMS - TOP 100,2021,03,,58,Chemtrails Over the Country Club,Lana Del Rey ,Lana Del Rey,Universal Music
SK - ALBUMS - TOP 100,2021,03,,59,BE,Bts,Bts,Bighit Entertainment
SK - ALBUMS - TOP 100,2021,03,,60,CORRETTO,Konex & Kamil Hoffmann,Konex,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,61,Artist,Majk Spirit & Grimaso,Majk Spirit,Spirit Music
SK - ALBUMS - TOP 100,2021,03,,62,Love Goes,Sam Smith,Sam Smith,Universal Music
SK - ALBUMS - TOP 100,2021,03,,63,evermore,Taylor Swift,Taylor Swift,Universal Music
SK - ALBUMS - TOP 100,2021,03,,64,Plastic Hearts,Miley Cyrus,Miley Cyrus,Sony Music
SK - ALBUMS - TOP 100,2021,03,,65,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,66,Native,Onerepublic,Onerepublic,Universal Music
SK - ALBUMS - TOP 100,2021,03,,67,Better Like This,Emma Drobná,Emma Drobná,Warner Music
SK - ALBUMS - TOP 100,2021,03,,68,Cleopatra,Lumineers,Lumineers,Universal Music
SK - ALBUMS - TOP 100,2021,03,,69,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
SK - ALBUMS - TOP 100,2021,03,,70,Dezert,Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,03,,71,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,72,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2021,03,,73,Krstný otec,Rytmus,Rytmus,Tvoj Tatko Records
SK - ALBUMS - TOP 100,2021,03,,74,Greatest Hits (Remastered),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2021,03,,75,Rare,Selena Gomez,Selena Gomez,Universal Music
SK - ALBUMS - TOP 100,2021,03,,76,Adam Ďurica a hostia - Akustické koncerty,Adam Ďurica,Adam Ďurica,Universal Music
SK - ALBUMS - TOP 100,2021,03,,77,True (Avicii By Avicii),Avicii,Avicii,Universal Music
SK - ALBUMS - TOP 100,2021,03,,78,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
SK - ALBUMS - TOP 100,2021,03,,79,Chromatica,Lady Gaga,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2021,03,,80,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
SK - ALBUMS - TOP 100,2021,03,,81,Teen(R)Age,Dalyb,Dalyb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,03,,82,Hotel Diablo,Machine Gun Kelly,Machine Gun Kelly,Universal Music
SK - ALBUMS - TOP 100,2021,03,,83,Mezi prsty,Paulie Garand & Dj Wich,Paulie Garand,Ty Nikdy/Warner Music
SK - ALBUMS - TOP 100,2021,03,,84,NAVŽDY MLADÝ,Zayo,Zayo,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,03,,85,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2021,03,,86,Calm,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2021,03,,87,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
SK - ALBUMS - TOP 100,2021,03,,88,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,89,999,Karlo,Karlo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,90,"V rádiu hrál Elán, keď umrel ...",Pil C,Pil C,Comebackgang
SK - ALBUMS - TOP 100,2021,03,,91,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,92,KINGPIN,Decky,Decky,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,93,Brightest Blue,Ellie Goulding,Ellie Goulding,Universal Music
SK - ALBUMS - TOP 100,2021,03,,94,DAMN,Kendrick Lamar,Kendrick Lamar,Universal Music
SK - ALBUMS - TOP 100,2021,03,,95,Součást,Pavel Callta,Pavel Callta,Warner Music
SK - ALBUMS - TOP 100,2021,03,,96,Trench,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - ALBUMS - TOP 100,2021,03,,97,Zhora vypadá všechno líp,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,03,,98,Stories,Avicii,Avicii,Universal Music
SK - ALBUMS - TOP 100,2021,03,,99,Only Human,Calum Scott,Calum Scott,Universal Music
SK - ALBUMS - TOP 100,2021,03,,100,Pouzar,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,04,,1,Justice,Justin Bieber,Justin Bieber,Universal Music
SK - ALBUMS - TOP 100,2021,04,,2,EGOTRON,Ego,Ego,Ruka Hore
SK - ALBUMS - TOP 100,2021,04,,3,Og,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2021,04,,4,After Hours,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2021,04,,5,OK,Nerieš,Nerieš,Nerieš
SK - ALBUMS - TOP 100,2021,04,,6,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,04,,7,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
SK - ALBUMS - TOP 100,2021,04,,8,Real Newz,Kontrafakt,Kontrafakt,Ruka Hore
SK - ALBUMS - TOP 100,2021,04,,9,Fine Line,Harry Styles,Harry Styles,Sony Music
SK - ALBUMS - TOP 100,2021,04,,10,Prepáčte,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2021,04,,11,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
SK - ALBUMS - TOP 100,2021,04,,12,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
SK - ALBUMS - TOP 100,2021,04,,13,"Stát ve stínu, dotýkat se hvězd",Koky,Koky,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,04,,14,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,04,,15,Leto v kufri,Gleb,Gleb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,04,,16,100ry,Dame,Dame,Ruka Hore
SK - ALBUMS - TOP 100,2021,04,,17,Original,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2021,04,,18,Mdms,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2021,04,,19,Heaven & Hell,Ava Max,Ava Max,Warner Music
SK - ALBUMS - TOP 100,2021,04,,20,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
SK - ALBUMS - TOP 100,2021,04,,21,?,Xxxtentacion,Xxxtentacion,Universal Music
SK - ALBUMS - TOP 100,2021,04,,22,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2021,04,,23,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
SK - ALBUMS - TOP 100,2021,04,,24,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
SK - ALBUMS - TOP 100,2021,04,,25,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2021,04,,26,XYZ,Samey,Samey,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,04,,27,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
SK - ALBUMS - TOP 100,2021,04,,28,Positions,Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2021,04,,29,Extras,Momo,Momo,Nedám Sa Okoňovať
SK - ALBUMS - TOP 100,2021,04,,30,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
SK - ALBUMS - TOP 100,2021,04,,31,Dancing With The Devil…The Art of Starting Over,Demi Lovato,Demi Lovato,Universal Music
SK - ALBUMS - TOP 100,2021,04,,32,"Dovi, dopo",Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2021,04,,33,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,04,,34,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2021,04,,35,2086,Pil C,Pil C,Universal Music
SK - ALBUMS - TOP 100,2021,04,,36,Precedens,Ego,Ego,Ego
SK - ALBUMS - TOP 100,2021,04,,37,Oslobodená,Sima Martausová,Sima Martausová,Sima Martausová
SK - ALBUMS - TOP 100,2021,04,,38,Pancier,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2021,04,,39,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
SK - ALBUMS - TOP 100,2021,04,,40,Niekde v oblakoch,Saul,Saul,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2021,04,,41,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2021,04,,42,Origins,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2021,04,,43,TESTING,A$Ap Rocky,A$Ap Rocky,Sony Music
SK - ALBUMS - TOP 100,2021,04,,44,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
SK - ALBUMS - TOP 100,2021,04,,45,Navždy,Kontrafakt,Kontrafakt,Universal Music
SK - ALBUMS - TOP 100,2021,04,,46,Wonder,Shawn Mendes,Shawn Mendes,Universal Music
SK - ALBUMS - TOP 100,2021,04,,47,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2021,04,,48,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
SK - ALBUMS - TOP 100,2021,04,,49,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - ALBUMS - TOP 100,2021,04,,50,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
