hitparada,rok,mesic,week,pozice,track,interpret,interpret_hlavni,vydavatel
SK - SINGLES DIGITAL - TOP 100,2018,03,,47,Stále sme len deti,Nerieš,Nerieš,Nerieš
SK - SINGLES DIGITAL - TOP 100,2018,03,,48,Dusk Till Dawn,Zayn & Sia,Zayn,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,49,Believer,Imagine Dragons,Imagine Dragons,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,50,Keď prídem domov/Prepáč,Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,51,Everyday,Logic & Marshmello,Logic,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,52,Look Alive,Blocboy Jb & Drake,Blocboy Jb,Warhouse Studio
SK - SINGLES DIGITAL - TOP 100,2018,03,,53,Next To Me,Imagine Dragons,Imagine Dragons,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,54,Silence,Marshmello & Khalid,Marshmello,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,55,A ja,Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,56,Stargazing,Kygo,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,57,So Far Away,Martin Garrix & David Guetta,Martin Garrix,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,58,Mad Love,Sean Paul & David Guetta,Sean Paul,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,59,I Miss You,Clean Bandit & Julia Michaels,Clean Bandit,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,60,You Owe Me,Chainsmokers,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,61,Všetci,Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,62,Wait,Maroon 5,Maroon 5,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,63,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,64,Stir Fry,Migos,Migos,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,65,"Kým sme spolu, nikdy nebudeme sami",Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,66,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,67,Lonely Together,Avicii & Rita Ora,Avicii,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,68,What Lovers Do,Maroon 5 & Sza,Maroon 5,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,69,Najlepší kamarát,Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,70,Na deň,Nerieš,Nerieš,Nerieš
SK - SINGLES DIGITAL - TOP 100,2018,03,,71,Ako to cítiš (feat. Tomi),Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,72,All Falls Down,Alan Walker & Noah Cyrus & Digital Farm Animals,Alan Walker,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,73,BILLY,6Ix9Ine,6Ix9Ine,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,74,Svitá,Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,03,,75,Finesse,Bruno Mars & Cardi B,Bruno Mars,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,76,D.P.K.T.H.,Nerieš,Nerieš,Nerieš
SK - SINGLES DIGITAL - TOP 100,2018,03,,77,Animal,Nerieš,Nerieš,Nerieš
SK - SINGLES DIGITAL - TOP 100,2018,03,,78,Symphony,Clean Bandit & Zara Larsson,Clean Bandit,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,79,Úprimné,Nerieš,Nerieš,Nerieš
SK - SINGLES DIGITAL - TOP 100,2018,03,,80,I Fall Apart,Post Malone,Post Malone,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,81,Spotlight,Marshmello & Lil Peep,Marshmello,Nan
SK - SINGLES DIGITAL - TOP 100,2018,03,,82,In My Blood,Shawn Mendes,Shawn Mendes,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,83,Unforgettable,French Montana & Swae Lee,French Montana,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,84,Dura,Daddy Yankee,Daddy Yankee,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,85,King's Dead,Jay Rock & Kendrick Lamar,Jay Rock,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,86,Want You Back,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,87,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,88,It Ain't Me,Kygo & Selena Gomez,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,89,She Loves Control,Camila Cabello,Camila Cabello,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,90,Miss You,Cashmere Cat,Cashmere Cat,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,91,Your Song,Rita Ora,Rita Ora,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,92,Ako včera,Nerieš,Nerieš,Nerieš
SK - SINGLES DIGITAL - TOP 100,2018,03,,93,Kokalero,Yzomandias,Yzomandias,Milion+ Ent
SK - SINGLES DIGITAL - TOP 100,2018,03,,94,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,95,Everybody Hates Me,Chainsmokers,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,96,Flexin,Momo,Momo,Nan
SK - SINGLES DIGITAL - TOP 100,2018,03,,97,Castle on the Hill,Ed Sheeran,Ed Sheeran,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,98,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
SK - SINGLES DIGITAL - TOP 100,2018,03,,99,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,03,,100,Tip Toe,Jason Derulo & French Montana,Jason Derulo,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,1,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,2,Girls Like You,Maroon 5,Maroon 5,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,3,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,4,Back To You,Selena Gomez,Selena Gomez,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,5,I Like It (feat. Bad Bunny & J Balvin),Cardi B,Cardi B,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,6,Better Now,Post Malone,Post Malone,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,7,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,8,Flames,David Guetta & Sia,David Guetta,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,9,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,10,SAD!,Xxxtentacion,Xxxtentacion,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,11,All Mine,Kanye West,Kanye West,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,12,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,13,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,14,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,06,,15,Friends,Marshmello & Anne-Marie,Marshmello,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,16,Spolu,Sima,Sima,Ruka Hore
SK - SINGLES DIGITAL - TOP 100,2018,06,,17,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,18,V meste snov,Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,06,,19,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,20,IDGAF,Dua Lipa,Dua Lipa,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,21,Jackie Chan (feat. Preme & Post Malone),Tiësto,Tiësto,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,22,La Cintura,Alvaro Soler,Alvaro Soler,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,23,Praise The Lord (Da Shine) (feat. Skepta),A$Ap Rocky,A$Ap Rocky,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,24,Lucid Dreams,Juice Wrld,Juice Wrld,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,25,Bol som to ja,Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,26,rockstar,Post Malone & 21 Savage,Post Malone,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,27,Havana,Camila Cabello,Camila Cabello,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,28,Psycho (feat. Ty Dolla $ign),Post Malone,Post Malone,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,29,Moonlight,Xxxtentacion,Xxxtentacion,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,30,Start Again (feat. Logic),Onerepublic,Onerepublic,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,31,2002,Anne-Marie,Anne-Marie,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,32,Yikes,Kanye West,Kanye West,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,33,Jocelyn Flores,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - SINGLES DIGITAL - TOP 100,2018,06,,34,Changes,Xxxtentacion,Xxxtentacion,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,35,Born To Be Yours,Kygo,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,36,lovely,Billie Eilish & Khalid,Billie Eilish,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,37,Familiar,Liam Payne,Liam Payne,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,38,Youth (feat. Khalid),Shawn Mendes,Shawn Mendes,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,39,God's Plan,Drake,Drake,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,40,Let Paríž/Milano (feat. Sandra),Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,41,In My Blood,Shawn Mendes,Shawn Mendes,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,42,Ideme ďalej (feat. Rytmus),Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,06,,43,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,44,This Is America,Childish Gambino,Childish Gambino,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,45,Taset (feat. Offset),Tyga,Tyga,Nan
SK - SINGLES DIGITAL - TOP 100,2018,06,,46,Nice For What,Drake,Drake,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,47,Carpe Diem,Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,48,Padam (feat. Mária Čírová),Ben Cristovao,Ben Cristovao,Championship Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,49,Láska (feat. Klaris Diam),Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,06,,50,Believer,Imagine Dragons,Imagine Dragons,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,51,X,Nicky Jam & J Balvin,Nicky Jam,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,52,Nejsom ten pravý,Kali,Kali,Kali Records
SK - SINGLES DIGITAL - TOP 100,2018,06,,53,Leave a Light On,Tom Walker,Tom Walker,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,54,The Middle,Zedd & Maren Morris & Grey,Zedd,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,55,I'll Be There,Jess Glynne,Jess Glynne,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,56,Sin Pijama,Becky G & Natti Natasha,Becky G,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,57,GOTTI,6Ix9Ine,6Ix9Ine,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,58,More Than You Know,Axwell / Ingrosso,Axwell,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,59,Thunder,Imagine Dragons,Imagine Dragons,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,60,Audio,Sia Diplo Labrinth,Sia Diplo Labrinth,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,61,"Robím to, čo chcem",Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,06,,62,Say Something,Justin Timberlake,Justin Timberlake,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,63,Love Lies,Khalid & Normani,Khalid,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,64,Like I Do,Martin Garrix & David Guetta & Brooks,Martin Garrix,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,65,Random,Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,66,Ten čo to v sebe má,Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,67,Ocean,Martin Garrix,Martin Garrix,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,68,Ghost Town,Kanye West,Kanye West,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,69,Welcome to the Party (with French Montana ...),Diplo,Diplo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,70,Whatever It Takes,Imagine Dragons,Imagine Dragons,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,71,New Rules,Dua Lipa,Dua Lipa,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,72,Somebody,Chainsmokers,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,73,Call Out My Name,The Weeknd,The Weeknd,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,74,Bed (feat. Ariana Grande),Nicki Minaj,Nicki Minaj,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,75,Fuck Love (feat. Trippie Redd),Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - SINGLES DIGITAL - TOP 100,2018,06,,76,Flexin,Momo,Momo,Nan
SK - SINGLES DIGITAL - TOP 100,2018,06,,77,Sick Boy,Chainsmokers,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,78,Without You,Avicii & Sandro Cavazza,Avicii,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,79,Chameleón,Momo,Momo,Nedám Sa Okoňovať
SK - SINGLES DIGITAL - TOP 100,2018,06,,80,Feel It Still,Portugal. The Man,Portugal. The Man,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,81,Shisha,Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,82,Flexim jako Gott (feat. Haha Crew & Yzomandias),Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,06,,83,Tati (feat. DJ Spinking),6Ix9Ine,6Ix9Ine,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,84,the remedy for a broken heart (why am I so in love),Xxxtentacion,Xxxtentacion,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,85,Playinwitme,Kyle,Kyle,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,86,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,87,Himaláje (feat. Tomáš Jedno),Momo,Momo,Momo
SK - SINGLES DIGITAL - TOP 100,2018,06,,88,OTW,Khalid & Ty Dolla $Ing & 6Lack,Khalid,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,89,El Préstamo,Maluma,Maluma,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,90,Nervous,Shawn Mendes,Shawn Mendes,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,91,Lonely Together,Avicii & Rita Ora,Avicii,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,92,River (feat. Ed Sheeran),Eminem,Eminem,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,93,Anywhere,Rita Ora,Rita Ora,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,94,Happier,Ed Sheeran,Ed Sheeran,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,95,Mad Love,Sean Paul & David Guetta,Sean Paul,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,96,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,Sofia Reyes,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,97,Wouldn't Leave,Kanye West,Kanye West,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,98,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,Rita Ora,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,99,Everybody Dies in Their Nightmares,Xxxtentacion,Xxxtentacion,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,06,,100,Audiokniha,Gleb,Gleb,Fck Them
SK - SINGLES DIGITAL - TOP 100,2018,08,,1,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,2,In My Feelings,Drake,Drake,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,3,FEFE (feat. Nicki Minaj & Murda Beatz),6Ix9Ine,6Ix9Ine,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,4,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,5,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,6,Girls Like You,Maroon 5,Maroon 5,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,7,"No Brainer (feat.J.Bieber,Chance the Rapper&Quavo)",Dj Khaled,Dj Khaled,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,8,Jackie Chan (feat. Preme & Post Malone),Tiësto,Tiësto,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,9,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,10,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,11,Natural,Imagine Dragons,Imagine Dragons,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,12,Eastside (feat. Halsey & Khalid),Benny Blanco,Benny Blanco,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,13,I Like It (feat. Bad Bunny & J Balvin),Cardi B,Cardi B,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,14,God is a woman,Ariana Grande,Ariana Grande,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,15,Born To Be Yours,Kygo,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,16,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,17,Body (feat. brando),Loud Luxury,Loud Luxury,Armada
SK - SINGLES DIGITAL - TOP 100,2018,08,,18,SICKO MODE,Travis Scott,Travis Scott,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,19,STARGAZING,Travis Scott,Travis Scott,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,20,Taset (feat. Offset),Tyga,Tyga,Nan
SK - SINGLES DIGITAL - TOP 100,2018,08,,21,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,22,SAD!,Xxxtentacion,Xxxtentacion,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,23,Lucid Dreams,Juice Wrld,Juice Wrld,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,24,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,25,Better Now,Post Malone,Post Malone,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,26,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - SINGLES DIGITAL - TOP 100,2018,08,,27,Back To You,Selena Gomez,Selena Gomez,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,28,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,29,Side Effects (feat. Emily Warren),Chainsmokers,Chainsmokers,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,30,Ocean,Martin Garrix,Martin Garrix,Sony Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,31,2002,Anne-Marie,Anne-Marie,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,32,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
SK - SINGLES DIGITAL - TOP 100,2018,08,,33,Kardio,Dms,Dms,Nan
SK - SINGLES DIGITAL - TOP 100,2018,08,,34,IDGAF,Dua Lipa,Dua Lipa,Warner Music
