,hitparada,rok,mesic,pozice,track,interpret,interpret_hlavni,vydavatel
275861,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,43,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
275862,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,44,Sliby se maj plnit o Vánocích,Janek Ledecký,Janek Ledecký,Supraphon
275863,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,45,"Asgard (feat. Ben Cristovao, KOJO & STEIN27)",Calin,Calin,Mike Roft Records/warner Music
275864,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,46,House Get Low (feat. Indigo & STEIN27),Kojo,Kojo,Mike Roft Records/warner Music
275865,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,47,Hot Dropout (feat. fiedlerski),Calin,Calin,Mike Roft Records/warner Music
275866,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,48,Pedal to the metal,Yzomandias & Nik Tendo,Yzomandias,Milion+ Ent./universal Music
275867,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,49,Sklo,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
275868,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,12,50,BMM (Boží Mlýny Melou),Yzomandias & Nik Tendo,Yzomandias,Milion+ Ent./universal Music
273219,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,1,Stíny,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273220,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,2,Další rok,Smack,Smack,Archetyp 51/warner Music
273221,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,3,Praha/Vídeň,Calin,Calin,Mike Roft Records/warner Music
273222,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,4,Se změnili,Ektor,Ektor,Detektor/universal Music
273223,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,5,Mám tě v p...!!,Daniel Šafařík,Daniel Šafařík,Records Dk
273224,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,6,Jedna dva,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273225,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,7,"Asgard (feat. Ben Cristovao, KOJO & STEIN27)",Calin,Calin,Mike Roft Records/warner Music
273226,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,8,Virtuální drogy (feat. Calin),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273227,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,9,Sklo,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273228,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,10,Sérum,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273229,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,11,13. komnata,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273230,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,12,"Příběhy, sny",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273231,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,13,Hodně styl,Ektor,Ektor,Detektor/universal Music
273232,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,14,"karanténa (feat.Karlo,Nik Tendo,Koky,Jickson...)",Yzomandias,Yzomandias,Milion+ Ent./universal Music
273233,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,15,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273234,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,16,Molotow,Smack,Smack,Archetyp 51/warner Music
273235,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,17,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
273236,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,18,SQUADRA AZZURA,Ca$hanova Bulhar,Ca$hanova Bulhar,Dvojlitrboyzz / Warner Music
273237,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,19,Nostalgie,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273238,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,20,Vďaka ti,Puerto & Yael,Puerto,Ruka Hore
273239,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,21,Blessed,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273240,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,22,Lavazza,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273241,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,23,Loop,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273242,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,24,Síla starejch vín,Škwor,Škwor,Supraphon
273243,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,25,S.P.J.D.,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273244,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,26,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
273245,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,27,Rozdělený světy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273246,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,28,Spaceship,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273247,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,29,NEROZUMÍ NÁM (2soft),Yzomandias,Yzomandias,Milion+ Ent./universal Music
273248,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,30,Podvod,Calin,Calin,Warner Music
273249,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,31,Baby Shark (feat. Robin Zoot),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273250,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,32,breeze,Samey,Samey,Universal Music
273251,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,33,Rodinnej typ,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273252,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,34,Daň,Ektor,Ektor,Detektor/universal Music
273253,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,35,Volám,Mirai,Mirai,Universal Music
273254,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,36,Malá dáma,Kabát,Kabát,Warner Music
273255,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,37,Rhyme Up,Psycho Rhyme,Psycho Rhyme,Blakkwood/universal Music
273256,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,38,Nezměníš,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273257,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,39,Emoce na Emoce,Ektor,Ektor,Detektor/universal Music
273258,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,40,Sedm (feat. Hasan),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273259,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,41,Tsunami,Divokej Bill,Divokej Bill,Supraphon
273260,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,42,Fotbal a Rap (feat. Ca$hanova Bulhar),Labello,Labello,Die Mannschaft
273261,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,43,Caviar,Vadak,Vadak,Vadim Tkachenko
273262,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,44,Nikdy nic nebylo,Sto Zvířat,Sto Zvířat,Sony Music
273263,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,45,Žijeme len raz,Ego Feat. Robert Burian,Ego,Warner Music
273264,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,46,Jsem optimista,Olga Lounová,Olga Lounová,Olga Lounová Records
273265,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,47,"V pytli (feat. White Russian, Nik Tendo & Karlo)",Smack,Smack,Archetyp 51/warner Music
273266,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,48,Highway,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273267,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,49,Zrovna jí to najelo (feat. Labello),Ca$hanova Bulhar,Ca$hanova Bulhar,Mike Roft Records/warner Music
273268,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,2,50,El Camino,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273519,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,1,Hannah Montana,Calin,Calin,Mike Roft Records/warner Music
273520,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,2,Praha/Vídeň,Calin,Calin,Mike Roft Records/warner Music
273521,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,3,Stíny,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273522,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,4,Nad ránem,Calin,Calin,Mike Roft Records/warner Music
273523,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,5,Sangria (feat. Viktor Sheen),Calin,Calin,Mike Roft Records/warner Music
273524,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,6,Další rok,Smack,Smack,Archetyp 51/warner Music
273525,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,7,"Asgard (feat. Ben Cristovao, KOJO & STEIN27)",Calin,Calin,Mike Roft Records/warner Music
273526,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,8,Popstar,Calin,Calin,Mike Roft Records/warner Music
273527,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,9,Hot Dropout (feat. fiedlerski),Calin,Calin,Mike Roft Records/warner Music
273528,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,10,Se změnili,Ektor,Ektor,Detektor/universal Music
273529,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,11,PPP,Calin,Calin,Mike Roft Records/warner Music
273530,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,12,Mám tě v p...!!,Daniel Šafařík,Daniel Šafařík,Records Dk
273531,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,13,Jedna dva,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273532,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,14,Fast Life,Calin,Calin,Mike Roft Records/warner Music
273533,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,15,Virtuální drogy (feat. Calin),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273534,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,16,KOLESO,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273535,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,17,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273536,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,18,Sklo,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273537,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,19,HND (verze69)[feat. Nik Tendo & Jickson],Yzomandias,Yzomandias,Milion+ Ent./universal Music
273538,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,20,"Příběhy, sny",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273539,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,21,Sérum,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273540,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,22,13. komnata,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273541,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,23,Nedojdu sám,Calin,Calin,Mike Roft Records/warner Music
273542,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,24,TUŠ (feat. P T K),Yzomandias,Yzomandias,Milion+ Ent./universal Music
273543,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,25,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
273544,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,26,Rozdělený světy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273545,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,27,Intro 4,Calin,Calin,Mike Roft Records/warner Music
273546,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,28,Switch,Calin,Calin,Mike Roft Records/warner Music
273547,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,29,Podvod,Calin,Calin,Warner Music
273548,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,30,Zasvoe (feat. Yzomandias),Separ,Separ,Ruka Hore
273549,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,31,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
273550,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,32,Síla starejch vín,Škwor,Škwor,Supraphon
273551,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,33,300,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273552,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,34,Nostalgie,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273553,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,35,S.P.J.D.,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273554,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,36,Blessed,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273555,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,37,Malá dáma,Kabát,Kabát,Warner Music
273556,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,38,Molotow,Smack,Smack,Archetyp 51/warner Music
273557,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,39,Vedle tebe usínám,Mirai,Mirai,Universal Music
273558,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,40,"karanténa (feat.Karlo,Nik Tendo,Koky,Jickson...)",Yzomandias,Yzomandias,Milion+ Ent./universal Music
273559,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,41,Volám,Mirai,Mirai,Universal Music
273560,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,42,Vďaka ti,Puerto & Yael,Puerto,Ruka Hore
273561,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,43,Než bude po všem,Ektor,Ektor,Detektor/universal Music
273562,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,44,Lavazza,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273563,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,45,Spaceship,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273564,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,46,NO PROBLEMO,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273565,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,47,Fotbal a Rap (feat. Ca$hanova Bulhar),Labello,Labello,Die Mannschaft
273566,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,48,Rodinnej typ,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273567,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,49,Žijeme len raz,Ego Feat. Robert Burian,Ego,Warner Music
273568,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,3,50,Daň,Ektor,Ektor,Detektor/universal Music
273769,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,1,Hannah Montana,Calin,Calin,Mike Roft Records/warner Music
273770,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,2,Praha/Vídeň,Calin,Calin,Mike Roft Records/warner Music
273771,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,3,Sangria (feat. Viktor Sheen),Calin,Calin,Mike Roft Records/warner Music
273772,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,4,Nad ránem,Calin,Calin,Mike Roft Records/warner Music
273773,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,5,Stíny,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273774,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,6,"Asgard (feat. Ben Cristovao, KOJO & STEIN27)",Calin,Calin,Mike Roft Records/warner Music
273775,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,7,Hot Dropout (feat. fiedlerski),Calin,Calin,Mike Roft Records/warner Music
273776,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,8,Další rok,Smack,Smack,Archetyp 51/warner Music
273777,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,9,Popstar,Calin,Calin,Mike Roft Records/warner Music
273778,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,10,Fast Life,Calin,Calin,Mike Roft Records/warner Music
273779,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,11,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273780,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,12,PPP,Calin,Calin,Mike Roft Records/warner Music
273781,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,13,NO PHONE,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273782,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,14,Virtuální drogy (feat. Calin),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273783,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,15,Se změnili,Ektor,Ektor,Detektor/universal Music
273784,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,16,Sklo,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273785,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,17,Mám tě v p...!!,Daniel Šafařík,Daniel Šafařík,Records Dk
273786,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,18,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
273787,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,19,Jedna dva,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273788,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,20,"Příběhy, sny",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273789,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,21,Sérum,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273790,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,22,Nedojdu sám,Calin,Calin,Mike Roft Records/warner Music
273791,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,23,13. komnata,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273792,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,24,Rozdělený světy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273793,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,25,HND (verze69)[feat. Nik Tendo & Jickson],Yzomandias,Yzomandias,Milion+ Ent./universal Music
273794,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,26,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
273795,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,27,Síla starejch vín,Škwor,Škwor,Supraphon
273796,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,28,Plakala,Divokej Bill,Divokej Bill,Warner Music
273797,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,29,Malá dáma,Kabát,Kabát,Warner Music
273798,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,30,Fotbal a Rap (feat. Ca$hanova Bulhar),Labello,Labello,Die Mannschaft
273799,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,31,Vedle tebe usínám,Mirai,Mirai,Universal Music
273800,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,32,Podvod,Calin,Calin,Warner Music
273801,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,33,Blessed,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273802,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,34,"Všude kam dem (feat. Doktor, Humla & TK27)",58g,58g,58g/warner Music
273803,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,35,Než bude po všem,Ektor,Ektor,Detektor/universal Music
273804,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,36,Nostalgie,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273805,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,37,Intro 4,Calin,Calin,Mike Roft Records/warner Music
273806,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,38,S.P.J.D.,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273807,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,39,Rodinnej typ,Yzomandias,Yzomandias,Milion+ Ent./universal Music
273808,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,40,Sedm (feat. Hasan),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
273809,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,41,Žijeme len raz,Ego Feat. Robert Burian,Ego,Warner Music
273810,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,42,Tsunami,Divokej Bill,Divokej Bill,Supraphon
273811,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,43,Zakázané uvolnění,Michal Hrůza,Michal Hrůza,Universal Music
273812,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,44,Switch,Calin,Calin,Mike Roft Records/warner Music
273813,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,45,Lavazza,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273814,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,46,Růže (feat. STEIN27),Calin,Calin,Mike Roft Records/warner Music
273815,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,47,Spaceship,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
273816,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,48,Magdaléna,Jelen,Jelen,Singlton/universal Music
273817,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,49,Volám,Mirai,Mirai,Universal Music
273818,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,4,50,Molotow,Smack,Smack,Archetyp 51/warner Music
274019,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,1,Hannah Montana,Calin,Calin,Mike Roft Records/warner Music
274020,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,2,Praha/Vídeň,Calin,Calin,Mike Roft Records/warner Music
274021,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,3,Stíny,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274022,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,4,Sangria (feat. Viktor Sheen),Calin,Calin,Mike Roft Records/warner Music
274023,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,5,Nad ránem,Calin,Calin,Mike Roft Records/warner Music
274024,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,6,"Asgard (feat. Ben Cristovao, KOJO & STEIN27)",Calin,Calin,Mike Roft Records/warner Music
274025,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,7,Safe,Grey256,Grey256,Warner Music
274026,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,8,Další rok,Smack,Smack,Archetyp 51/warner Music
274027,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,9,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274028,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,10,Hot Dropout (feat. fiedlerski),Calin,Calin,Mike Roft Records/warner Music
274029,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,11,Virtuální drogy (feat. Calin),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274030,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,12,Popstar,Calin,Calin,Mike Roft Records/warner Music
274031,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,13,Sérum,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274032,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,14,Sklo,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274033,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,15,Rozdělený světy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274034,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,16,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
274035,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,17,Fast Life,Calin,Calin,Mike Roft Records/warner Music
274036,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,18,"Příběhy, sny",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274037,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,19,Podvod,Calin,Calin,Warner Music
274038,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,20,Jedna dva,Yzomandias,Yzomandias,Milion+ Ent./universal Music
274039,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,21,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
274040,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,22,Síla starejch vín,Škwor,Škwor,Supraphon
274041,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,23,PPP,Calin,Calin,Mike Roft Records/warner Music
274042,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,24,Fotbal a Rap (feat. Ca$hanova Bulhar),Labello,Labello,Die Mannschaft
274043,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,25,Mám tě v p...!!,Daniel Šafařík,Daniel Šafařík,Records Dk
274044,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,26,Se změnili,Ektor,Ektor,Detektor/universal Music
274045,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,27,Vedle tebe usínám,Mirai,Mirai,Universal Music
274046,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,28,Blessed,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274047,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,29,13. komnata,Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
274048,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,30,Růže (feat. STEIN27),Calin,Calin,Mike Roft Records/warner Music
274049,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,31,Plakala,Divokej Bill,Divokej Bill,Warner Music
274050,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,32,Nostalgie,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
274051,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,33,Malá dáma,Kabát,Kabát,Warner Music
274052,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,34,Rodinnej typ,Yzomandias,Yzomandias,Milion+ Ent./universal Music
274053,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,35,Tsunami,Divokej Bill,Divokej Bill,Supraphon
274054,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,36,Baby a Benzo,P T K & Yzomandias,P T K,Iced Out Ptk
274055,CZ - SINGLES DIGITAL - TOP 50  CZ,2022,5,37,Sedm (feat. Hasan),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
