,hitparada,rok,mesic,pozice,track,interpret,interpret_hlavni,vydavatel
258578,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,10,Dead Man Walking,Marpo,Marpo,Sherwood Digital
258579,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,11,Asio,Ben Cristovao & The Glowsticks,Ben Cristovao,Championship Music
258580,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,12,Den-jeden,Yzomandias,Yzomandias,Milion+ Ent./universal Music
258581,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,13,Hcb,Yzomandias & Nik Tendo & Yeezuz2020,Yzomandias,Milion+ Ent./universal Music
258582,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,14,Kawasaki,Yzomandias & Nik Tendo,Yzomandias,Milion+ Ent
258583,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,15,Venku je na nule,Chinaski,Chinaski,Brainzone
258584,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,16,Kriste Ježíš bože,Yzomandias,Yzomandias,Milion+ Ent./universal Music
258585,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,17,Flip,Yzomandias & Jickson,Yzomandias,Milion+ Ent./universal Music
258586,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,18,Choďte šeci do p*če,Dj Wich & Strapo & Ektor & Hrdlořez Boris,Dj Wich,Golden Touch
258587,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,19,Něco se bude dít,Yzomandias & Karlo,Yzomandias,Milion+ Ent./universal Music
258588,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,20,Primetime,Majk Spirit,Majk Spirit,Nan
258589,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,21,Dobré ráno,Tomáš Klus,Tomáš Klus,Tomáš Klus
258590,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,22,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
258591,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,23,Re-Generace,Paulie Garand & Lenny,Paulie Garand,Ty Nikdy Label
258592,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,24,Hell.o,Lenny,Lenny,Universal Music
258593,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,25,Bali,Paulie Garand,Paulie Garand,Ty Nikdy Label
258594,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,26,Slovenský klín,Chinaski,Chinaski,Brainzone
258595,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,27,Každý ráno,Chinaski,Chinaski,Brainzone
258596,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,28,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
258597,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,29,No Fire,Emma Smetana,Emma Smetana,Warner Music
258598,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,30,Druhá tvář,Vadak & T-jay,Vadak,Nan
258599,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,31,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
258600,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,32,Travolta,Mandrage,Mandrage,Universal Music
258601,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,33,Není nám do pláče,Chinaski,Chinaski,Brainzone
258602,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,34,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
258603,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,35,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
258604,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,36,Status,Ektor,Ektor,Detektor/universal Music
258605,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,37,Pancier,Separ,Separ,Dms Records
258606,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,38,Tsunami,Divokej Bill,Divokej Bill,Supraphon
258607,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,39,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
258608,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,40,Loyalty,Paulie Garand & Supa & Idea,Paulie Garand,Ty Nikdy Label
258609,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,41,Vaše děti,Renne Dang & Protiva & Schyzo,Renne Dang,Blakkwood Rec.
258610,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,42,Mýval,Xindl X,Xindl X,Universal Music
258611,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,43,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
258612,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,44,Někdo ti něco vzal (feat. Logic),Vladimir 518,Vladimir 518,Bigg Boss
258613,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,45,Bomby,Ben Cristovao,Ben Cristovao,Championship Music
258614,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,46,Burlaci,Kabát,Kabát,Warner Music
258615,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,47,Malá dáma,Kabát,Kabát,Warner Music
258616,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,48,Kalhotky si sundej,Mig 21,Mig 21,Supraphon
258617,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,49,Nejsi jediná,Kali,Kali,Kali Records
258618,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,6,50,Popelka,Xindl X,Xindl X,Universal Music
258819,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,1,Hledám si tu pravou,Ektor,Ektor,Detektor/universal Music
258820,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,2,Poslední,Ben Cristovao,Ben Cristovao,Championship Music
258821,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,3,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
258822,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,4,Pohodovej rybář,Majkjepan,Majkjepan,Record Union
258823,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,5,Venku je na nule,Chinaski,Chinaski,Brainzone
258824,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,6,Asio,Ben Cristovao & The Glowsticks,Ben Cristovao,Championship Music
258825,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,7,Holly Molly,Yzomandias & Lvcas Dope,Yzomandias,Milion+ Ent
258826,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,8,Program,Ben Cristovao,Ben Cristovao,Championship Music
258827,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,9,Dead Man Walking,Marpo,Marpo,Sherwood Digital
258828,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,10,Šňůry,Kryštof,Kryštof,I.richmond.p./universal Music
258829,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,11,Píšem si svůj sen,Pavel Callta & Leoš Mareš,Pavel Callta,Warner Music
258830,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,12,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
258831,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,13,Primetime,Majk Spirit,Majk Spirit,Nan
258832,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,14,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
258833,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,15,Pancier,Separ,Separ,Dms Records
258834,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,16,Každý ráno,Chinaski,Chinaski,Brainzone
258835,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,17,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
258836,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,18,Fénix,Separ,Separ,Nan
258837,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,19,Hell.o,Lenny,Lenny,Universal Music
258838,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,20,Travolta,Mandrage,Mandrage,Universal Music
258839,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,21,Choďte šeci do p*če,Dj Wich & Strapo & Ektor & Hrdlořez Boris,Dj Wich,Golden Touch
258840,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,22,Re-Generace,Paulie Garand & Lenny,Paulie Garand,Ty Nikdy Label
258841,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,23,Lásku,Yzomandias,Yzomandias,Milion+ Ent./universal Music
258842,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,24,Dobré ráno,Tomáš Klus,Tomáš Klus,Tomáš Klus
258843,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,25,Vždycky bol,Separ,Separ,Dms Records
258844,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,26,Status,Ektor,Ektor,Detektor/universal Music
258845,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,27,Slovenský klín,Chinaski,Chinaski,Brainzone
258846,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,28,Bomby,Ben Cristovao,Ben Cristovao,Championship Music
258847,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,29,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
258848,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,30,Bali,Paulie Garand,Paulie Garand,Ty Nikdy Label
258849,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,31,Aloha,Yzomandias,Yzomandias,Milion+ Ent./universal Music
258850,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,32,Kawasaki,Yzomandias & Nik Tendo,Yzomandias,Milion+ Ent
258851,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,33,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
258852,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,34,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
258853,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,35,Vyjebala rešpekt,Separ,Separ,Dms Records
258854,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,36,Kalhotky si sundej,Mig 21,Mig 21,Supraphon
258855,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,37,Mýval,Xindl X,Xindl X,Universal Music
258856,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,38,Cpk,Yzomandias & Ego,Yzomandias,Milion+ Ent./universal Music
258857,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,39,Malá dáma,Kabát,Kabát,Warner Music
258858,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,40,Burlaci,Kabát,Kabát,Warner Music
258859,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,41,Fabie,Yzomandias,Yzomandias,Milion+ Ent./universal Music
258860,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,42,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
258861,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,43,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
258862,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,44,Aztmj,Yzomandias & Robin Zoot,Yzomandias,Milion+ Ent./universal Music
258863,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,45,Ona se smála,Mandrage,Mandrage,Universal Music
258864,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,46,Tsunami,Divokej Bill,Divokej Bill,Supraphon
258865,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,47,Popelka,Xindl X,Xindl X,Universal Music
258866,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,48,Potají,David Deyl,David Deyl,Dade Music/supraphon
258867,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,49,"Slibuju, že nebudu pít",Rybičky 48,Rybičky 48,Brainzone
258868,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,7,50,Víno,Chinaski,Chinaski,Brainzone
259119,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,1,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
259120,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,2,Venku je na nule,Chinaski,Chinaski,Brainzone
259121,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,3,Holly Molly,Yzomandias & Lvcas Dope,Yzomandias,Milion+ Ent
259122,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,4,Poslední,Ben Cristovao,Ben Cristovao,Championship Music
259123,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,5,Program,Ben Cristovao,Ben Cristovao,Championship Music
259124,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,6,Hledám si tu pravou,Ektor,Ektor,Detektor/universal Music
259125,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,7,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
259126,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,8,Šňůry,Kryštof,Kryštof,I.richmond.p./universal Music
259127,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,9,Mikasa Sukasa,Yzomandias,Yzomandias,Milion+ Ent
259128,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,10,Asio,Ben Cristovao & The Glowsticks,Ben Cristovao,Championship Music
259129,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,11,Pohodovej rybář,Majkjepan,Majkjepan,Record Union
259130,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,12,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
259131,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,13,Píšem si svůj sen,Pavel Callta & Leoš Mareš,Pavel Callta,Warner Music
259132,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,14,Dead Man Walking,Marpo,Marpo,Sherwood Digital
259133,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,15,Fénix,Separ,Separ,Nan
259134,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,16,Travolta,Mandrage,Mandrage,Universal Music
259135,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,17,Primetime,Majk Spirit,Majk Spirit,Nan
259136,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,18,Každý ráno,Chinaski,Chinaski,Brainzone
259137,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,19,Kawasaki,Yzomandias & Nik Tendo,Yzomandias,Milion+ Ent
259138,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,20,Vždycky bol,Separ,Separ,Dms Records
259139,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,21,Vyjebala rešpekt,Separ,Separ,Dms Records
259140,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,22,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
259141,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,23,Slovenský klín,Chinaski,Chinaski,Brainzone
259142,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,24,Lásku,Yzomandias,Yzomandias,Milion+ Ent./universal Music
259143,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,25,Choďte šeci do p*če,Dj Wich & Strapo & Ektor & Hrdlořez Boris,Dj Wich,Golden Touch
259144,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,26,Kalhotky si sundej,Mig 21,Mig 21,Supraphon
259145,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,27,Dobré ráno,Tomáš Klus,Tomáš Klus,Tomáš Klus
259146,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,28,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
259147,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,29,Re-Generace,Paulie Garand & Lenny,Paulie Garand,Ty Nikdy Label
259148,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,30,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
259149,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,31,Aloha,Yzomandias,Yzomandias,Milion+ Ent./universal Music
259150,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,32,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
259151,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,33,Malá dáma,Kabát,Kabát,Warner Music
259152,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,34,"Pojď, zapomenem",Mirai,Mirai,Universal Music
259153,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,35,Cpk,Yzomandias & Ego,Yzomandias,Milion+ Ent./universal Music
259154,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,36,Hell.o,Lenny,Lenny,Universal Music
259155,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,37,Trinity,Poetika,Poetika,Singlton/universal Music
259156,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,38,Pancier,Separ,Separ,Dms Records
259157,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,39,Mýval,Xindl X,Xindl X,Universal Music
259158,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,40,Bomby,Ben Cristovao,Ben Cristovao,Championship Music
259159,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,41,Burlaci,Kabát,Kabát,Warner Music
259160,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,42,Dosnívané,Kali,Kali,Kali Records
259161,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,43,Status,Ektor,Ektor,Detektor/universal Music
259162,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,44,Fabie,Yzomandias,Yzomandias,Milion+ Ent./universal Music
259163,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,45,Bali,Paulie Garand,Paulie Garand,Ty Nikdy Label
259164,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,46,Nejsi jediná,Kali,Kali,Kali Records
259165,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,47,"Slibuju, že nebudu pít",Rybičky 48,Rybičky 48,Brainzone
259166,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,48,Víno,Chinaski,Chinaski,Brainzone
259167,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,49,Ona se smála,Mandrage,Mandrage,Universal Music
259168,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,8,50,Nedotknutelný,Kali,Kali,Kali Records
259369,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,1,Holly Molly,Yzomandias & Lvcas Dope,Yzomandias,Milion+ Ent
259370,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,2,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
259371,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,3,Šňůry,Kryštof,Kryštof,I.richmond.p./universal Music
259372,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,4,Venku je na nule,Chinaski,Chinaski,Brainzone
259373,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,5,Mikasa Sukasa,Yzomandias,Yzomandias,Milion+ Ent
259374,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,6,Program,Ben Cristovao,Ben Cristovao,Championship Music
259375,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,7,Poslední,Ben Cristovao,Ben Cristovao,Championship Music
259376,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,8,"Pojď, zapomenem",Mirai,Mirai,Universal Music
259377,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,9,Nevidím mraky,Viktor Sheen & Yzomandias,Viktor Sheen,Viktor Sheen
259378,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,10,Výhled,Ben Cristovao,Ben Cristovao,Championship Music
259379,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,11,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
259380,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,12,Hledám si tu pravou,Ektor,Ektor,Detektor/universal Music
259381,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,13,Asio,Ben Cristovao & The Glowsticks,Ben Cristovao,Championship Music
259382,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,14,Kawasaki,Yzomandias & Nik Tendo,Yzomandias,Milion+ Ent
259383,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,15,Tchibo,Viktor Sheen,Viktor Sheen,Viktor Sheen
259384,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,16,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.richmond.p./universal Music
259385,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,17,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
259386,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,18,Nescafé,Viktor Sheen,Viktor Sheen,Viktor Sheen
259387,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,19,Kostry (feat. RNZ),Viktor Sheen,Viktor Sheen,Viktor Sheen
259388,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,20,Každý ráno,Chinaski,Chinaski,Brainzone
259389,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,21,Chléb (feat. ivanoff & Robin Zoot),Viktor Sheen,Viktor Sheen,Viktor Sheen
259390,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,22,V dýmu,Viktor Sheen,Viktor Sheen,Viktor Sheen
259391,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,23,Píšem si svůj sen,Pavel Callta & Leoš Mareš,Pavel Callta,Warner Music
259392,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,24,Dead Man Walking,Marpo,Marpo,Sherwood Digital
259393,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,25,Nejlepší,Ben Cristovao,Ben Cristovao,Championship Music
259394,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,26,Primetime,Majk Spirit,Majk Spirit,Nan
259395,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,27,Správnej stav,Viktor Sheen,Viktor Sheen,Viktor Sheen
259396,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,28,Slovenský klín,Chinaski,Chinaski,Brainzone
259397,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,29,Lásku,Yzomandias,Yzomandias,Milion+ Ent./universal Music
259398,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,30,Dopis z jungle,Viktor Sheen,Viktor Sheen,Viktor Sheen
259399,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,31,Pohodovej rybář,Majkjepan,Majkjepan,Record Union
259400,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,32,Vata,Viktor Sheen,Viktor Sheen,Viktor Sheen
259401,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,33,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
259402,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,34,Travolta,Mandrage,Mandrage,Universal Music
259403,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,35,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
259404,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,36,Něco se bude dít,Yzomandias & Karlo,Yzomandias,Milion+ Ent./universal Music
259405,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,37,Vibe,Viktor Sheen,Viktor Sheen,Viktor Sheen
259406,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,38,Re-Generace,Paulie Garand & Lenny,Paulie Garand,Ty Nikdy Label
259407,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,39,Kalhotky si sundej,Mig 21,Mig 21,Supraphon
259408,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,40,BCKTS,Pjay Cz/sk,Pjay Cz,Nan
259409,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,41,Dobré ráno,Tomáš Klus,Tomáš Klus,Tomáš Klus
259410,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,42,Frekvence,Viktor Sheen,Viktor Sheen,Viktor Sheen
259411,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,43,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
259412,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,44,Cpk,Yzomandias & Ego,Yzomandias,Milion+ Ent./universal Music
259413,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,45,Planeta opic,Viktor Sheen,Viktor Sheen,Viktor Sheen
259414,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,46,Choďte šeci do p*če,Dj Wich & Strapo & Ektor & Hrdlořez Boris,Dj Wich,Golden Touch
259415,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,47,Malá dáma,Kabát,Kabát,Warner Music
259416,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,48,Fabie,Yzomandias,Yzomandias,Milion+ Ent./universal Music
259417,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,49,Bomby,Ben Cristovao,Ben Cristovao,Championship Music
259418,CZ - SINGLES DIGITAL - TOP 50  CZ,2017,9,50,Hell.o,Lenny,Lenny,Universal Music
260369,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,1,Runway,Ego & Paulie Garand & Lvcas Dope,Ego,Ty Nikdy Label
260370,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,2,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.richmond.p./universal Music
260371,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,3,Motýli,Mandrage,Mandrage,Universal Music
260372,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,4,Přestaň,Ektor,Ektor,Detektor/universal Music
260373,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,5,Nedává to smysl,Ektor,Ektor,Detektor/universal Music
260374,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,6,V meste snov,Ego,Ego,Ego
260375,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,7,Flexim jako Gott (feat. Haha Crew & Yzomandias),Ego,Ego,Ego
260376,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,8,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
260377,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,9,Words,Emma Drobná,Emma Drobná,Warner Music
260378,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,10,Kancelář,Ektor,Ektor,Detektor/universal Music
260379,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,11,Teen Love,Nik Tendo & Decky Beats,Nik Tendo,Milion+ Ent./universal Music
260380,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,12,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
260381,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,13,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
260382,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,14,"Robím to, čo chcem",Ego,Ego,Ego
260383,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,15,Lie To Me,Mikolas Josef,Mikolas Josef,Sony Music
260384,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,16,Venku je na nule,Chinaski,Chinaski,Brainzone
260385,CZ - SINGLES DIGITAL - TOP 50  CZ,2018,1,17,Sny a noční můry,Yzomandias & Lvcas Dope & Nik Tendo,Yzomandias,Milion+ Ent
