,hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
28916,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,17,V PODZEMÍ FREESTYLE,Pil C & Rytmus,Pil C,Universal Music
28917,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,18,Hurricane,Kanye West,Kanye West,Universal Music
28918,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,19,Happier Than Ever,Billie Eilish,Billie Eilish,Universal Music
28919,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,20,aha,Samey,Samey,Universal Music
28920,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,21,Off The Grid,Kanye West,Kanye West,Universal Music
28921,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,22,sive vlasy,Samey,Samey,Universal Music
28922,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,23,MONTERO (Call Me By Your Name),Lil Nas X,Lil Nas X,Sony Music
28923,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,24,Where Are You Now,Lost Frequencies & Calum Scott,Lost Frequencies,Sony Music
28924,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,25,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton & Nightcrawlers,Riton,Sony Music
28925,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,26,Need To Know,Doja Cat,Doja Cat,Sony Music
28926,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,27,anjel,Samey,Samey,Universal Music
28927,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,28,Save Your Tears,The Weeknd,The Weeknd,Universal Music
28928,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,29,tma (feat. Saul & Marko Damian),Samey,Samey,Universal Music
28929,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,30,Levitating,Dua Lipa,Dua Lipa,Warner Music
28930,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,31,Take My Breath,The Weeknd,The Weeknd,Universal Music
28931,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,32,Jail,Kanye West,Kanye West,Universal Music
28932,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,33,Don't Go Yet,Camila Cabello,Camila Cabello,Sony Music
28933,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,34,Moondance (feat. EGO),Samey,Samey,Universal Music
28934,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,35,Líp než teď (feat. Separ),Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
28935,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,36,Sny,Momo,Momo,Ruka Hore
28936,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,37,Run,Onerepublic,Onerepublic,Universal Music
28937,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,38,Kým ťa mám (feat. Alan Murin & Čis T),Kali & Peter Pann,Kali,Kali Records
28938,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,39,Kiss Me More (feat. SZA),Doja Cat,Doja Cat,Sony Music
28939,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,40,The Business,Tiësto,Tiësto,Warner Music
28940,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,41,goosebumps,Travis Scott,Travis Scott,Sony Music
28941,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,42,svet je tvoj (feat. Zayo),Samey,Samey,Universal Music
28942,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,43,Praise God,Kanye West,Kanye West,Universal Music
28943,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,44,Nezměníš,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
28944,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,45,Wasted Love (feat. Lagique),Ofenbach,Ofenbach,Warner Music
28945,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,46,lipa (feat. Taomi),Samey,Samey,Universal Music
28946,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,47,Little Bit of Love,Tom Grennan,Tom Grennan,Sony Music
28947,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,48,Peaches (feat. Daniel Caesar & GIVEON),Justin Bieber,Justin Bieber,Universal Music
28948,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,49,Summer Of Love,Shawn Mendes & Tainy,Shawn Mendes,Universal Music
28949,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,50,Spomaliť (feat. Kali),Dominika Mirgová,Dominika Mirgová,Talizman
28950,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,51,Astronaut In the Ocean,Masked Wolf,Masked Wolf,Warner Music
28951,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,52,Viem to,Nerieš,Nerieš,Ruka Hore
28952,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,53,Don't Be Shy,Tiësto & Karol G,Tiësto,Warner Music
28953,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,54,Bohém,Nerieš,Nerieš,Ruka Hore
28954,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,55,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
28955,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,56,Blinding Lights,The Weeknd,The Weeknd,Universal Music
28956,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,57,God Breathed,Kanye West,Kanye West,Universal Music
28957,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,58,vysvetlenie,Samey,Samey,Universal Music
28958,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,59,Head & Heart (feat. MNEK),Joel Corry,Joel Corry,Warner Music
28959,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,60,S.P.J.D.,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
28960,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,61,Viac (feat. Separ),Nerieš,Nerieš,Nerieš
28961,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,62,Ok Ok,Kanye West,Kanye West,Universal Music
28962,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,63,Cover Me In Sunshine,P!Nk & Willow Sage Hart,P!Nk,Sony Music
28963,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,64,Motley Crew,Post Malone,Post Malone,Universal Music
28964,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,65,BED,Joel Corry & Raye & David Guetta,Joel Corry,Warner Music
28965,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,66,PA PA,Gleb,Gleb,Universal Music
28966,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,67,Zatmenie (feat. Stylko),Ego,Ego,Ruka Hore
28967,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,68,Jonah,Kanye West,Kanye West,Universal Music
28968,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,69,Heartbreak Anthem,"Galantis, David Guetta & Little Mix","Galantis, David Guetta",Warner Music
28969,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,70,alibababigbass,Gleb,Gleb,Universal Music
28970,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,71,Kool G Rap,Loko Loko & Rytmus,Loko Loko,Maskovany Records
28971,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,72,Moon,Kanye West,Kanye West,Universal Music
28972,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,73,Heaven and Hell,Kanye West,Kanye West,Universal Music
28973,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,74,Your Love (9PM),Atb & Topic & A7S,Atb,Universal Music
28974,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,75,Like I Can,Sam Smith,Sam Smith,Universal Music
28975,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,76,Follow You,Imagine Dragons,Imagine Dragons,Universal Music
28976,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,77,Believe What I Say,Kanye West,Kanye West,Universal Music
28977,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,78,Cítim sa (feat. Ego & Kali),Hajtkovič,Hajtkovič,Ruka Hore
28978,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,79,Mood (feat. iann dior),24Kgoldn,24Kgoldn,Sony Music
28979,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,80,Og,Separ,Separ,Dms Records
28980,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,81,Junya,Kanye West,Kanye West,Universal Music
28981,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,82,Paradise (feat. Dermot Kennedy),Meduza,Meduza,Universal Music
28982,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,83,"Pumpa (feat. Sima, Ben Cristovao)",Ego,Ego,Ruka Hore
28983,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,84,Malá Biš,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
28984,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,85,Rampampam,Minelli,Minelli,Warner Music
28985,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,86,v korunach stromov 2,Samey,Samey,Universal Music
28986,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,87,Visiting Hours,Ed Sheeran,Ed Sheeran,Warner Music
28987,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,88,Jakooo (Club Edit),"Rene Rendy, Cico Band & Stylo","Rene Rendy, Cico Band",Nan
28988,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,89,Lepšia pesnička,Dms,Dms,Dms Records
28989,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,90,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
28990,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,91,Lingo (feat. Shimmi),Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
28991,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,92,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Elton John,Universal Music
28992,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,93,Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,Purple Disco Machine,Sony Music
28993,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,94,Iko Iko (My Bestie) [feat. Small Jam],Justin Wellington,Justin Wellington,Sony Music
28994,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,95,Sweather Weather,Neighbourhood,Neighbourhood,Sony Music
28995,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,96,WITHOUT YOU,Kid Laroi,Kid Laroi,Sony Music
28996,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,97,Freaks,Surf Curse,Surf Curse,Warner Music
28997,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,98,ZITTI E BUONI,Maneskin,Maneskin,Sony Music
28998,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,99,Ahoj ahoj čo ty,Separ,Separ,Dms Records
28999,SK - SINGLES DIGITAL - TOP 100,2021,35,2021-35,100,2055,Sleepy Hallow,Sleepy Hallow,Sony Music
29000,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,1,breeze,Samey,Samey,Universal Music
29001,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,2,farebna preliezka (feat. Separ),Samey,Samey,Universal Music
29002,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,3,Stay,Kid Laroi & Justin Bieber,Kid Laroi,Sony Music
29003,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,4,Where Are You Now,Lost Frequencies & Calum Scott,Lost Frequencies,Sony Music
29004,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,5,INDUSTRY BABY,Lil Nas X & Jack Harlow,Lil Nas X,Sony Music
29005,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,6,Bad Habits,Ed Sheeran,Ed Sheeran,Warner Music
29006,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,7,deti kvetin (feat. Momo),Samey,Samey,Universal Music
29007,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,8,SEX,Samey,Samey,Universal Music
29008,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,9,Heat Waves,Glass Animals,Glass Animals,Universal Music
29009,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,10,Stroj,Peter Pann & Separ & Kali,Peter Pann,Peter Pann Production
29010,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,11,sive vlasy,Samey,Samey,Universal Music
29011,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,12,anjel,Samey,Samey,Universal Music
29012,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,13,Beggin,Maneskin,Maneskin,Sony Music
29013,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,14,aha,Samey,Samey,Universal Music
29014,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,15,tma (feat. Saul & Marko Damian),Samey,Samey,Universal Music
29015,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,16,Love Tonight,Shouse,Shouse,Ingrooves
29016,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,17,Woman,Doja Cat,Doja Cat,Sony Music
29017,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,18,I WANNA BE YOUR SLAVE,Maneskin,Maneskin,Sony Music
29018,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,19,Vďaka ti,Puerto & Yael,Puerto,Ruka Hore
29019,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,20,Moondance (feat. EGO),Samey,Samey,Universal Music
29020,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,21,Fair Trade (with Travis Scott),Drake,Drake,Universal Music
29021,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,22,Girls Want Girls (feat. Lil Baby),Drake,Drake,Universal Music
29022,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,23,V PODZEMÍ FREESTYLE,Pil C & Rytmus,Pil C,Universal Music
29023,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,24,svet je tvoj (feat. Zayo),Samey,Samey,Universal Music
29024,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,25,13. komnata,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
29025,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,26,lipa (feat. Taomi),Samey,Samey,Universal Music
29026,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,27,good 4 u,Olivia Rodrigo,Olivia Rodrigo,Universal Music
29027,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,28,MONTERO (Call Me By Your Name),Lil Nas X,Lil Nas X,Sony Music
29028,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,29,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton & Nightcrawlers,Riton,Sony Music
29029,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,30,Hurricane,Kanye West,Kanye West,Universal Music
29030,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,31,Happier Than Ever,Billie Eilish,Billie Eilish,Universal Music
29031,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,32,Way 2 Sexy (with Future & Young Thug),Drake,Drake,Universal Music
29032,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,33,Need To Know,Doja Cat,Doja Cat,Sony Music
29033,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,34,Save Your Tears,The Weeknd,The Weeknd,Universal Music
29034,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,35,Kým ťa mám (feat. Alan Murin & Čis T),Kali & Peter Pann,Kali,Kali Records
29035,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,36,Levitating,Dua Lipa,Dua Lipa,Warner Music
29036,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,37,Take My Breath,The Weeknd,The Weeknd,Universal Music
29037,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,38,Don't Go Yet,Camila Cabello,Camila Cabello,Sony Music
29038,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,39,Sny,Momo,Momo,Ruka Hore
29039,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,40,Don't Be Shy,Tiësto & Karol G,Tiësto,Warner Music
29040,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,41,Champagne Poetry,Drake,Drake,Universal Music
29041,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,42,The Business,Tiësto,Tiësto,Warner Music
29042,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,43,goosebumps,Travis Scott,Travis Scott,Sony Music
29043,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,44,Kiss Me More (feat. SZA),Doja Cat,Doja Cat,Sony Music
29044,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,45,Run,Onerepublic,Onerepublic,Universal Music
29045,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,46,Off The Grid,Kanye West,Kanye West,Universal Music
29046,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,47,Líp než teď (feat. Separ),Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
29047,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,48,Wasted Love (feat. Lagique),Ofenbach,Ofenbach,Warner Music
29048,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,49,Little Bit of Love,Tom Grennan,Tom Grennan,Sony Music
29049,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,50,Follow You,Imagine Dragons,Imagine Dragons,Universal Music
29050,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,51,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Elton John,Universal Music
29051,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,52,Summer Of Love,Shawn Mendes & Tainy,Shawn Mendes,Universal Music
29052,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,53,Nezměníš,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
29053,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,54,Spomaliť (feat. Kali),Dominika Mirgová,Dominika Mirgová,Talizman
29054,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,55,Knife Talk (with 21 Savage ft. Project Pat),Drake,Drake,Universal Music
29055,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,56,Peaches (feat. Daniel Caesar & GIVEON),Justin Bieber,Justin Bieber,Universal Music
29056,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,57,Viem to,Nerieš,Nerieš,Ruka Hore
29057,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,58,v korunach stromov 2,Samey,Samey,Universal Music
29058,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,59,PA PA,Gleb,Gleb,Universal Music
29059,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,60,Viac (feat. Separ),Nerieš,Nerieš,Nerieš
29060,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,61,Papi's Home,Drake,Drake,Universal Music
29061,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,62,Bohém,Nerieš,Nerieš,Ruka Hore
29062,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,63,Astronaut In the Ocean,Masked Wolf,Masked Wolf,Warner Music
29063,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,64,S.P.J.D.,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
29064,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,65,Zatmenie (feat. Stylko),Ego,Ego,Ruka Hore
29065,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,66,vysvetlenie,Samey,Samey,Universal Music
29066,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,67,Head & Heart (feat. MNEK),Joel Corry,Joel Corry,Warner Music
29067,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,68,Wrecked,Imagine Dragons,Imagine Dragons,Universal Music
29068,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,69,Blinding Lights,The Weeknd,The Weeknd,Universal Music
29069,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,70,alibababigbass,Gleb,Gleb,Universal Music
29070,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,71,In The Bible (with Lil Durk & Giveon),Drake,Drake,Universal Music
29071,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,72,Love All (with JAY-Z),Drake,Drake,Universal Music
29072,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,73,BED,Joel Corry & Raye & David Guetta,Joel Corry,Warner Music
29073,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,74,Kool G Rap,Loko Loko & Rytmus,Loko Loko,Maskovany Records
29074,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,75,Rolls (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
29075,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,76,Your Love (9PM),Atb & Topic & A7S,Atb,Universal Music
29076,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,77,Lepšia pesnička,Dms,Dms,Dms Records
29077,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,78,No Friends In The Industry,Drake,Drake,Universal Music
29078,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,79,Cover Me In Sunshine,P!Nk & Willow Sage Hart,P!Nk,Sony Music
29079,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,80,Cítim sa (feat. Ego & Kali),Hajtkovič,Hajtkovič,Ruka Hore
29080,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,81,Hot Demon B!Tches Near U ! ! !,Corpse & Night Lovell,Corpse,Nan
29081,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,82,Og,Separ,Separ,Dms Records
29082,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,83,TSU,Drake,Drake,Universal Music
29083,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,84,Motley Crew,Post Malone,Post Malone,Universal Music
29084,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,85,Paradise (feat. Dermot Kennedy),Meduza,Meduza,Universal Music
29085,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,86,Like I Can,Sam Smith,Sam Smith,Universal Music
29086,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,87,Jakooo (Club Edit),"Rene Rendy, Cico Band & Stylo","Rene Rendy, Cico Band",Nan
29087,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,88,"Pumpa (feat. Sima, Ben Cristovao)",Ego,Ego,Ruka Hore
29088,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,89,Mood (feat. iann dior),24Kgoldn,24Kgoldn,Sony Music
29089,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,90,N 2 Deep,Drake,Drake,Universal Music
29090,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,91,Rampampam,Minelli,Minelli,Warner Music
29091,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,92,MY,Samey,Samey,Fck Them/Universal Music
29092,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,93,Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,Purple Disco Machine,Sony Music
29093,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,94,2055,Sleepy Hallow,Sleepy Hallow,Sony Music
29094,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,95,Heartbreak Anthem,"Galantis, David Guetta & Little Mix","Galantis, David Guetta",Warner Music
29095,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,96,MIESTO (feat. Ben Cristovao),I.M.T.Smile,I.M.T.Smile,Universal Music
29096,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,97,Leave Before You Love Me,Marshmello & Jonas Brothers,Marshmello,Universal Music
29097,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,98,Ahoj ahoj čo ty,Separ,Separ,Dms Records
29098,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,99,Jail,Kanye West,Kanye West,Universal Music
29099,SK - SINGLES DIGITAL - TOP 100,2021,36,2021-36,100,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
29100,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,1,breeze,Samey,Samey,Universal Music
29101,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,2,Where Are You Now,Lost Frequencies & Calum Scott,Lost Frequencies,Sony Music
29102,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,3,Stay,Kid Laroi & Justin Bieber,Kid Laroi,Sony Music
29103,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,4,farebna preliezka (feat. Separ),Samey,Samey,Universal Music
29104,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,5,Rampa,Dms & Horkýže Slíže,Dms,Warner Music
29105,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,6,Heat Waves,Glass Animals,Glass Animals,Universal Music
29106,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,7,INDUSTRY BABY,Lil Nas X & Jack Harlow,Lil Nas X,Sony Music
29107,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,8,Bad Habits,Ed Sheeran,Ed Sheeran,Warner Music
29108,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,9,Stroj,Peter Pann & Separ & Kali,Peter Pann,Peter Pann Production
29109,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,10,Beggin,Maneskin,Maneskin,Sony Music
29110,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,11,Love Tonight,Shouse,Shouse,Ingrooves
29111,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,12,Vďaka ti,Puerto & Yael,Puerto,Ruka Hore
29112,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,13,deti kvetin (feat. Momo),Samey,Samey,Universal Music
29113,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,14,Woman,Doja Cat,Doja Cat,Sony Music
29114,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,15,SEX,Samey,Samey,Universal Music
29115,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,16,Shivers,Ed Sheeran,Ed Sheeran,Warner Music
29116,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,17,I WANNA BE YOUR SLAVE,Maneskin,Maneskin,Sony Music
29117,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,18,sive vlasy,Samey,Samey,Universal Music
29118,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,19,13. komnata,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
29119,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,20,anjel,Samey,Samey,Universal Music
29120,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,21,good 4 u,Olivia Rodrigo,Olivia Rodrigo,Universal Music
29121,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,22,MONTERO (Call Me By Your Name),Lil Nas X,Lil Nas X,Sony Music
29122,SK - SINGLES DIGITAL - TOP 100,2021,37,2021-37,23,Don't Be Shy,Tiësto & Karol G,Tiësto,Warner Music
