hitparada,rok,mesic,week,pozice,track,interpret,interpret_hlavni,vydavatel
SK - RADIO - TOP 100,2018,04,,78,Sme si rovní,Richard Müller,Richard Müller,Universal Music
SK - RADIO - TOP 100,2018,04,,79,Nobody To Love,Sigma,Sigma,Universal Music
SK - RADIO - TOP 100,2018,04,,80,Nobody loves me better,Anastacia,Anastacia,Universal Music
SK - RADIO - TOP 100,2018,04,,81,Perfect Duet,Ed Sheeran & Beyoncé,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,04,,82,Lullaby,Sigala & Paloma Faith,Sigala,Sony Music
SK - RADIO - TOP 100,2018,04,,83,If I Were Sorry,Frans,Frans,Sony Music
SK - RADIO - TOP 100,2018,04,,84,Dangerous Night,Thirty Seconds To Mars,Thirty Seconds To Mars,Universal Music
SK - RADIO - TOP 100,2018,04,,85,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 100,2018,04,,86,Sign of the Times,Harry Styles,Harry Styles,Sony Music
SK - RADIO - TOP 100,2018,04,,87,Alien,Sabrina Carpenter & Jonas Blue,Sabrina Carpenter,Universal Music
SK - RADIO - TOP 100,2018,04,,88,Na srdci (feat. Celeste Buckingham),Slza,Slza,Universal Music
SK - RADIO - TOP 100,2018,04,,89,Tip Toe,Jason Derulo & French Montana,Jason Derulo,Warner Music
SK - RADIO - TOP 100,2018,04,,90,Wait,Martin Jensen,Martin Jensen,Universal Music
SK - RADIO - TOP 100,2018,04,,91,It Ain't Me,Kygo & Selena Gomez,Kygo,Sony Music
SK - RADIO - TOP 100,2018,04,,92,Lonely Together,Avicii & Rita Ora,Avicii,Universal Music
SK - RADIO - TOP 100,2018,04,,93,Wait,Maroon 5,Maroon 5,Universal Music
SK - RADIO - TOP 100,2018,04,,94,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
SK - RADIO - TOP 100,2018,04,,95,Spirits,Strumbellas,Strumbellas,Universal Music
SK - RADIO - TOP 100,2018,04,,96,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2018,04,,97,Reggaetón Lento,Cnco,Cnco,Sony Music
SK - RADIO - TOP 100,2018,04,,98,"Tancuj (feat. Mišo Biely, Šorty & Kali)",Peter Pann,Peter Pann,Peter Pann Production
SK - RADIO - TOP 100,2018,04,,99,Better On Me,Pitbull & Ty Dolla $Ing,Pitbull,Sony Music
SK - RADIO - TOP 100,2018,04,,100,Please Tell Rosie,Alle Farben & Younotus,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,09,,1,Flames,David Guetta & Sia,David Guetta,Warner Music
SK - RADIO - TOP 100,2018,09,,2,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 100,2018,09,,3,Sanctuary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,09,,4,Happier,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,09,,5,Leave a Light On,Tom Walker,Tom Walker,Sony Music
SK - RADIO - TOP 100,2018,09,,6,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
SK - RADIO - TOP 100,2018,09,,7,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
SK - RADIO - TOP 100,2018,09,,8,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,09,,9,Melody (feat. James Blunt),Lost Frequencies,Lost Frequencies,Armada
SK - RADIO - TOP 100,2018,09,,10,Girls Like You,Maroon 5,Maroon 5,Universal Music
SK - RADIO - TOP 100,2018,09,,11,Unforgettable,Robin Schulz,Robin Schulz,Warner Music
SK - RADIO - TOP 100,2018,09,,12,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 100,2018,09,,13,Whatever You Want,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,09,,14,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,Sofia Reyes,Warner Music
SK - RADIO - TOP 100,2018,09,,15,Born To Be Yours,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,09,,16,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
SK - RADIO - TOP 100,2018,09,,17,La Cintura,Alvaro Soler,Alvaro Soler,Universal Music
SK - RADIO - TOP 100,2018,09,,18,(I Just) Died In Your Arms,Komodo,Komodo,Sony Music
SK - RADIO - TOP 100,2018,09,,19,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 100,2018,09,,20,Bella ciao,Škampi Na Žaru,Škampi Na Žaru,Nan
SK - RADIO - TOP 100,2018,09,,21,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
SK - RADIO - TOP 100,2018,09,,22,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,09,,23,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,09,,24,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2018,09,,25,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,09,,26,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
SK - RADIO - TOP 100,2018,09,,27,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 100,2018,09,,28,IDGAF,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2018,09,,29,Whatever It Takes,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,09,,30,Breathe,Jax Jones & Ina Wroldsen,Jax Jones,Universal Music
SK - RADIO - TOP 100,2018,09,,31,Dreamer,Axwell / Ingrosso,Axwell,Universal Music
SK - RADIO - TOP 100,2018,09,,32,Rooftop,Nico Santos,Nico Santos,Universal Music
SK - RADIO - TOP 100,2018,09,,33,Anywhere,Rita Ora,Rita Ora,Warner Music
SK - RADIO - TOP 100,2018,09,,34,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
SK - RADIO - TOP 100,2018,09,,35,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2018,09,,36,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,09,,37,Domino,Nocadeň,Nocadeň,Warner Music
SK - RADIO - TOP 100,2018,09,,38,Bella ciao,El Profesor,El Profesor,Nan
SK - RADIO - TOP 100,2018,09,,39,Only Thing We Know,Alle Farben & Younotus & Kelvin Jones,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,09,,40,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 100,2018,09,,41,Say Something,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2018,09,,42,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2018,09,,43,Friends,Marshmello & Anne-Marie,Marshmello,Warner Music
SK - RADIO - TOP 100,2018,09,,44,Skin,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
SK - RADIO - TOP 100,2018,09,,45,Dusk Till Dawn,Zayn & Sia,Zayn,Sony Music
SK - RADIO - TOP 100,2018,09,,46,Legendary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,09,,47,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 100,2018,09,,48,Havana,Camila Cabello,Camila Cabello,Sony Music
SK - RADIO - TOP 100,2018,09,,49,In My Blood,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,09,,50,Jediný a jediná,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
SK - RADIO - TOP 100,2018,09,,51,Promises (with Sam Smith),Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,09,,52,Love My Life,Robbie Williams,Robbie Williams,Sony Music
SK - RADIO - TOP 100,2018,09,,53,What About Us,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,09,,54,I Like Me Better,Lauv,Lauv,Nan
SK - RADIO - TOP 100,2018,09,,55,Oteckovia,Hex,Hex,Clockwise
SK - RADIO - TOP 100,2018,09,,56,Familiar,Liam Payne,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,09,,57,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
SK - RADIO - TOP 100,2018,09,,58,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
SK - RADIO - TOP 100,2018,09,,59,Thunder,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,09,,60,Natural,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,09,,61,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2018,09,,62,Youth (feat. Khalid),Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,09,,63,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2018,09,,64,For You (Fifty Shades Freed),Liam Payne & Rita Ora,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,09,,65,The Middle,Zedd & Maren Morris & Grey,Zedd,Universal Music
SK - RADIO - TOP 100,2018,09,,66,Perfect Duet,Ed Sheeran & Beyoncé,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,09,,67,Spirits,Strumbellas,Strumbellas,Universal Music
SK - RADIO - TOP 100,2018,09,,68,Wolves,Selena Gomez & Marshmello,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2018,09,,69,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2018,09,,70,More Than You Know,Axwell / Ingrosso,Axwell,Universal Music
SK - RADIO - TOP 100,2018,09,,71,Jackie Chan (feat. Preme & Post Malone),Tiësto,Tiësto,Universal Music
SK - RADIO - TOP 100,2018,09,,72,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 100,2018,09,,73,Corazón,Maluma,Maluma,Sony Music
SK - RADIO - TOP 100,2018,09,,74,If I Were Sorry,Frans,Frans,Sony Music
SK - RADIO - TOP 100,2018,09,,75,Beautiful Trauma,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,09,,76,Back To You,Selena Gomez,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2018,09,,77,Holubička,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2018,09,,78,Duele el Corazon,Enrique Iglesias & Wisin,Enrique Iglesias,Sony Music
SK - RADIO - TOP 100,2018,09,,79,Done For Me (feat. Kehlani),Charlie Puth,Charlie Puth,Warner Music
SK - RADIO - TOP 100,2018,09,,80,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
SK - RADIO - TOP 100,2018,09,,81,Perfect,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,09,,82,I Don't Dance (Without You),Matoma & Enrique Iglesias & Konshens,Matoma,Warner Music
SK - RADIO - TOP 100,2018,09,,83,Rave in the Grave,Aronchupa,Aronchupa,Sony Music
SK - RADIO - TOP 100,2018,09,,84,Kiss Me,Magic!,Magic!,Sony Music
SK - RADIO - TOP 100,2018,09,,85,Falling,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 100,2018,09,,86,Lúč,Buranowski,Buranowski,Universal Music
SK - RADIO - TOP 100,2018,09,,87,Sin Pijama,Becky G & Natti Natasha,Becky G,Sony Music
SK - RADIO - TOP 100,2018,09,,88,"No Brainer (feat.J.Bieber,Chance the Rapper&Quavo)",Dj Khaled,Dj Khaled,Sony Music
SK - RADIO - TOP 100,2018,09,,89,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn Malik & Taylor Swift,Zayn Malik,Universal Music
SK - RADIO - TOP 100,2018,09,,90,God is a woman,Ariana Grande,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2018,09,,91,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - RADIO - TOP 100,2018,09,,92,I'm a Mess,Bebe Rexha,Bebe Rexha,Warner Music
SK - RADIO - TOP 100,2018,09,,93,Only Thing We Know,Alle Farben,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,09,,94,Mala Mía,Maluma,Maluma,Sony Music
SK - RADIO - TOP 100,2018,09,,95,All For You,Years & Years,Years,Universal Music
SK - RADIO - TOP 100,2018,09,,96,Ocean,Martin Garrix,Martin Garrix,Sony Music
SK - RADIO - TOP 100,2018,09,,97,Ocean Drive,Duke Dumont,Duke Dumont,Universal Music
SK - RADIO - TOP 100,2018,09,,98,Attention,Charlie Puth,Charlie Puth,Warner Music
SK - RADIO - TOP 100,2018,09,,99,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,David Guetta,Warner Music
SK - RADIO - TOP 100,2018,09,,100,Mama,Jonas Blue & William Singe,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2018,10,,1,Girls Like You,Maroon 5,Maroon 5,Universal Music
SK - RADIO - TOP 100,2018,10,,2,Flames,David Guetta & Sia,David Guetta,Warner Music
SK - RADIO - TOP 100,2018,10,,3,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
SK - RADIO - TOP 100,2018,10,,4,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 100,2018,10,,5,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2018,10,,6,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
SK - RADIO - TOP 100,2018,10,,7,Sanctuary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,10,,8,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,10,,9,Happier,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,10,,10,Born To Be Yours,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,10,,11,Melody (feat. James Blunt),Lost Frequencies,Lost Frequencies,Armada
SK - RADIO - TOP 100,2018,10,,12,Only Thing We Know,Alle Farben,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,10,,13,(I Just) Died In Your Arms,Komodo,Komodo,Sony Music
SK - RADIO - TOP 100,2018,10,,14,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 100,2018,10,,15,Whatever You Want,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,10,,16,Leave a Light On,Tom Walker,Tom Walker,Sony Music
SK - RADIO - TOP 100,2018,10,,17,Holubička,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2018,10,,18,IDGAF,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2018,10,,19,Nenahraditeľná,Sima Martausová,Sima Martausová,Gajlo/Warner Music
SK - RADIO - TOP 100,2018,10,,20,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
SK - RADIO - TOP 100,2018,10,,21,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,Sofia Reyes,Warner Music
SK - RADIO - TOP 100,2018,10,,22,Promises (with Sam Smith),Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,10,,23,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 100,2018,10,,24,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 100,2018,10,,25,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,10,,26,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,10,,27,Dusk Till Dawn,Zayn & Sia,Zayn,Sony Music
SK - RADIO - TOP 100,2018,10,,28,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - RADIO - TOP 100,2018,10,,29,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
SK - RADIO - TOP 100,2018,10,,30,Natural,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,10,,31,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2018,10,,32,Shotgun,George Ezra,George Ezra,Sony Music
SK - RADIO - TOP 100,2018,10,,33,I Like Me Better,Lauv,Lauv,Nan
SK - RADIO - TOP 100,2018,10,,34,Skúška snov,Miro Žbirka & Katka Knechtová,Miro Žbirka,Universal Music
SK - RADIO - TOP 100,2018,10,,35,Friends,Marshmello & Anne-Marie,Marshmello,Warner Music
SK - RADIO - TOP 100,2018,10,,36,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2018,10,,37,Say Something,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2018,10,,38,All I Am,Jess Glynne,Jess Glynne,Warner Music
SK - RADIO - TOP 100,2018,10,,39,Legendary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,10,,40,Z výšky,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,10,,41,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,10,,42,Bella ciao,El Profesor,El Profesor,Nan
SK - RADIO - TOP 100,2018,10,,43,Bella ciao,Škampi Na Žaru,Škampi Na Žaru,Nan
SK - RADIO - TOP 100,2018,10,,44,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
SK - RADIO - TOP 100,2018,10,,45,Oh Child,Robin Schulz,Robin Schulz,Warner Music
SK - RADIO - TOP 100,2018,10,,46,Familiar,Liam Payne,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,10,,47,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2018,10,,48,Havana,Camila Cabello,Camila Cabello,Sony Music
SK - RADIO - TOP 100,2018,10,,49,Galway Girl,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,10,,50,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,10,,51,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,10,,52,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
SK - RADIO - TOP 100,2018,10,,53,Perfect Duet,Ed Sheeran & Beyoncé,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,10,,54,Without You,Avicii & Sandro Cavazza,Avicii,Universal Music
SK - RADIO - TOP 100,2018,10,,55,Breathe,Jax Jones & Ina Wroldsen,Jax Jones,Universal Music
SK - RADIO - TOP 100,2018,10,,56,Perfect,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,10,,57,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo & David Guetta,Jason Derulo,Warner Music
SK - RADIO - TOP 100,2018,10,,58,Rooftop,Nico Santos,Nico Santos,Universal Music
SK - RADIO - TOP 100,2018,10,,59,Sin Pijama,Becky G & Natti Natasha,Becky G,Sony Music
SK - RADIO - TOP 100,2018,10,,60,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2018,10,,61,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
