,hitparada,rok,tyden,pozice,track,interpret,interpret_hlavni,vydavatel
38,SK - SINGLES DIGITAL - TOP 100,2016,43,39,This Is What You Came For,Calvin Harris & Rihanna,Calvin Harris,Sony Music
39,SK - SINGLES DIGITAL - TOP 100,2016,43,40,Perfect Illusion,Lady Gaga,Lady Gaga,Universal Music
40,SK - SINGLES DIGITAL - TOP 100,2016,43,41,Sing Me To sleep,Alan Walker,Alan Walker,Sony Music
41,SK - SINGLES DIGITAL - TOP 100,2016,43,42,Too Good,Drake & Rihanna,Drake,Universal Music
42,SK - SINGLES DIGITAL - TOP 100,2016,43,43,Scars To Your Beautiful,Alessia Cara,Alessia Cara,Universal Music
43,SK - SINGLES DIGITAL - TOP 100,2016,43,44,Alarm,Anne-marie,Anne-marie,Warner Music
44,SK - SINGLES DIGITAL - TOP 100,2016,43,45,Let Me Hold You (Turn Me On),Cheat Codes & Dante Klein,Cheat Codes,Warner Music
45,SK - SINGLES DIGITAL - TOP 100,2016,43,46,Capsize,Frenship & Emily Warren,Frenship,Sony Music
46,SK - SINGLES DIGITAL - TOP 100,2016,43,47,Don't Be So Shy,Imany,Imany,Warner Music
47,SK - SINGLES DIGITAL - TOP 100,2016,43,48,Faded,Alan Walker,Alan Walker,Sony Music
48,SK - SINGLES DIGITAL - TOP 100,2016,43,49,Fresh Eyes,Andy Grammer,Andy Grammer,
49,SK - SINGLES DIGITAL - TOP 100,2016,43,50,Please Don't Go,Joel Adams,Joel Adams,
50,SK - SINGLES DIGITAL - TOP 100,2016,43,51,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
51,SK - SINGLES DIGITAL - TOP 100,2016,43,52,Lost On You,Lp,Lp,Universal Music
52,SK - SINGLES DIGITAL - TOP 100,2016,43,53,You & Me,Marc E. Bassy,Marc E. Bassy,Universal Music
53,SK - SINGLES DIGITAL - TOP 100,2016,43,54,A-YO,Lady Gaga,Lady Gaga,Universal Music
54,SK - SINGLES DIGITAL - TOP 100,2016,43,55,i hate u i love u,Gnash & Olivia O´brien,Gnash,Warner Music
55,SK - SINGLES DIGITAL - TOP 100,2016,43,56,This Town,Niall Horan,Niall Horan,Universal Music
56,SK - SINGLES DIGITAL - TOP 100,2016,43,57,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
57,SK - SINGLES DIGITAL - TOP 100,2016,43,58,Podle sebe,Marpo & Rytmus,Marpo,Brainzone
58,SK - SINGLES DIGITAL - TOP 100,2016,43,59,Panda,Desiigner,Desiigner,Universal Music
59,SK - SINGLES DIGITAL - TOP 100,2016,43,60,Call On Me - Ryan Riback Remix,Starley,Starley,
60,SK - SINGLES DIGITAL - TOP 100,2016,43,61,In My Mind,Maty Noyes,Maty Noyes,Universal Music
61,SK - SINGLES DIGITAL - TOP 100,2016,43,62,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
62,SK - SINGLES DIGITAL - TOP 100,2016,43,63,Wherever I Go,Onerepublic,Onerepublic,Universal Music
63,SK - SINGLES DIGITAL - TOP 100,2016,43,64,Sex,Cheat Codes & Kris Kross Amsterdam,Cheat Codes,Warner Music
64,SK - SINGLES DIGITAL - TOP 100,2016,43,65,Gold,Kiiara,Kiiara,Warner Music
65,SK - SINGLES DIGITAL - TOP 100,2016,43,66,Všetko alebo nič,Dara Rolins,Dara Rolins,
66,SK - SINGLES DIGITAL - TOP 100,2016,43,67,Please Tell Rosie,Alle Farben & Younotus,Alle Farben,Sony Music
67,SK - SINGLES DIGITAL - TOP 100,2016,43,68,Light It Up,Major Lazer & Nyla & Fuse Odg,Major Lazer,Warner Music
68,SK - SINGLES DIGITAL - TOP 100,2016,43,69,Come First,Terror Jr,Terror Jr,
69,SK - SINGLES DIGITAL - TOP 100,2016,43,70,Chandlier,Sia,Sia,Sony Music
70,SK - SINGLES DIGITAL - TOP 100,2016,43,71,Purple Lamborghini,Skrillex & Rick Ross,Skrillex,Warner Music
71,SK - SINGLES DIGITAL - TOP 100,2016,43,72,Body Say,Demi Lovato,Demi Lovato,Universal Music
72,SK - SINGLES DIGITAL - TOP 100,2016,43,73,Send My Love (To Your New Lover),Adele,Adele,Xl Recordings
73,SK - SINGLES DIGITAL - TOP 100,2016,43,74,The Mack,Nevada,Nevada,Universal Music
74,SK - SINGLES DIGITAL - TOP 100,2016,43,75,Angel Down,Lady Gaga,Lady Gaga,Universal Music
75,SK - SINGLES DIGITAL - TOP 100,2016,43,76,Miss You,James Harsey,James Harsey,Universal Music
76,SK - SINGLES DIGITAL - TOP 100,2016,43,77,Sorry,Justin Bieber,Justin Bieber,Universal Music
77,SK - SINGLES DIGITAL - TOP 100,2016,43,78,Cake By The Ocean,Dnce,Dnce,Universal Music
78,SK - SINGLES DIGITAL - TOP 100,2016,43,79,No Money,Galantis,Galantis,Warner Music
79,SK - SINGLES DIGITAL - TOP 100,2016,43,80,Say It,Flume & Tove Lo,Flume,
80,SK - SINGLES DIGITAL - TOP 100,2016,43,81,Would I Lie To You,David Guetta & Chris Willis,David Guetta,Warner Music
81,SK - SINGLES DIGITAL - TOP 100,2016,43,82,Needed Me,Rihanna,Rihanna,Universal Music
82,SK - SINGLES DIGITAL - TOP 100,2016,43,83,Lean On,Major Lazer & Dj Snake & Mo,Major Lazer,Warner Music
83,SK - SINGLES DIGITAL - TOP 100,2016,43,84,Dynamite,Nause & Pretty Sister,Nause,Warner Music
84,SK - SINGLES DIGITAL - TOP 100,2016,43,85,Neriešme,Ego & Monika Bagárová,Ego,
85,SK - SINGLES DIGITAL - TOP 100,2016,43,86,Fake Love,Drake,Drake,Universal Music
86,SK - SINGLES DIGITAL - TOP 100,2016,43,87,Somebody Else,Vérité,Vérité,
87,SK - SINGLES DIGITAL - TOP 100,2016,43,88,Lush Life,Zara Larsson,Zara Larsson,Sony Music
88,SK - SINGLES DIGITAL - TOP 100,2016,43,89,Hurts So Good,Astrid S,Astrid S,Universal Music
89,SK - SINGLES DIGITAL - TOP 100,2016,43,90,Raging,Kygo Feat. Kodaline,Kygo Feat. Kodaline,Sony Music
90,SK - SINGLES DIGITAL - TOP 100,2016,43,91,Ocean Drive,Duke Dumont,Duke Dumont,Universal Music
91,SK - SINGLES DIGITAL - TOP 100,2016,43,92,Work From Home,Fifth Harmony & Ty Dolla $ing,Fifth Harmony,Sony Music
92,SK - SINGLES DIGITAL - TOP 100,2016,43,93,John Wayne,Lady Gaga,Lady Gaga,Universal Music
93,SK - SINGLES DIGITAL - TOP 100,2016,43,94,Joanne,Lady Gaga,Lady Gaga,Universal Music
94,SK - SINGLES DIGITAL - TOP 100,2016,43,95,Bailar,Deorro,Deorro,Ultrarecords
95,SK - SINGLES DIGITAL - TOP 100,2016,43,96,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
96,SK - SINGLES DIGITAL - TOP 100,2016,43,97,Fast Car,Jonas Blue & Dakota,Jonas Blue,Universal Music
97,SK - SINGLES DIGITAL - TOP 100,2016,43,98,Love On Me,Galantis & Hook N Sling,Galantis,Warner Music
98,SK - SINGLES DIGITAL - TOP 100,2016,43,99,Once in a While,Timeflies,Timeflies,Sony Music
99,SK - SINGLES DIGITAL - TOP 100,2016,43,100,Diamond Heart,Lady Gaga,Lady Gaga,Universal Music
0,SK - SINGLES DIGITAL - TOP 100,2016,44,1,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
1,SK - SINGLES DIGITAL - TOP 100,2016,44,2,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
2,SK - SINGLES DIGITAL - TOP 100,2016,44,3,My Way,Calvin Harris,Calvin Harris,Sony Music
3,SK - SINGLES DIGITAL - TOP 100,2016,44,4,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
4,SK - SINGLES DIGITAL - TOP 100,2016,44,5,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
5,SK - SINGLES DIGITAL - TOP 100,2016,44,6,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
6,SK - SINGLES DIGITAL - TOP 100,2016,44,7,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
7,SK - SINGLES DIGITAL - TOP 100,2016,44,8,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
8,SK - SINGLES DIGITAL - TOP 100,2016,44,9,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
9,SK - SINGLES DIGITAL - TOP 100,2016,44,10,Human,Rag 'n' Bone Man,Rag 'n' Bone Man,Sony Music
10,SK - SINGLES DIGITAL - TOP 100,2016,44,11,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
11,SK - SINGLES DIGITAL - TOP 100,2016,44,12,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
12,SK - SINGLES DIGITAL - TOP 100,2016,44,13,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
13,SK - SINGLES DIGITAL - TOP 100,2016,44,14,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
14,SK - SINGLES DIGITAL - TOP 100,2016,44,15,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
15,SK - SINGLES DIGITAL - TOP 100,2016,44,16,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
16,SK - SINGLES DIGITAL - TOP 100,2016,44,17,Million Reasons,Lady Gaga,Lady Gaga,Universal Music
17,SK - SINGLES DIGITAL - TOP 100,2016,44,18,Tempo,Dj Wich & Kali & Separ,Dj Wich,
18,SK - SINGLES DIGITAL - TOP 100,2016,44,19,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
19,SK - SINGLES DIGITAL - TOP 100,2016,44,20,24K Magic,Bruno Mars,Bruno Mars,Warner Music
20,SK - SINGLES DIGITAL - TOP 100,2016,44,21,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
21,SK - SINGLES DIGITAL - TOP 100,2016,44,22,XXXXX_10 minút,Nerieš & Dms,Nerieš,
22,SK - SINGLES DIGITAL - TOP 100,2016,44,23,Final Song,Mo,Mo,Sony Music
23,SK - SINGLES DIGITAL - TOP 100,2016,44,24,Ain't My Fault,Zara Larsson,Zara Larsson,Sony Music
24,SK - SINGLES DIGITAL - TOP 100,2016,44,25,Cheap Thrills,Sia,Sia,Sony Music
25,SK - SINGLES DIGITAL - TOP 100,2016,44,26,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
26,SK - SINGLES DIGITAL - TOP 100,2016,44,27,Shout Out to My Ex,Little Mix,Little Mix,Sony Music
27,SK - SINGLES DIGITAL - TOP 100,2016,44,28,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
28,SK - SINGLES DIGITAL - TOP 100,2016,44,29,Don't Let Me Down,Chainsmokers,Chainsmokers,Sony Music
29,SK - SINGLES DIGITAL - TOP 100,2016,44,30,Fake Love,Drake,Drake,Universal Music
30,SK - SINGLES DIGITAL - TOP 100,2016,44,31,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
31,SK - SINGLES DIGITAL - TOP 100,2016,44,32,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
32,SK - SINGLES DIGITAL - TOP 100,2016,44,33,Cool Girl,Tove Lo,Tove Lo,Universal Music
33,SK - SINGLES DIGITAL - TOP 100,2016,44,34,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
34,SK - SINGLES DIGITAL - TOP 100,2016,44,35,Call On Me - Ryan Riback Remix,Starley,Starley,
35,SK - SINGLES DIGITAL - TOP 100,2016,44,36,One Dance,Drake,Drake,Universal Music
36,SK - SINGLES DIGITAL - TOP 100,2016,44,37,Perfect Illusion,Lady Gaga,Lady Gaga,Universal Music
37,SK - SINGLES DIGITAL - TOP 100,2016,44,38,Alarm,Anne-marie,Anne-marie,Warner Music
38,SK - SINGLES DIGITAL - TOP 100,2016,44,39,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
39,SK - SINGLES DIGITAL - TOP 100,2016,44,40,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
40,SK - SINGLES DIGITAL - TOP 100,2016,44,41,Rockabye,Clean Bandit & Sean Paul & Anne-marie,Clean Bandit,Warner Music
41,SK - SINGLES DIGITAL - TOP 100,2016,44,42,Lost On You,Lp,Lp,Universal Music
42,SK - SINGLES DIGITAL - TOP 100,2016,44,43,Ride,Twenty One Pilots,Twenty One Pilots,Warner Music
43,SK - SINGLES DIGITAL - TOP 100,2016,44,44,This Is What You Came For,Calvin Harris & Rihanna,Calvin Harris,Sony Music
44,SK - SINGLES DIGITAL - TOP 100,2016,44,45,Capsize,Frenship & Emily Warren,Frenship,Sony Music
45,SK - SINGLES DIGITAL - TOP 100,2016,44,46,Sofia,Alvaro Soler,Alvaro Soler,Universal Music
46,SK - SINGLES DIGITAL - TOP 100,2016,44,47,Scars To Your Beautiful,Alessia Cara,Alessia Cara,Universal Music
47,SK - SINGLES DIGITAL - TOP 100,2016,44,48,Fresh Eyes,Andy Grammer,Andy Grammer,
48,SK - SINGLES DIGITAL - TOP 100,2016,44,49,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
49,SK - SINGLES DIGITAL - TOP 100,2016,44,50,Sing Me To sleep,Alan Walker,Alan Walker,Sony Music
50,SK - SINGLES DIGITAL - TOP 100,2016,44,51,Don't Be So Shy,Imany,Imany,Warner Music
51,SK - SINGLES DIGITAL - TOP 100,2016,44,52,Let Me Hold You (Turn Me On),Cheat Codes & Dante Klein,Cheat Codes,Warner Music
52,SK - SINGLES DIGITAL - TOP 100,2016,44,53,Would I Lie To You,David Guetta & Chris Willis,David Guetta,Warner Music
53,SK - SINGLES DIGITAL - TOP 100,2016,44,54,Podle sebe,Marpo & Rytmus,Marpo,Brainzone
54,SK - SINGLES DIGITAL - TOP 100,2016,44,55,Please Don't Go,Joel Adams,Joel Adams,
55,SK - SINGLES DIGITAL - TOP 100,2016,44,56,Hallelujah,Pentatonix,Pentatonix,Sony Music
56,SK - SINGLES DIGITAL - TOP 100,2016,44,57,False Alarm,The Weeknd,The Weeknd,Universal Music
57,SK - SINGLES DIGITAL - TOP 100,2016,44,58,i hate u i love u,Gnash & Olivia O´brien,Gnash,Warner Music
58,SK - SINGLES DIGITAL - TOP 100,2016,44,59,This Town,Niall Horan,Niall Horan,Universal Music
59,SK - SINGLES DIGITAL - TOP 100,2016,44,60,You & Me,Marc E. Bassy,Marc E. Bassy,Universal Music
60,SK - SINGLES DIGITAL - TOP 100,2016,44,61,Too Good,Drake & Rihanna,Drake,Universal Music
61,SK - SINGLES DIGITAL - TOP 100,2016,44,62,Faded,Alan Walker,Alan Walker,Sony Music
62,SK - SINGLES DIGITAL - TOP 100,2016,44,63,The Mack,Nevada,Nevada,Universal Music
63,SK - SINGLES DIGITAL - TOP 100,2016,44,64,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
64,SK - SINGLES DIGITAL - TOP 100,2016,44,65,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
65,SK - SINGLES DIGITAL - TOP 100,2016,44,66,Panda,Desiigner,Desiigner,Universal Music
66,SK - SINGLES DIGITAL - TOP 100,2016,44,67,Gold,Kiiara,Kiiara,Warner Music
67,SK - SINGLES DIGITAL - TOP 100,2016,44,68,In My Mind,Maty Noyes,Maty Noyes,Universal Music
68,SK - SINGLES DIGITAL - TOP 100,2016,44,69,Dynamite,Nause & Pretty Sister,Nause,Warner Music
69,SK - SINGLES DIGITAL - TOP 100,2016,44,70,Jazda,Kali,Kali,Kali Records
70,SK - SINGLES DIGITAL - TOP 100,2016,44,71,Into You,Ariana Grande,Ariana Grande,Universal Music
71,SK - SINGLES DIGITAL - TOP 100,2016,44,72,Wherever I Go,Onerepublic,Onerepublic,Universal Music
72,SK - SINGLES DIGITAL - TOP 100,2016,44,73,Trust Nobody,Cashmere Cat & Selena Gomez & Tory Lanez,Cashmere Cat,Universal Music
73,SK - SINGLES DIGITAL - TOP 100,2016,44,74,No Money,Galantis,Galantis,Warner Music
74,SK - SINGLES DIGITAL - TOP 100,2016,44,75,Miss You,James Harsey,James Harsey,Universal Music
75,SK - SINGLES DIGITAL - TOP 100,2016,44,76,Purple Lamborghini,Skrillex & Rick Ross,Skrillex,Warner Music
76,SK - SINGLES DIGITAL - TOP 100,2016,44,77,Light It Up,Major Lazer & Nyla & Fuse Odg,Major Lazer,Warner Music
77,SK - SINGLES DIGITAL - TOP 100,2016,44,78,By Your Side,Jonas Blue & Raye,Jonas Blue,Universal Music
78,SK - SINGLES DIGITAL - TOP 100,2016,44,79,Say It,Flume & Tove Lo,Flume,
79,SK - SINGLES DIGITAL - TOP 100,2016,44,80,Please Tell Rosie,Alle Farben & Younotus,Alle Farben,Sony Music
80,SK - SINGLES DIGITAL - TOP 100,2016,44,81,Body Say,Demi Lovato,Demi Lovato,Universal Music
81,SK - SINGLES DIGITAL - TOP 100,2016,44,82,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
82,SK - SINGLES DIGITAL - TOP 100,2016,44,83,Cake By The Ocean,Dnce,Dnce,Universal Music
83,SK - SINGLES DIGITAL - TOP 100,2016,44,84,Počítaj s nami,H16,H16,
84,SK - SINGLES DIGITAL - TOP 100,2016,44,85,Somebody Else,Vérité,Vérité,
85,SK - SINGLES DIGITAL - TOP 100,2016,44,86,Ocean Drive,Duke Dumont,Duke Dumont,Universal Music
86,SK - SINGLES DIGITAL - TOP 100,2016,44,87,Dosnívané,Kali,Kali,Kali Records
87,SK - SINGLES DIGITAL - TOP 100,2016,44,88,Come First,Terror Jr,Terror Jr,
88,SK - SINGLES DIGITAL - TOP 100,2016,44,89,Send My Love (To Your New Lover),Adele,Adele,Xl Recordings
89,SK - SINGLES DIGITAL - TOP 100,2016,44,90,Sorry,Justin Bieber,Justin Bieber,Universal Music
90,SK - SINGLES DIGITAL - TOP 100,2016,44,91,Sex,Cheat Codes & Kris Kross Amsterdam,Cheat Codes,Warner Music
91,SK - SINGLES DIGITAL - TOP 100,2016,44,92,Fast Car,Jonas Blue & Dakota,Jonas Blue,Universal Music
92,SK - SINGLES DIGITAL - TOP 100,2016,44,93,Neriešme,Ego & Monika Bagárová,Ego,
93,SK - SINGLES DIGITAL - TOP 100,2016,44,94,Hurts So Good,Astrid S,Astrid S,Universal Music
94,SK - SINGLES DIGITAL - TOP 100,2016,44,95,Work From Home,Fifth Harmony & Ty Dolla $ing,Fifth Harmony,Sony Music
95,SK - SINGLES DIGITAL - TOP 100,2016,44,96,A-YO,Lady Gaga,Lady Gaga,Universal Music
96,SK - SINGLES DIGITAL - TOP 100,2016,44,97,Once in a While,Timeflies,Timeflies,Sony Music
97,SK - SINGLES DIGITAL - TOP 100,2016,44,98,Lean On,Major Lazer & Dj Snake & Mo,Major Lazer,Warner Music
98,SK - SINGLES DIGITAL - TOP 100,2016,44,99,Kill em with kindness,Selena Gomez,Selena Gomez,Universal Music
99,SK - SINGLES DIGITAL - TOP 100,2016,44,100,Lush Life,Zara Larsson,Zara Larsson,Sony Music
0,SK - SINGLES DIGITAL - TOP 100,2016,45,1,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
1,SK - SINGLES DIGITAL - TOP 100,2016,45,2,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
2,SK - SINGLES DIGITAL - TOP 100,2016,45,3,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
3,SK - SINGLES DIGITAL - TOP 100,2016,45,4,Human,Rag 'n' Bone Man,Rag 'n' Bone Man,Sony Music
4,SK - SINGLES DIGITAL - TOP 100,2016,45,5,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
5,SK - SINGLES DIGITAL - TOP 100,2016,45,6,My Way,Calvin Harris,Calvin Harris,Sony Music
6,SK - SINGLES DIGITAL - TOP 100,2016,45,7,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
7,SK - SINGLES DIGITAL - TOP 100,2016,45,8,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
8,SK - SINGLES DIGITAL - TOP 100,2016,45,9,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
9,SK - SINGLES DIGITAL - TOP 100,2016,45,10,24K Magic,Bruno Mars,Bruno Mars,Warner Music
10,SK - SINGLES DIGITAL - TOP 100,2016,45,11,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
11,SK - SINGLES DIGITAL - TOP 100,2016,45,12,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
12,SK - SINGLES DIGITAL - TOP 100,2016,45,13,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
13,SK - SINGLES DIGITAL - TOP 100,2016,45,14,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
14,SK - SINGLES DIGITAL - TOP 100,2016,45,15,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
15,SK - SINGLES DIGITAL - TOP 100,2016,45,16,Rockabye,Clean Bandit & Sean Paul & Anne-marie,Clean Bandit,Warner Music
16,SK - SINGLES DIGITAL - TOP 100,2016,45,17,Lost On You,Lp,Lp,Universal Music
17,SK - SINGLES DIGITAL - TOP 100,2016,45,18,Cheap Thrills,Sia,Sia,Sony Music
18,SK - SINGLES DIGITAL - TOP 100,2016,45,19,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
19,SK - SINGLES DIGITAL - TOP 100,2016,45,20,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
20,SK - SINGLES DIGITAL - TOP 100,2016,45,21,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
21,SK - SINGLES DIGITAL - TOP 100,2016,45,22,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
22,SK - SINGLES DIGITAL - TOP 100,2016,45,23,XXXXX_10 minút,Nerieš & Dms,Nerieš,
23,SK - SINGLES DIGITAL - TOP 100,2016,45,24,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
24,SK - SINGLES DIGITAL - TOP 100,2016,45,25,Final Song,Mo,Mo,Sony Music
25,SK - SINGLES DIGITAL - TOP 100,2016,45,26,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
26,SK - SINGLES DIGITAL - TOP 100,2016,45,27,Fake Love,Drake,Drake,Universal Music
27,SK - SINGLES DIGITAL - TOP 100,2016,45,28,Would I Lie To You,David Guetta & Chris Willis,David Guetta,Warner Music
28,SK - SINGLES DIGITAL - TOP 100,2016,45,29,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
29,SK - SINGLES DIGITAL - TOP 100,2016,45,30,Call On Me - Ryan Riback Remix,Starley,Starley,
30,SK - SINGLES DIGITAL - TOP 100,2016,45,31,Ain't My Fault,Zara Larsson,Zara Larsson,Sony Music
