hitparada,rok,mesic,week,pozice,album,interpret,interpret_hlavni,vydavatel
CZ - ALBUMS - TOP 100,2019,09,,89,Sexy exity,Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2019,09,,90,To nejlepší 1971-2019,Jiří Korn,Jiří Korn,Supraphon
CZ - ALBUMS - TOP 100,2019,09,,91,Joanne,Lady Gaga,Lady Gaga,Universal Music
CZ - ALBUMS - TOP 100,2019,09,,92,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
CZ - ALBUMS - TOP 100,2019,09,,93,The Thrill Of It All,Sam Smith,Sam Smith,Universal Music
CZ - ALBUMS - TOP 100,2019,09,,94,Praga Rosa Bohemiae - hudba renesanční Prahy,Capella Mariana / V. Semerád,Capella Mariana,Supraphon
CZ - ALBUMS - TOP 100,2019,09,,95,Půlnoční vlak Michala Tučného,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2019,09,,96,Gemini,Macklemore,Macklemore,Warner Music
CZ - ALBUMS - TOP 100,2019,09,,97,The Search,Nf,Nf,Universal Music
CZ - ALBUMS - TOP 100,2019,09,,98,Stories,Avicii,Avicii,Universal Music
CZ - ALBUMS - TOP 100,2019,09,,99,Revival,Eminem,Eminem,Universal Music
CZ - ALBUMS - TOP 100,2019,09,,100,The Nothing,Korn,Korn,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,1,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,2,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2019,10,,3,Singly / 300 písní z let 1962-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,4,Jednou tě potkám,Vladimír Mišík,Vladimír Mišík,100Promotion/Supraphon
CZ - ALBUMS - TOP 100,2019,10,,5,KINGPIN,Decky,Decky,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,6,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,7,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,8,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,9,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,10,40 slavíků,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,11,Bílé vánoce,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,12,11,Chinaski,Chinaski,Brainzone
CZ - ALBUMS - TOP 100,2019,10,,13,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,14,Vánoce ve zlaté Praze (Komplet 11),Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,15,Ta o mně,Lucie Bílá,Lucie Bílá,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,16,Ta pravá,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,17,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,18,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,19,70 hitů - Když jsem já byl tenkrát kluk,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,20,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,21,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,22,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,23,Revolter,Dymytry,Dymytry,Dymytry
CZ - ALBUMS - TOP 100,2019,10,,24,XYZ,Samey,Samey,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,25,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,26,RAP-LIFE: EPIZODA 2,Mc Gey,Mc Gey,Ty Nikdy/Warner Music
CZ - ALBUMS - TOP 100,2019,10,,27,Bohemian Rhapsody O.S.T.,Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,28,Abbey Road,Beatles,Beatles,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,29,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,30,Lover,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,31,JESUS IS KING,Kanye West,Kanye West,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,32,Duety 1962-2015,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,33,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,34,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,35,Dead Man Walking,Marpo,Marpo,Sherwood Digital
CZ - ALBUMS - TOP 100,2019,10,,36,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,37,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,38,RAMMSTEIN,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,39,To nejlepší 1971-2019,Jiří Korn,Jiří Korn,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,40,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,41,Není nám do pláče,Chinaski,Chinaski,Brainzone
CZ - ALBUMS - TOP 100,2019,10,,42,42 největších hitů,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,43,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,44,Hotel Diablo,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,45,50 hitů,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,46,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,47,25,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,48,Vlastní svět,Marek Ztracený,Marek Ztracený,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,49,TIM,Avicii,Avicii,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,50,Vlasy,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,51,Zpívání se Spirituál kvintetem,Zdenka Tichotová/Spirituál Kvintet,Zdenka Tichotová,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,52,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,53,DANK,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy/Warner Music
CZ - ALBUMS - TOP 100,2019,10,,54,Diamant,Lvcas Dope & Dj Wich,Lvcas Dope,Fck Them
CZ - ALBUMS - TOP 100,2019,10,,55,Trench,Twenty One Pilots,Twenty One Pilots,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,56,Světlo ve tmě,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,57,Pták Rosomák,Olympic,Olympic,Sony Music
CZ - ALBUMS - TOP 100,2019,10,,58,Součást,Pavel Callta,Pavel Callta,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,59,Sbohem Roxano,Yzomandias,Yzomandias,Milion+ Ent
CZ - ALBUMS - TOP 100,2019,10,,60,Recital 1966,Hana Hegerová / Miroslav Horníček,Hana Hegerová,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,61,Jungler,Viktor Sheen,Viktor Sheen,Viktor Sheen
CZ - ALBUMS - TOP 100,2019,10,,62,Čas růží,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,63,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
CZ - ALBUMS - TOP 100,2019,10,,64,Když jsem já byl tenkrát kluk (62 hitů),Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,65,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,66,Flip,Dorian,Dorian,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,67,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
CZ - ALBUMS - TOP 100,2019,10,,68,Precedens,Ego,Ego,Ego
CZ - ALBUMS - TOP 100,2019,10,,69,Duety (Edice 2018),Karel Gott & Lucie Bílá,Karel Gott,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,70,Mé písně  (Zlatá albová kolekce),Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,71,Metallica/Black Album,Metallica,Metallica,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,72,Norman F*****g Rockwell!,Lana Del Rey ,Lana Del Rey,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,73,Dua Lipa,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,74,Debut,Psh,Psh,Bigg Boss
CZ - ALBUMS - TOP 100,2019,10,,75,Bach: Christmas Oratorio - Weihnachtsoratorium,Různí,Různí,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,76,dont smile at me,Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,77,Konec ptačích árií,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,78,Třecí plochy,Mňága a Žďorp,Mňága,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,79,Medusa,Sergei Barracuda,Sergei Barracuda,Azurit Kingdom
CZ - ALBUMS - TOP 100,2019,10,,80,Prepáčte,Dms,Dms,Dms Records
CZ - ALBUMS - TOP 100,2019,10,,81,EvoLucie,Lucie,Lucie,Brainzone
CZ - ALBUMS - TOP 100,2019,10,,82,Ghosteen,Nick Cave & The Bad Seeds,Nick Cave,Ghosteen Ltd.
CZ - ALBUMS - TOP 100,2019,10,,83,Čecháček Made,Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,84,Anděl v blbým věku (Best of 2008-2019),Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,85,Kamikaze,Eminem,Eminem,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,86,"Dovi, dopo",Kali,Kali,Kali Records
CZ - ALBUMS - TOP 100,2019,10,,87,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
CZ - ALBUMS - TOP 100,2019,10,,88,Najvyšší čas,Elán,Elán,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,89,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,90,The Nothing,Korn,Korn,Warner Music
CZ - ALBUMS - TOP 100,2019,10,,91,Konnichiwa,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2019,10,,92,Lásko má,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,93,SHE IS COMING,Miley Cyrus,Miley Cyrus,Sony Music
CZ - ALBUMS - TOP 100,2019,10,,94,NAVŽDY MLADÝ,Zayo,Zayo,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,95,TESTING,A$Ap Rocky,A$Ap Rocky,Sony Music
CZ - ALBUMS - TOP 100,2019,10,,96,Marko,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2019,10,,97,Zhora vypadá všechno líp,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,10,,98,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
CZ - ALBUMS - TOP 100,2019,10,,99,24 vánočních hitů,Různí,Různí,Supraphon
CZ - ALBUMS - TOP 100,2019,10,,100,We Are Not Your Kind,Slipknot,Slipknot,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,1,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,2,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,3,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2019,11,,4,Jednou tě potkám,Vladimír Mišík,Vladimír Mišík,100Promotion/Supraphon
CZ - ALBUMS - TOP 100,2019,11,,5,2086,Pil C,Pil C,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,6,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,7,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,8,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,9,Ta o mně,Lucie Bílá,Lucie Bílá,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,10,Bílé vánoce,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,11,Klusymfonie,Tomáš Klus,Tomáš Klus,Tomáš Klus / Supraphon
CZ - ALBUMS - TOP 100,2019,11,,12,Everyday Life,Coldplay,Coldplay,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,13,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,14,Vánoce ve zlaté Praze (Komplet 11),Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,15,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,16,BRATAN,Sensey,Sensey,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,17,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,18,11,Chinaski,Chinaski,Brainzone
CZ - ALBUMS - TOP 100,2019,11,,19,Perpetuum promile,Prago Union,Prago Union,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,20,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,21,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,22,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,23,KINGPIN,Decky,Decky,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,24,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,25,Bohemian Rhapsody O.S.T.,Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,26,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,27,Singly / 300 písní z let 1962-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,28,XYZ,Samey,Samey,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,29,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,30,50 hitů,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,31,Anděl v blbým věku (Best of 2008-2019),Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,32,Thanks for the Dance,Leonard Cohen,Leonard Cohen,Sony Music
CZ - ALBUMS - TOP 100,2019,11,,33,Čas růží,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,34,JESUS IS KING,Kanye West,Kanye West,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,35,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,36,Lover,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,37,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,38,Depeše,Marta Kubišová,Marta Kubišová,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,39,1000,Hugo Toxxx,Hugo Toxxx,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,40,F & M,Lindemann,Lindemann,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,41,Courage,Celine Dion,Celine Dion,Sony Music
CZ - ALBUMS - TOP 100,2019,11,,42,Dva,Marpo & Troublegang,Marpo,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,43,D.Y.K.,D.Y.K.,D.Y.K.,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,44,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,45,Ta pravá,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,46,RAMMSTEIN,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,47,Ghosteen,Nick Cave & The Bad Seeds,Nick Cave,Ghosteen Ltd.
CZ - ALBUMS - TOP 100,2019,11,,48,Vlasy,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,49,Dead Man Walking,Marpo,Marpo,Sherwood Digital
CZ - ALBUMS - TOP 100,2019,11,,50,Revolter,Dymytry,Dymytry,Dymytry
CZ - ALBUMS - TOP 100,2019,11,,51,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,52,Hotel Diablo,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,53,40 slavíků,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,54,Není nám do pláče,Chinaski,Chinaski,Brainzone
CZ - ALBUMS - TOP 100,2019,11,,55,25,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - ALBUMS - TOP 100,2019,11,,56,Součást,Pavel Callta,Pavel Callta,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,57,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,58,70 hitů - Když jsem já byl tenkrát kluk,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,59,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,60,The Christmas Present,Robbie Williams,Robbie Williams,Sony Music
CZ - ALBUMS - TOP 100,2019,11,,61,Vlastní svět,Marek Ztracený,Marek Ztracený,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,62,Najvyšší čas,Elán,Elán,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,63,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,64,TIM,Avicii,Avicii,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,65,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,66,EvoLucie,Lucie,Lucie,Brainzone
CZ - ALBUMS - TOP 100,2019,11,,67,Diamant,Lvcas Dope & Dj Wich,Lvcas Dope,Fck Them
CZ - ALBUMS - TOP 100,2019,11,,68,Světlo ve tmě,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,69,24 vánočních hitů,Různí,Různí,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,70,Flip,Dorian,Dorian,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,71,Platinum Collection,Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,72,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,73,Trench,Twenty One Pilots,Twenty One Pilots,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,74,Metallica/Black Album,Metallica,Metallica,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,75,DANK,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy/Warner Music
CZ - ALBUMS - TOP 100,2019,11,,76,20 let písniček,Svěrák/Uhlíř,Svěrák,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,77,Sbohem Roxano,Yzomandias,Yzomandias,Milion+ Ent
CZ - ALBUMS - TOP 100,2019,11,,78,Jungler,Viktor Sheen,Viktor Sheen,Viktor Sheen
CZ - ALBUMS - TOP 100,2019,11,,79,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
CZ - ALBUMS - TOP 100,2019,11,,80,Třecí plochy,Mňága a Žďorp,Mňága,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,81,Dua Lipa,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2019,11,,82,To nejlepší 1971-2019,Jiří Korn,Jiří Korn,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,83,Abbey Road,Beatles,Beatles,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,84,Medusa,Sergei Barracuda,Sergei Barracuda,Azurit Kingdom
CZ - ALBUMS - TOP 100,2019,11,,85,Biorytmy,Tata Bojs,Tata Bojs,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,86,Konnichiwa,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,87,dont smile at me,Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,88,Marko,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,89,Legendární gramofonové snímky z let 1976-89,Originální Pražský Synkopický Orchestr,Originální Pražský Synkopický Orchestr,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,90,Francouzské árie,Petr Nekoranec / Čf/ Christopher Franklin,Petr Nekoranec,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,91,Prepáčte,Dms,Dms,Dms Records
CZ - ALBUMS - TOP 100,2019,11,,92,Půlnoční vlak Michala Tučného,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2019,11,,93,Čecháček Made,Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,94,Kamikaze,Eminem,Eminem,Universal Music
CZ - ALBUMS - TOP 100,2019,11,,95,100 nejznámějších dětských písniček,Různí,Různí,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,96,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
CZ - ALBUMS - TOP 100,2019,11,,97,"Dovi, dopo",Kali,Kali,Kali Records
CZ - ALBUMS - TOP 100,2019,11,,98,Zpívání se Spirituál kvintetem,Zdenka Tichotová/Spirituál Kvintet,Zdenka Tichotová,Supraphon
CZ - ALBUMS - TOP 100,2019,11,,99,Podla seba,Sima,Sima,Ruka Hore
CZ - ALBUMS - TOP 100,2019,11,,100,Rub a líc,Sebastian,Sebastian,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,1,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,12,,2,Jednou tě potkám,Vladimír Mišík,Vladimír Mišík,100Promotion/Supraphon
CZ - ALBUMS - TOP 100,2019,12,,3,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2019,12,,4,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,12,,5,"Dobrá duše, srdce ze zlata",Yzomandias,Yzomandias,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,6,Real Newz,Kontrafakt,Kontrafakt,Ruka Hore
CZ - ALBUMS - TOP 100,2019,12,,7,Everyday Life,Coldplay,Coldplay,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,8,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2019,12,,9,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,10,Ta o mně,Lucie Bílá,Lucie Bílá,Supraphon
CZ - ALBUMS - TOP 100,2019,12,,11,Thanks for the Dance,Leonard Cohen,Leonard Cohen,Sony Music
CZ - ALBUMS - TOP 100,2019,12,,12,D.Y.K.,D.Y.K.,D.Y.K.,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,13,Vánoce ve zlaté Praze (Komplet 11),Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,12,,14,Fine Line,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2019,12,,15,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,16,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,17,Bílé vánoce,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2019,12,,18,2086,Pil C,Pil C,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,19,JAKO RYBA VE VODĚ,Dj Wich,Dj Wich,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,20,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,21,11,Chinaski,Chinaski,Brainzone
CZ - ALBUMS - TOP 100,2019,12,,22,Bohemian Rhapsody O.S.T.,Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,23,The Christmas Present,Robbie Williams,Robbie Williams,Sony Music
CZ - ALBUMS - TOP 100,2019,12,,24,The  Later Years: 1987-2019,Pink Floyd,Pink Floyd,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,25,Klusymfonie,Tomáš Klus,Tomáš Klus,Tomáš Klus / Supraphon
CZ - ALBUMS - TOP 100,2019,12,,26,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,27,24 vánočních hitů,Různí,Různí,Supraphon
CZ - ALBUMS - TOP 100,2019,12,,28,F & M,Lindemann,Lindemann,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,29,Christmas,Michael Bublé,Michael Bublé,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,30,Anděl v blbým věku (Best of 2008-2019),Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,31,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,32,Dva,Marpo & Troublegang,Marpo,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,33,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2019,12,,34,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2019,12,,35,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
CZ - ALBUMS - TOP 100,2019,12,,36,Greatest Hits (Remastered),Queen,Queen,Universal Music
