hitparada,rok,mesic,week,pozice,album,interpret,interpret_hlavni,vydavatel
CZ - ALBUMS - TOP 100,2021,11,,33,Heaven & Hell,Ava Max,Ava Max,Warner Music
CZ - ALBUMS - TOP 100,2021,11,,34,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,35,22x2 The Best Of,Miro Žbirka,Miro Žbirka,Universal Music/Warner Music
CZ - ALBUMS - TOP 100,2021,11,,36,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,37,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,38,Sedmá strana kostky,Traktor,Traktor,Warner Music
CZ - ALBUMS - TOP 100,2021,11,,39,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,11,,40,Dýchej,David Stypka & Bandjeez,David Stypka,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2021,11,,41,The Bridge,Sting,Sting,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,42,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,43,Modrý album,Miro Žbirka,Miro Žbirka,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,44,Certified Lover Boy,Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,45,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,46,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,47,ROMEO,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2021,11,,48,"58 tape, vol. 2",58G,58G,58G/Warner Music
CZ - ALBUMS - TOP 100,2021,11,,49,Karel  O.S.T.,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,50,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2021,11,,51,Svět hledačů,Blue Effect,Blue Effect,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,52,Senjutsu,Iron Maiden,Iron Maiden,Warner Music
CZ - ALBUMS - TOP 100,2021,11,,53,In The Lonely Hour,Sam Smith,Sam Smith,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,54,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,55,Planeta jménem stres,Marek Ztracený,Marek Ztracený,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,56,Double Album,Miro Žbirka,Miro Žbirka,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,57,Robby Trouble,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,11,,58,Terapie,Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,59,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,60,Jednou tě potkám,Vladimír Mišík,Vladimír Mišík,100Promotion/Supraphon
CZ - ALBUMS - TOP 100,2021,11,,61,Světlo ve tmě,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2021,11,,62,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2021,11,,63,100+20 písní - 1968-2020,Hana Zagorová,Hana Zagorová,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,64,Donda,Kanye West,Kanye West,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,65,Native,Onerepublic,Onerepublic,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,66,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,67,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,68,Between Us,Little Mix,Little Mix,Sony Music
CZ - ALBUMS - TOP 100,2021,11,,69,Vlastní svět,Marek Ztracený,Marek Ztracený,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,70,Černej kůň,Maniak & Dj Wich,Maniak,Ach Ano/Golden Touch/Warner Music
CZ - ALBUMS - TOP 100,2021,11,,71,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,72,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
CZ - ALBUMS - TOP 100,2021,11,,73,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2021,11,,74,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,75,True (Avicii By Avicii),Avicii,Avicii,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,76,Tsunami,Divokej Bill,Divokej Bill,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,77,11,Chinaski,Chinaski,Brainzone
CZ - ALBUMS - TOP 100,2021,11,,78,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,79,Mohlo by to bejt nebe …,Michal Prokop & Framus 5,Michal Prokop,Supraphon
CZ - ALBUMS - TOP 100,2021,11,,80,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
CZ - ALBUMS - TOP 100,2021,11,,81,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,11,,82,Red (Taylor’s Version),Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,83,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,11,,84,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,11,,85,"Dovi, dopo",Kali,Kali,Kali Records
CZ - ALBUMS - TOP 100,2021,11,,86,Jeb System 3,Dollar Prync,Dollar Prync,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,87,Džus noci,Mig 21,Mig 21,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,88,Metallica/Black Album,Metallica,Metallica,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,89,Součást,Pavel Callta,Pavel Callta,Warner Music
CZ - ALBUMS - TOP 100,2021,11,,90,30,Adam Ďurica,Adam Ďurica,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,91,Music To Be Murdered By,Eminem,Eminem,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,92,This Is Acting,Sia,Sia,Sony Music
CZ - ALBUMS - TOP 100,2021,11,,93,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2021,11,,94,Dluhy Hany Zagorové,Různí,Různí,Česká Televize
CZ - ALBUMS - TOP 100,2021,11,,95,KINGPIN,Decky,Decky,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,11,,96,Dead Man Walking,Marpo,Marpo,Sherwood Digital
CZ - ALBUMS - TOP 100,2021,11,,97,Momentary Lapse Of Reason,Pink Floyd,Pink Floyd,Warner Music
CZ - ALBUMS - TOP 100,2021,11,,98,Antarktida,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2021,11,,99,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2021,11,,100,EGOTRON,Ego,Ego,Ruka Hore
CZ - ALBUMS - TOP 100,2021,12,,1,Příběhy a sny,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,2,30,Adele,Adele,Sony Music
CZ - ALBUMS - TOP 100,2021,12,,3,Voyage,Abba,Abba,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,4,Noční obraz,Vladimír Mišík,Vladimír Mišík,Animal Music
CZ - ALBUMS - TOP 100,2021,12,,5,MEKY - The Best Of Miro Žbirka,Miro Žbirka,Miro Žbirka,Universal Music/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,6,Cítím,Tomáš Klus,Tomáš Klus,Tomáš Klus / Supraphon
CZ - ALBUMS - TOP 100,2021,12,,7,Thrash The Trash,Arakain,Arakain,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,8,Maneki Neko,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,9,Halywůd,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,10,Chimera Pt. 3: Snake,Smack,Smack,Archetyp 51/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,11,=,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,12,The Bridge,Sting,Sting,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,13,Umami,Ewa Farna,Ewa Farna,Ewolution
CZ - ALBUMS - TOP 100,2021,12,,14,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,15,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,16,Isa,Zaz,Zaz,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,17,Mercury - Act 1,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,18,ODSÚDENÍ NA ÚSPECH,Pil C,Pil C,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,19,KF ako Rolls,Kontrafakt,Kontrafakt,Ruka Hore
CZ - ALBUMS - TOP 100,2021,12,,20,DANG,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2021,12,,21,Christmas,Michael Bublé,Michael Bublé,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,22,"Jsem v pohodě, sem v prdeli.",Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,23,Antarktida,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,24,Turning to Crime,Deep Purple,Deep Purple,Edel
CZ - ALBUMS - TOP 100,2021,12,,25,Modrý album,Miro Žbirka,Miro Žbirka,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,26,MONTERO,Lil Nas X,Lil Nas X,Sony Music
CZ - ALBUMS - TOP 100,2021,12,,27,SOUR,Olivia Rodrigo,Olivia Rodrigo,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,28,I Killed This Song At Karaoke Last Night,Dan Bárta & Gustav Brom Czech Radio Bigband,Dan Bárta,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,29,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,30,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,31,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,32,Mumie,Hugo Toxxx,Hugo Toxxx,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,33,Original,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2021,12,,34,Music of the Spheres,Coldplay,Coldplay,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,35,Planeta jménem stres,Marek Ztracený,Marek Ztracený,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,36,Dýchej,David Stypka & Bandjeez,David Stypka,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2021,12,,37,Hity & příběhy (Best Of 2001-2021),Michal Hrůza,Michal Hrůza,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,38,Jednou tě potkám,Vladimír Mišík,Vladimír Mišík,100Promotion/Supraphon
CZ - ALBUMS - TOP 100,2021,12,,39,Mohlo by to bejt nebe …,Michal Prokop & Framus 5,Michal Prokop,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,40,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,41,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,42,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,43,Senjutsu,Iron Maiden,Iron Maiden,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,44,Happier Than Ever,Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,45,Karel  O.S.T.,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,46,Justice,Justin Bieber,Justin Bieber,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,47,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,48,Džus noci,Mig 21,Mig 21,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,49,Sedmá strana kostky,Traktor,Traktor,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,50,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,51,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,52,Merci!,Hana Hegerová,Hana Hegerová,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,53,Raise The Roof,Robert Plant & Alison Krauss,Robert Plant,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,54,Sliby a lži,Škwor,Škwor,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,55,22x2 The Best Of,Miro Žbirka,Miro Žbirka,Universal Music/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,56,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,57,Complete Studio Albums (1983-2008),Madonna,Madonna,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,58,Vlasy,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,59,Fine Line,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2021,12,,60,Zlaté vánoční hity,Různí,Různí,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,61,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,62,Svědomí,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,63,Vlastní svět,Marek Ztracený,Marek Ztracený,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,64,Robby Trouble,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,65,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,66,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2021,12,,67,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,68,HUHU,Dms,Dms,Ruka Hore
CZ - ALBUMS - TOP 100,2021,12,,69,25,Adele,Adele,Xl Recordings
CZ - ALBUMS - TOP 100,2021,12,,70,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,71,Věci & sny,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2021,12,,72,"Strážce klidu, Vol. 1",Roman Holý,Roman Holý,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,73,Máma mi na krk dala klíč,Jaromír Nohavica,Jaromír Nohavica,Petarda Production
CZ - ALBUMS - TOP 100,2021,12,,74,ROMEO,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2021,12,,75,Terapie,Xindl X,Xindl X,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,76,Bílé vánoce,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,77,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,78,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,79,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,80,Respekt,Doga,Doga,Doga
CZ - ALBUMS - TOP 100,2021,12,,81,"58 tape, vol. 2",58G,58G,58G/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,82,100+20 písní - 1968-2020,Hana Zagorová,Hana Zagorová,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,83,Moje zapomenuté ploužáky 2,Michal David,Michal David,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,84,Teorie pádu,Stein27,Stein27,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2021,12,,85,Vánoce s Helenou,Helena Vondráčková ,Helena Vondráčková,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,86,Heaven & Hell,Ava Max,Ava Max,Warner Music
CZ - ALBUMS - TOP 100,2021,12,,87,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2021,12,,88,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,89,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,90,21,Adele,Adele,Xl Recordings
CZ - ALBUMS - TOP 100,2021,12,,91,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
CZ - ALBUMS - TOP 100,2021,12,,92,Certified Lover Boy,Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,93,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2021,12,,94,Na vlnách spolu tělem i duší (Best of Chinaski),Chinaski,Chinaski,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,95,Michalbum,Michal Horák,Michal Horák,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,96,Red (Taylor’s Version),Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2021,12,,97,Jungler,Viktor Sheen,Viktor Sheen,Viktor Sheen
CZ - ALBUMS - TOP 100,2021,12,,98,Svět hledačů,Blue Effect,Blue Effect,Supraphon
CZ - ALBUMS - TOP 100,2021,12,,99,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2021,12,,100,Všechno nejlepší ...,Marie Rottrová,Marie Rottrová,Supraphon
CZ - ALBUMS - TOP 100,2022,01,,1,Příběhy a sny,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,2,Chimera Pt. 3: Snake,Smack,Smack,Archetyp 51/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,3,Dawn FM,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,4,Devil’s Son,Hard Rico,Hard Rico,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,5,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,6,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,7,"Jsem v pohodě, sem v prdeli.",Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,8,ODSÚDENÍ NA ÚSPECH,Pil C,Pil C,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,9,MONTERO,Lil Nas X,Lil Nas X,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,10,30,Adele,Adele,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,11,SOUR,Olivia Rodrigo,Olivia Rodrigo,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,12,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,13,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,14,KF ako Rolls,Kontrafakt,Kontrafakt,Ruka Hore
CZ - ALBUMS - TOP 100,2022,01,,15,Mercury - Act 1,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,16,=,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,17,Original,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2022,01,,18,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,19,Maneki Neko,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,20,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,21,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,22,DANG,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,01,,23,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,24,Happier Than Ever,Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,25,Justice,Justin Bieber,Justin Bieber,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,26,Fine Line,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,27,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,28,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,29,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,30,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,31,Svědomí,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,32,HUHU,Dms,Dms,Ruka Hore
CZ - ALBUMS - TOP 100,2022,01,,33,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,34,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,35,ROMEO,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,01,,36,Antarktida,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,37,Robby Trouble,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,38,Halywůd,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,39,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,40,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2022,01,,41,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,42,"58 tape, vol. 2",58G,58G,58G/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,43,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,44,Mumie,Hugo Toxxx,Hugo Toxxx,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,45,Teorie pádu,Stein27,Stein27,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,46,Heaven & Hell,Ava Max,Ava Max,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,47,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,48,Vlasy,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,49,After Hours,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,50,Dýchej,David Stypka & Bandjeez,David Stypka,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2022,01,,51,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,52,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2022,01,,53,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2022,01,,54,rap disco revoluce,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,55,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,01,,56,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,57,Voyage,Abba,Abba,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,58,Certified Lover Boy,Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,59,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,60,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,61,Jungler,Viktor Sheen,Viktor Sheen,Viktor Sheen
CZ - ALBUMS - TOP 100,2022,01,,62,Starboy,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,63,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,01,,64,Karel  O.S.T.,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2022,01,,65,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,66,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
CZ - ALBUMS - TOP 100,2022,01,,67,Chimera Pt. 2: Goat,Smack,Smack,Archetyp 51/Warner Music
CZ - ALBUMS - TOP 100,2022,01,,68,Donda,Kanye West,Kanye West,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,69,The Search,Nf,Nf,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,70,Dead Man Walking,Marpo,Marpo,Sherwood Digital
CZ - ALBUMS - TOP 100,2022,01,,71,Harry Styles,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,72,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,01,,73,Sbohem Roxano,Yzomandias,Yzomandias,Milion+ Ent
CZ - ALBUMS - TOP 100,2022,01,,74,Backwoods Bred,Marpo,Marpo,Universal Music
CZ - ALBUMS - TOP 100,2022,01,,75,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,01,,76,Teatro d'Ira - Vol. I,Maneskin,Maneskin,Sony Music
CZ - ALBUMS - TOP 100,2022,01,,77,reputation,Taylor Swift,Taylor Swift,Universal Music
