,hitparada,rok,tyden,pozice,album,interpret,interpret_hlavni,vydavatel
194579,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,4,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194580,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,5,Opera - světoví skladatelé - Nebojte se klasiky,Různí,Různí,Radioservis
194581,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,6,Best Of Chopin,Různí,Různí,Supraphon
194582,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,7,Má vlast,Čf/kubelík,Čf,Supraphon
194583,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,8,Zlatá kolekce,Pavel Šporcl,Pavel Šporcl,Supraphon
194584,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,9,Best Of Dvořák,Různí,Různí,Supraphon
194585,CZ - ALBUMS CLASSICAL - TOP 10,2015,47,10,"Dvořák, Suk, Janáček: Houslové koncerty",Josef Špaček,Josef Špaček,Supraphon
194586,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,1,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194587,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,2,Czech Music Bestsellers,Různí,Různí,Supraphon
194588,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,3,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194589,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,4,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
194590,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,5,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194591,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,6,Roman Holiday,André Rieu,André Rieu,Universal Music
194592,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,7,Janáček: Moravská lidová poesie v písních,Janková / Král / Kahánek,Janková,Supraphon
194593,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,8,Sehling: Vánoce v Pražské katedrále / Hudba Prahy,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
194594,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,9,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194595,CZ - ALBUMS CLASSICAL - TOP 10,2015,48,10,Hříšnice,Dagmar Pecková,Dagmar Pecková,Supraphon
194596,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,1,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194597,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,2,G. F. Händel - Oratorio arias,Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Supraphon
194598,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,3,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
194599,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,4,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194600,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,5,50 Great Tracks,Luciano Pavarotti,Luciano Pavarotti,Universal Music
194601,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,6,Gipsy Fire,Pavel Šporcl,Pavel Šporcl,Supraphon
194602,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,7,Roman Holiday,André Rieu,André Rieu,Universal Music
194603,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,8,"Dvořák, Suk, Janáček: Houslové koncerty",Josef Špaček,Josef Špaček,Supraphon
194604,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,9,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194605,CZ - ALBUMS CLASSICAL - TOP 10,2015,49,10,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194164,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,1,It Must Be Wonderful,Jonas Kaufmann,Jonas Kaufmann,Sony Music
194165,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,2,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194166,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,3,New Year's Concert 2015,Zubin Mehta & Vienna Philharmonic,Zubin Mehta,Sony Music
194167,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,4,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
194168,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,5,Love Letters,Rieu Andre,Rieu Andre,Universal Music
194169,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,6,Mozart - Best Of Mozart,Různí,Různí,Supraphon
194170,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,7,Best Of Mozart,Různí,Různí,Supraphon
194171,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,8,Best Of Vivaldi,Různí,Různí,Supraphon
194172,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,9,Má vlast,Čf/kubelík,Čf,Supraphon
194173,CZ - ALBUMS CLASSICAL - TOP 10,2015,5,10,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
194606,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,1,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194607,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,2,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194608,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,3,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
194609,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,4,Best Of Dvořák,Různí,Různí,Supraphon
194610,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,5,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194611,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,6,"Dvořák, Suk, Janáček: Houslové koncerty",Josef Špaček,Josef Špaček,Supraphon
194612,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,7,Roman Holiday,André Rieu,André Rieu,Universal Music
194613,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,8,Sehling: Vánoce v Pražské katedrále / Hudba Prahy,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
194614,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,9,Gipsy Fire,Pavel Šporcl,Pavel Šporcl,Supraphon
194615,CZ - ALBUMS CLASSICAL - TOP 10,2015,50,10,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194616,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,1,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194617,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,2,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
194618,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,3,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194619,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,4,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194620,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,5,Pastorální mše,Pavlica/zrunek,Pavlica,Supraphon
194621,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,6,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
194622,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,7,Gipsy Fire,Pavel Šporcl,Pavel Šporcl,Supraphon
194623,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,8,Roman Holiday,André Rieu,André Rieu,Universal Music
194624,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,9,Hříšnice,Dagmar Pecková,Dagmar Pecková,Supraphon
194625,CZ - ALBUMS CLASSICAL - TOP 10,2015,51,10,Zlatá kolekce,Pavel Šporcl,Pavel Šporcl,Supraphon
194626,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,1,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194627,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,2,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
194628,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,3,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194629,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,4,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194630,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,5,Roman Holiday,André Rieu,André Rieu,Universal Music
194631,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,6,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194632,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,7,"Dvořák, Suk, Janáček: Houslové koncerty",Josef Špaček,Josef Špaček,Supraphon
194633,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,8,Prayer,Magdalena Kožená,Magdalena Kožená,Universal Music
194634,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,9,Art of Magdalena Kožena,Magdalena Kožená,Magdalena Kožená,Universal Music
194635,CZ - ALBUMS CLASSICAL - TOP 10,2015,53,10,Gipsy Fire,Pavel Šporcl,Pavel Šporcl,Supraphon
194174,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,1,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
194175,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,2,It Must Be Wonderful,Jonas Kaufmann,Jonas Kaufmann,Sony Music
194176,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,3,Love in Venice,Rieu Andre,Rieu Andre,Universal Music
194177,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,4,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194178,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,5,Orquestrina,Radek Baborák,Radek Baborák,Supraphon
194179,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,6,New Year's Concert 2015,Zubin Mehta & Vienna Philharmonic,Zubin Mehta,Sony Music
194180,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,7,Best Arias,Dagmar Pecková,Dagmar Pecková,Supraphon
194181,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,8,Gipsy Fire,Pavel Šporcl,Pavel Šporcl,Supraphon
194182,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,9,Má vlast,Čf/mackerras,Čf,Supraphon
194183,CZ - ALBUMS CLASSICAL - TOP 10,2015,6,10,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
194184,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,1,Má vlast,Čf/kubelík,Čf,Supraphon
194185,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,2,It Must Be Wonderful,Jonas Kaufmann,Jonas Kaufmann,Sony Music
194186,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,3,Love in Venice,Rieu Andre,Rieu Andre,Universal Music
194187,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,4,Gipsy Fire,Pavel Šporcl,Pavel Šporcl,Supraphon
194188,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,5,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
194189,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,6,Best Of Čajkovskij,Různí,Různí,Supraphon
194190,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,7,A. Dvořák - Stabat Mater op. 58,Různí,Různí,Supraphon
194191,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,8,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
194192,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,9,Klavírní dílo 5  - B. Smetana,Jitka Čechová,Jitka Čechová,Supraphon
194193,CZ - ALBUMS CLASSICAL - TOP 10,2015,7,10,L. Janáček - Smyčcový kvartet č. 1,Pavel Haas Quartet,Pavel Haas Quartet,Supraphon
194194,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,1,Česká serenáda,Různí,Různí,Supraphon
194195,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,2,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
194196,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,3,Love in Venice,Rieu Andre,Rieu Andre,Universal Music
194197,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,4,Best Of Mozart,Různí,Různí,Supraphon
194198,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,5,Melancholie,Štefan Margita,Štefan Margita,Supraphon
194199,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,6,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
194200,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,7,Bohemian Impressions,Čf/bělohlávek;neumann;pešek,Čf,Supraphon
194201,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,8,Romantický klavír / To nejlepší 2,Jiří Malásek,Jiří Malásek,Supraphon
194202,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,9,Best Of Beethoven,Různí,Různí,Supraphon
194203,CZ - ALBUMS CLASSICAL - TOP 10,2015,8,10,Best Of Smetana,Různí,Různí,Supraphon
194204,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,1,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
194205,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,2,"Koncerty a sonáty - Poulenc, Kalabis, de Falla,...",Hommage A Zuzana Růžičková,Hommage A Zuzana Růžičková,Supraphon
194206,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,3,Klavírní dílo 5  - B. Smetana,Jitka Čechová,Jitka Čechová,Supraphon
194207,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,4,It Must Be Wonderful,Jonas Kaufmann,Jonas Kaufmann,Sony Music
194208,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,5,New Year's Concert 2015,Zubin Mehta & Vienna Philharmonic,Zubin Mehta,Sony Music
194209,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,6,Má vlast,Čf/kubelík,Čf,Supraphon
194210,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,7,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
194211,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,8,"Symfonie č. 9 Novosvětská, Te Deum",Čf/neumann,Čf,Supraphon
194212,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,9,Best Of Čajkovskij,Různí,Různí,Supraphon
194213,CZ - ALBUMS CLASSICAL - TOP 10,2015,9,10,Best Of Dvořák,Různí,Různí,Supraphon
194636,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,1,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194637,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,2,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194638,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,3,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194639,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,4,Art of Magdalena Kožena,Magdalena Kožená,Magdalena Kožená,Universal Music
194640,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,5,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194641,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,6,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194642,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,7,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
194643,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,8,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
194644,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,9,Má vlast,Čf/kubelík,Čf,Supraphon
194645,CZ - ALBUMS CLASSICAL - TOP 10,2016,1,10,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
194726,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,1,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194727,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,2,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194728,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,3,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194729,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,4,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
194730,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,5,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194731,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,6,Smetana: Má vlast,Čf/bělohlávek,Čf,Supraphon
194732,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,7,"Martinů/Nipponari - Kouzelné noci, Česká rapsodie",Fok/bělohlávek,Fok,Supraphon
194733,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,8,Art of Magdalena Kožena,Magdalena Kožená,Magdalena Kožená,Universal Music
194734,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,9,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194735,CZ - ALBUMS CLASSICAL - TOP 10,2016,10,10,Piano & Cello Concert,Bárta Jiří/a.dvořák,Bárta Jiří,Supraphon
194736,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,1,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194737,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,2,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194738,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,3,Mozart pro maminky a děti,Různí,Různí,Supraphon
194739,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,4,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
194740,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,5,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194741,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,6,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194742,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,7,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194743,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,8,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194744,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,9,Roman Holiday,André Rieu,André Rieu,Universal Music
194745,CZ - ALBUMS CLASSICAL - TOP 10,2016,11,10,Antonín Dvořák - Slovanské tance,Čf/bělohlávek,Čf,Ms
194746,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,1,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
194747,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,2,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194748,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,3,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194749,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,4,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194750,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,5,Smetana: Má vlast,Čf/bělohlávek,Čf,Supraphon
194751,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,6,Mozart pro maminky a děti,Různí,Různí,Supraphon
194752,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,7,Má vlast,Čf/mackerras,Čf,Supraphon
194753,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,8,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194754,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,9,Slavné české maličkosti,Fok/smetáček,Fok,Supraphon
194755,CZ - ALBUMS CLASSICAL - TOP 10,2016,12,10,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
194756,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,1,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194757,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,2,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194758,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,3,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194759,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,4,Mozart - Best Of Mozart,Různí,Různí,Supraphon
194760,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,5,A. Dvořák - Stabat Mater op. 58,Různí,Různí,Supraphon
194761,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,6,Mozart pro maminky a děti,Různí,Různí,Supraphon
194762,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,7,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194763,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,8,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
194764,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,9,Verdi,Anna Netrebko,Anna Netrebko,Universal Music
194765,CZ - ALBUMS CLASSICAL - TOP 10,2016,13,10,Smetana - smyčcové kvartety,Pavel Haas Quartet,Pavel Haas Quartet,Supraphon
194766,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,1,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194767,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,2,KATT - Veni Sancte Spiritus (Organ Works),Kateřina Chroboková,Kateřina Chroboková,Supraphon
194768,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,3,Janáček: Po zarostlém chodníčku,Josef Páleníček,Josef Páleníček,Supraphon
194769,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,4,Mozart pro maminky a děti,Různí,Různí,Supraphon
194770,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,5,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194771,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,6,It Must Be Wonderful,Jonas Kaufmann,Jonas Kaufmann,Sony Music
194772,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,7,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194773,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,8,Piano & Cello Concert,Bárta Jiří/a.dvořák,Bárta Jiří,Supraphon
194774,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,9,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194775,CZ - ALBUMS CLASSICAL - TOP 10,2016,14,10,Opera - světoví skladatelé - Nebojte se klasiky,Různí,Různí,Radioservis
194776,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,1,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194777,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,2,KATT - Veni Sancte Spiritus (Organ Works),Kateřina Chroboková,Kateřina Chroboková,Supraphon
194778,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,3,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194779,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,4,Best Of Jonas Kaufmann,Různí,Různí,Universal Music
194780,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,5,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194781,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,6,Má vlast,Čf/mackerras,Čf,Supraphon
194782,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,7,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
194783,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,8,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
194784,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,9,It Must Be Wonderful,Jonas Kaufmann,Jonas Kaufmann,Sony Music
194785,CZ - ALBUMS CLASSICAL - TOP 10,2016,15,10,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194786,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,1,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194787,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,2,Vivaldianno: Město zrcadel - Live 2015,Svěcený J./dvořák M.,Svěcený J.,Nan
194788,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,3,Magic of the Waltz,André Rieu,André Rieu,Universal Music
194789,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,4,Arias,Adam Plachetka,Adam Plachetka,Radioservis
194790,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,5,Czech Music Bestsellers,Různí,Různí,Supraphon
194791,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,6,Česká serenáda,Různí,Různí,Supraphon
194792,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,7,Tříkrálový recitál (Praha 1987),Ivan Moravec,Ivan Moravec,Supraphon
194793,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,8,"Vivaldi, Bach, Telemann: Hobojové koncerty",Vilém Veverka,Vilém Veverka,Supraphon
194794,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,9,Janáček: Moravská lidová poesie v písních,Janková / Král / Kahánek,Janková,Supraphon
194795,CZ - ALBUMS CLASSICAL - TOP 10,2016,16,10,Sonáty a partity pro sólové housle,Pavel Šporcl,Pavel Šporcl,Supraphon
194796,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,1,Má vlast,Čf/kubelík,Čf,Supraphon
194797,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,2,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
194798,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,3,Carolus IV.,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
194799,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,4,Hříšnice,Dagmar Pecková,Dagmar Pecková,Supraphon
194800,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,5,Guitar Solo Collection,Brabec Lubomír,Brabec Lubomír,Supraphon
194801,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,6,Romantický klavír / To nejlepší 2,Jiří Malásek,Jiří Malásek,Supraphon
194802,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,7,Monteverdi,Magdalena Kožená,Magdalena Kožená,Universal Music
194803,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,8,Mozart - Best Of Mozart,Různí,Různí,Supraphon
194804,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,9,Mozart pro maminky a děti,Různí,Různí,Supraphon
194805,CZ - ALBUMS CLASSICAL - TOP 10,2016,17,10,"Klavírní tria - Dvořák, A./Fibich, Z./Martinů, B.",Smetanovo Trio,Smetanovo Trio,Supraphon
