hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,11,Encounter,Enochian,Enochian,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,12,I Want You So Hard,Eagles Of Death Metal,Eagles Of Death Metal,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,13,Ganga,Wohnout,Wohnout,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,14,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,15,Bitter to Bitter,Die Happy,Die Happy,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,16,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,17,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,18,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,19,Back to the Drive,Suzi Quatro,Suzi Quatro,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,40,2006-40,20,Hmyzákův víkend,Visací Zámek,Visací Zámek,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,1,Return,Enochian,Enochian,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,2,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,3,I Want You So Hard,Eagles Of Death Metal,Eagles Of Death Metal,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,4,Hole In The Earth,Deftones,Deftones,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,5,Call Me When You´re ...,Evanescence,Evanescence,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,6,Ganga,Wohnout,Wohnout,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,7,Mr. Performer,Vladivojna La Chia,Vladivojna La Chia,Vladivojna
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,8,Land of Confusion,Disturbed,Disturbed,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,9,Eleanor Put Your Boots On,Franz Ferdinand,Franz Ferdinand,Dr
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,10,Starlight,Muse,Muse,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,11,In the Morning,Razorlight,Razorlight,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,12,Tell Me Baby,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,13,Miss Murder,Afi,Afi,Interscope
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,14,Seš mrtvej!,Dymytry,Dymytry,Om
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,15,Dimension,Wolfmother,Wolfmother,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,16,Hardest Part,Coldplay,Coldplay,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,17,Shut the Fuck Up!,Flaming Cocks,Flaming Cocks,Cr
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,18,Pull the Trigger,Flaming Cocks,Flaming Cocks,Cr
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,19,Bunny,Flaming Cocks,Flaming Cocks,Cr
CZ - RADIO - TOP 20 MODERN ROCK,2006,41,2006-41,20,Crossroads,Flaming Cocks,Flaming Cocks,Cr
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,1,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,2,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,3,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,4,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,5,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,6,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,7,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,8,Perfect Strangers,Inxs,Inxs,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,9,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,10,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,11,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,12,New White Car,1St Choice,1St Choice,Frm Rec.
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,13,Life Springing Wild,Memoria,Memoria,Red Black
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,14,Bare Grace Misery,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,15,Everybody's Gone To War,Pallot Nerina,Pallot Nerina,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,16,Forbiden Name Of My Clan,Enochian,Enochian,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,17,Hole In The Earth,Deftones,Deftones,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,18,Bitter to Bitter,Die Happy,Die Happy,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,19,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,42,2006-42,20,Nemo,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,1,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,2,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,3,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,4,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,5,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,6,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,7,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,8,Perfect Strangers,Inxs,Inxs,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,9,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,10,I Want You So Hard,Eagles Of Death Metal,Eagles Of Death Metal,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,11,New White Car,1St Choice,1St Choice,Frm Rec.
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,12,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,13,Life Springing Wild,Memoria,Memoria,Red Black
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,14,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,15,Bare Grace Misery,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,16,Everybody's Gone To War,Pallot Nerina,Pallot Nerina,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,17,Bitter to Bitter,Die Happy,Die Happy,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,18,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,19,Nemo,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,43,2006-43,20,Never Leave,Seether,Seether,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,1,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,2,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,3,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,4,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,5,Holiday,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,6,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,7,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,8,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,9,Everybody's Gone To War,Pallot Nerina,Pallot Nerina,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,10,Saints Are Coming,U2/Green Day,U2,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,11,Bitter to Bitter,Die Happy,Die Happy,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,12,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,13,Starlight,Muse,Muse,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,14,You Are All I Have,Snow Patrol,Snow Patrol,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,15,Stay With You,Goo Goo Dolls,Goo Goo Dolls,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,16,Angel,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,17,Gift,Seether,Seether,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,18,Juicebox,Strokes,Strokes,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,19,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,44,2006-44,20,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,1,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,2,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,3,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,4,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,5,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,6,Holiday,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,7,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,8,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,9,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,10,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,11,Dope Sick,Clou,Clou,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,12,Perfect Strangers,Inxs,Inxs,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,13,Life Springing Wild,Memoria,Memoria,Red Black
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,14,Bare Grace Misery,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,15,Everybody's Gone To War,Pallot Nerina,Pallot Nerina,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,16,Saints Are Coming,U2/Green Day,U2,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,17,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,18,New White Car,1St Choice,1St Choice,Frm Rec.
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,19,Nemo,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,45,2006-45,20,Never Leave,Seether,Seether,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,1,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,2,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,3,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,4,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,5,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,6,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,7,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,8,Holiday,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,9,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,10,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,11,Dope Sick,Clou,Clou,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,12,Perfect Strangers,Inxs,Inxs,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,13,Life Springing Wild,Memoria,Memoria,Red Black
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,14,Bare Grace Misery,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,15,Ganga,Wohnout,Wohnout,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,16,New White Car,1St Choice,1St Choice,Frm Rec.
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,17,Hungry,Inxs,Inxs,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,18,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,19,Nemo,Nightwish,Nightwish,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,46,2006-46,20,Everybody's Gone To War,Pallot Nerina,Pallot Nerina,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,1,Nothing Is Something,Support Lesbiens,Support Lesbiens,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,2,Saints Are Coming,U2/Green Day,U2,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,3,Martyr,Depeche Mode,Depeche Mode,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,4,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,5,Move,Ro(C)K Podvraťáků-Zpívá V.Dyk,Ro(C)K Podvraťáků-Zpívá V.Dyk,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,6,Ganga,Wohnout,Wohnout,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,7,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,8,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,9,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,10,Holiday,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,11,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,12,Chocked On Memories,Clou,Clou,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,13,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,14,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,15,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,16,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,17,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,18,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,19,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,47,2006-47,20,Dope Sick,Clou,Clou,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,1,Saints Are Coming,U2/Green Day,U2,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,2,Snow,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,3,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,4,Martyr,Depeche Mode,Depeche Mode,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,5,Nothing Is Something,Support Lesbiens,Support Lesbiens,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,6,Move,Ro(C)K Podvraťáků-Zpívá V.Dyk,Ro(C)K Podvraťáků-Zpívá V.Dyk,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,7,No Fear,Rasmus,Rasmus,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,8,Ganga,Wohnout,Wohnout,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,9,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,10,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,11,Chocked On Memories,Clou,Clou,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,12,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,13,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,14,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,15,Holiday,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,16,Starej pes,Alkehol,Alkehol,Spv
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,17,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,18,Realita,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,19,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2006-48,20,Under the Rose,Him,Him,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,1,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,2,Snow,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,3,Saints Are Coming,U2/Green Day,U2,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,4,Martyr,Depeche Mode,Depeche Mode,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,5,Burlaci,Kabát,Kabát,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,6,Move,Ro(C)K Podvraťáků-Zpívá V.Dyk,Ro(C)K Podvraťáků-Zpívá V.Dyk,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,7,Nothing Is Something,Support Lesbiens,Support Lesbiens,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,8,Ganga,Wohnout,Wohnout,Sony Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,9,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,10,Different World,Iron Maiden,Iron Maiden,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,11,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,12,Bank Robber Man,Lenny Kravitz ,Lenny Kravitz,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,13,Holiday,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,14,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2006-49,15,Starej pes,Alkehol,Alkehol,Spv
