,hitparada,rok,tyden,pozice,track,interpret,interpret_hlavni,vydavatel
167,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,18,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
168,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,19,Víno,Chinaski,Chinaski,Brainzone
169,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,20,V blbým věku,Xindl X,Xindl X,Universal Music
170,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,21,Let It Go,James Bay,James Bay,Universal Music
171,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,22,Zakázané uvolnění,Michal Hrůza,Michal Hrůza,Universal Music
172,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,23,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
173,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,24,Polety,Atmo Music,Atmo Music,Warner Music
174,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,25,Láska & hvězdy,Chinaski,Chinaski,Brainzone
175,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,26,Co bylo dál?,Jelen & Jana Kirschner,Jelen,Singlton/Universal Music
176,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,27,Křídla z mýdla,Kryštof/Jaromír Nohavica,Kryštof,Universal Music
177,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,28,Peníze,Ektor & Rytmus,Ektor,Nan
178,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,29,Gastronaut,Tata Bojs,Tata Bojs,Supraphon
179,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,30,Pláštěnky,Nebe,Nebe,Universal Music
180,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,31,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
181,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,32,Instagram,Ben Cristovao,Ben Cristovao,Championship Music
182,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,33,GenerácYa,Majk Spirit,Majk Spirit,Nan
183,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,34,Hlavolam,Chinaski,Chinaski,Universal Music
184,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,35,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
185,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,36,Inzerát,Kryštof,Kryštof,Um/Richrec
186,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,37,Sampuss,Majk Spirit,Majk Spirit,Nan
187,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,38,Andělé,Atmo Music,Atmo Music,Warner Music
188,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,39,Ženy treba ľúbiť,Majk Spirit,Majk Spirit,Sony Music
189,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,40,Jelen,Jelen,Jelen,Singlton/Universal Music
190,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,41,Magdaléna,Jelen,Jelen,Singlton/Universal Music
191,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,42,I Have No Inspiration,Thom Artway,Thom Artway,Warner Music
192,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,43,Jak jinak,Ektor,Ektor,Detektor/Universal Music
193,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,44,Nadčasová,Tata Bojs,Tata Bojs,Supraphon
194,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,45,Ráno,Michal Hrůza,Michal Hrůza,Universal Music
195,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,46,Vloupám se,O5 & Radeček Feat. Mária Čírová,O5,Brainzone
196,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,47,Hladina,Paulie Garand & Kenny Rough Feat. Lenny,Paulie Garand,Ty Nikdy / Universal Music
197,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,48,Byla to láska,David Michal a Lucie Vondráčková,David Michal,Sony Music
198,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,49,Každé ráno,Kryštof,Kryštof,Universal Music
199,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,45,50,Víno je grunt,Ewa Farna & František Segrado,Ewa Farna,Universal Music
200,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,1,Katarze,Slza,Slza,Universal Music
201,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,2,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
202,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,3,Etikety,Slza,Slza,Universal Music
203,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,4,Vstříc nekonečnům,Slza,Slza,Universal Music
204,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,5,Pozice off,Slza,Slza,Universal Music
205,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,6,Atrakce,Slza,Slza,Universal Music
206,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,7,Celibát,Slza,Slza,Universal Music
207,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,8,Fáze pád,Slza,Slza,Universal Music
208,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,9,V dešti zášti,Slza,Slza,Universal Music
209,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,10,Lhůta záruční,Slza,Slza,Universal Music
210,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,11,Pouta,Slza,Slza,Universal Music
211,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,12,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
212,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,13,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
213,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,14,Me & The Rythm,Selena Gomez,Selena Gomez,Universal Music
214,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,15,Primetime,Majk Spirit,Majk Spirit,Nan
215,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,16,All My Friends,Snakehips,Snakehips,Sony Music
216,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,17,Každý ráno,Chinaski,Chinaski,Brainzone
217,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,18,Ráno,Atmo Music & Jakub Děkan,Atmo Music,Warner Music
218,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,19,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
219,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,20,Toulavá,Sebastian,Sebastian,Warner Music
220,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,21,Záchranný bod,Sebastian,Sebastian,Warner Music
221,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,22,Sonda,Tata Bojs,Tata Bojs,Supraphon
222,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,23,Terapeut,Pavel Callta,Pavel Callta,Warner Music
223,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,24,V blbým věku,Xindl X,Xindl X,Universal Music
224,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,25,Srdcebeat,Kryštof,Kryštof,I.Richmond.P./Universal Music
225,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,26,Víno,Chinaski,Chinaski,Brainzone
226,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,27,Brouci,Mandrage,Mandrage,Universal Music
227,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,28,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
228,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,29,Polety,Atmo Music,Atmo Music,Warner Music
229,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,30,Cesta z města,Mirai,Mirai,Universal Music
230,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,31,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
231,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,32,Let It Go,James Bay,James Bay,Universal Music
232,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,33,Křídla z mýdla,Kryštof/Jaromír Nohavica,Kryštof,Universal Music
233,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,34,Peníze,Ektor & Rytmus,Ektor,Nan
234,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,35,Gastronaut,Tata Bojs,Tata Bojs,Supraphon
235,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,36,Hlavolam,Chinaski,Chinaski,Universal Music
236,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,37,Zakázané uvolnění,Michal Hrůza,Michal Hrůza,Universal Music
237,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,38,Láska & hvězdy,Chinaski,Chinaski,Brainzone
238,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,39,GenerácYa,Majk Spirit,Majk Spirit,Nan
239,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,40,Instagram,Ben Cristovao,Ben Cristovao,Championship Music
240,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,41,Co bylo dál?,Jelen & Jana Kirschner,Jelen,Singlton/Universal Music
241,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,42,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
242,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,43,Pláštěnky,Nebe,Nebe,Universal Music
243,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,44,Andělé,Atmo Music,Atmo Music,Warner Music
244,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,45,Nadčasová,Tata Bojs,Tata Bojs,Supraphon
245,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,46,Ženy treba ľúbiť,Majk Spirit,Majk Spirit,Sony Music
246,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,47,Inzerát,Kryštof,Kryštof,Um/Richrec
247,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,48,Zloděj roku,Johny Machette & Gabriela Heclová,Johny Machette,Championship Music
248,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,49,Na střeše města,Atmo Music,Atmo Music,Warner Music
249,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,46,50,Sampuss,Majk Spirit,Majk Spirit,Nan
250,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,1,Katarze,Slza,Slza,Universal Music
251,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,2,Etikety,Slza,Slza,Universal Music
252,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,3,Vstříc nekonečnům,Slza,Slza,Universal Music
253,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,4,Celibát,Slza,Slza,Universal Music
254,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,5,Pozice off,Slza,Slza,Universal Music
255,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,6,Atrakce,Slza,Slza,Universal Music
256,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,7,Fáze pád,Slza,Slza,Universal Music
257,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,8,V dešti zášti,Slza,Slza,Universal Music
258,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,9,Lhůta záruční,Slza,Slza,Universal Music
259,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,10,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
260,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,11,Pouta,Slza,Slza,Universal Music
261,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,12,Me & The Rythm,Selena Gomez,Selena Gomez,Universal Music
262,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,13,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
263,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,14,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
264,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,15,Primetime,Majk Spirit,Majk Spirit,Nan
265,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,16,All My Friends,Snakehips,Snakehips,Sony Music
266,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,17,Brouci,Mandrage,Mandrage,Universal Music
267,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,18,Ráno,Atmo Music & Jakub Děkan,Atmo Music,Warner Music
268,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,19,Travolta,Mandrage,Mandrage,Universal Music
269,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,20,Toulavá,Sebastian,Sebastian,Warner Music
270,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,21,Jaguár na krku,Mandrage,Mandrage,Universal Music
271,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,22,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
272,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,23,Záchranný bod,Sebastian,Sebastian,Warner Music
273,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,24,Všechno je trapný,Mandrage,Mandrage,Universal Music
274,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,25,Ona se smála,Mandrage,Mandrage,Universal Music
275,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,26,Marmeláda,Mandrage,Mandrage,Universal Music
276,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,27,Každý ráno,Chinaski,Chinaski,Brainzone
277,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,28,Je mi to líto,Mandrage,Mandrage,Universal Music
278,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,29,V blbým věku,Xindl X,Xindl X,Universal Music
279,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,30,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
280,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,31,Potmě jsou všechny kočky černý,Mandrage,Mandrage,Universal Music
281,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,32,Terapeut,Pavel Callta,Pavel Callta,Warner Music
282,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,33,Víno,Chinaski,Chinaski,Brainzone
283,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,34,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
284,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,35,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
285,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,36,Srdcebeat,Kryštof,Kryštof,I.Richmond.P./Universal Music
286,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,37,Polety,Atmo Music,Atmo Music,Warner Music
287,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,38,Cesta z města,Mirai,Mirai,Universal Music
288,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,39,Co bylo dál?,Jelen & Jana Kirschner,Jelen,Singlton/Universal Music
289,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,40,Peníze,Ektor & Rytmus,Ektor,Nan
290,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,41,Pláštěnky,Nebe,Nebe,Universal Music
291,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,42,Zakázané uvolnění,Michal Hrůza,Michal Hrůza,Universal Music
292,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,43,Láska & hvězdy,Chinaski,Chinaski,Brainzone
293,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,44,Instagram,Ben Cristovao,Ben Cristovao,Championship Music
294,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,45,Sonda,Tata Bojs,Tata Bojs,Supraphon
295,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,46,Let It Go,James Bay,James Bay,Universal Music
296,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,47,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
297,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,48,Andělé,Atmo Music,Atmo Music,Warner Music
298,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,49,Křídla z mýdla,Kryštof/Jaromír Nohavica,Kryštof,Universal Music
299,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,47,50,GenerácYa,Majk Spirit,Majk Spirit,Nan
300,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,1,Katarze,Slza,Slza,Universal Music
301,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,2,Ty a já,Kryštof,Kryštof,I.Richmond.P./Universal Music
302,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,3,All My Friends,Snakehips,Snakehips,Sony Music
303,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,4,Boomerang,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
304,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,5,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
305,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,6,Celibát,Slza,Slza,Universal Music
306,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,7,Primetime,Majk Spirit,Majk Spirit,Nan
307,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,8,Vstříc nekonečnům,Slza,Slza,Universal Music
308,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,9,Etikety,Slza,Slza,Universal Music
309,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,10,Brouci,Mandrage,Mandrage,Universal Music
310,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,11,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
311,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,12,Me & The Rythm,Selena Gomez,Selena Gomez,Universal Music
312,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,13,Jaguár na krku,Mandrage,Mandrage,Universal Music
313,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,14,Pozice off,Slza,Slza,Universal Music
314,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,15,Labyrint,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
315,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,16,Travolta,Mandrage,Mandrage,Universal Music
316,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,17,Fáze pád,Slza,Slza,Universal Music
317,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,18,Každý ráno,Chinaski,Chinaski,Brainzone
318,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,19,Atrakce,Slza,Slza,Universal Music
319,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,20,V dešti zášti,Slza,Slza,Universal Music
320,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,21,Pouta,Slza,Slza,Universal Music
321,CZ - SINGLES DIGITAL - TOP 50  CZ,2015,48,22,Lhůta záruční,Slza,Slza,Universal Music
