,hitparada,rok,tyden,pozice,track,interpret,interpret_hlavni,vydavatel
171696,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,7,Is It Any Wonder,Keane,Keane,Universal Music
171697,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,8,Different World,Iron Maiden,Iron Maiden,Warner Music
171698,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,9,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
171699,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,10,Holiday,Green Day,Green Day,Warner Music
171700,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,11,Bank Robber Man,Lenny Kravitz,Lenny Kravitz,Warner Music
171701,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,12,Chocked On Memories,Clou,Clou,Sony Music
171702,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,13,Starej pes,Alkehol,Alkehol,Spv
171703,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,14,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
171704,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,15,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
171705,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,16,Realita,Aleš Brichta,Aleš Brichta,Pm
171706,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,17,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
171707,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,18,Under the Rose,Him,Him,Universal Music
171708,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,19,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
171709,CZ - RADIO - TOP 20 MODERN ROCK,2006,47,20,Dope Sick,Clou,Clou,Sony Music
171710,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,1,Saints Are Coming,U2/green Day,U2,Universal Music
171711,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,2,Snow,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
171712,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,3,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
171713,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,4,Martyr,Depeche Mode,Depeche Mode,Warner Music
171714,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,5,Nothing Is Something,Support Lesbiens,Support Lesbiens,Universal Music
171715,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,6,Move,Ro(c)k Podvraťáků-zpívá V.dyk,Ro(c)k Podvraťáků-zpívá V.dyk,Sony Music
171716,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,7,No Fear,Rasmus,Rasmus,Universal Music
171717,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,8,Ganga,Wohnout,Wohnout,Sony Music
171718,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,9,Is It Any Wonder,Keane,Keane,Universal Music
171719,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,10,Different World,Iron Maiden,Iron Maiden,Warner Music
171720,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,11,Chocked On Memories,Clou,Clou,Sony Music
171721,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,12,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
171722,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,13,Bank Robber Man,Lenny Kravitz,Lenny Kravitz,Warner Music
171723,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,14,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
171724,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,15,Holiday,Green Day,Green Day,Warner Music
171725,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,16,Starej pes,Alkehol,Alkehol,Spv
171726,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,17,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
171727,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,18,Realita,Aleš Brichta,Aleš Brichta,Pm
171728,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,19,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
171729,CZ - RADIO - TOP 20 MODERN ROCK,2006,48,20,Under the Rose,Him,Him,Universal Music
171750,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,1,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
171751,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,2,Snow,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
171752,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,3,Saints Are Coming,U2/green Day,U2,Universal Music
171753,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,4,Martyr,Depeche Mode,Depeche Mode,Warner Music
171754,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,5,Burlaci,Kabát,Kabát,Warner Music
171755,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,6,Move,Ro(c)k Podvraťáků-zpívá V.dyk,Ro(c)k Podvraťáků-zpívá V.dyk,Sony Music
171756,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,7,Nothing Is Something,Support Lesbiens,Support Lesbiens,Universal Music
171757,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,8,Ganga,Wohnout,Wohnout,Sony Music
171758,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,9,Is It Any Wonder,Keane,Keane,Universal Music
171759,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,10,Different World,Iron Maiden,Iron Maiden,Warner Music
171760,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,11,Kdo naslouchá mrtvým,Aleš Brichta,Aleš Brichta,Pm
171761,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,12,Bank Robber Man,Lenny Kravitz,Lenny Kravitz,Warner Music
171762,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,13,Holiday,Green Day,Green Day,Warner Music
171763,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,14,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
171764,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,15,Starej pes,Alkehol,Alkehol,Spv
171765,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,16,Jsou kolem nás,Petr Kolář,Petr Kolář,Universal Music
171766,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,17,Realita,Aleš Brichta,Aleš Brichta,Pm
171767,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,18,Kde se život zastavil,Aleš Brichta,Aleš Brichta,Pm
171768,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,19,Under the Rose,Him,Him,Universal Music
171769,CZ - RADIO - TOP 20 MODERN ROCK,2006,49,20,Wheels of Fire,Judas Priest,Judas Priest,Sony Music
171770,CZ - RADIO - TOP 20 MODERN ROCK,2006,50,1,Snow,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
171771,CZ - RADIO - TOP 20 MODERN ROCK,2006,50,2,Welcome To The Black Parade,My Chemical Romance,My Chemical Romance,Warner Music
171772,CZ - RADIO - TOP 20 MODERN ROCK,2006,50,3,Saints Are Coming,U2/green Day,U2,Universal Music
