,hitparada,rok,tyden,pozice,track,interpret,interpret_hlavni,vydavatel
361291,SK - RADIO - TOP 50 SK,2016,43,23,Medzitým,Instinct,Instinct,Warner Music
361292,SK - RADIO - TOP 50 SK,2016,43,24,Linda,Para,Para,Nan
361293,SK - RADIO - TOP 50 SK,2016,43,25,Anjel,Desmod,Desmod,Orpheus Production
361294,SK - RADIO - TOP 50 SK,2016,43,26,Cesty II. triedy,Ivan Tásler & Imt Smile,Ivan Tásler,Universal Music
361295,SK - RADIO - TOP 50 SK,2016,43,27,Pokoj v duši,Jana Kirschner,Jana Kirschner,Wm/forza
361296,SK - RADIO - TOP 50 SK,2016,43,28,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
361297,SK - RADIO - TOP 50 SK,2016,43,29,Unikát,Mária Čírová,Mária Čírová,Street Production
361298,SK - RADIO - TOP 50 SK,2016,43,30,Hell.o,Lenny,Lenny,Universal Music
361299,SK - RADIO - TOP 50 SK,2016,43,31,Papierové kone,Nocadeň,Nocadeň,Warner Music
361300,SK - RADIO - TOP 50 SK,2016,43,32,V hlave ťa mám,Robo Opatovský,Robo Opatovský,Nan
361301,SK - RADIO - TOP 50 SK,2016,43,33,Popelka,Xindl X,Xindl X,Universal Music
361302,SK - RADIO - TOP 50 SK,2016,43,34,"Nebo, peklo, raj",Dara Rolins & Tomi Popovič,Dara Rolins,Hm/emi
361303,SK - RADIO - TOP 50 SK,2016,43,35,Žijeme len raz,Ego Feat. Robert Burian,Ego,Warner Music
361304,SK - RADIO - TOP 50 SK,2016,43,36,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
361305,SK - RADIO - TOP 50 SK,2016,43,37,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
361306,SK - RADIO - TOP 50 SK,2016,43,38,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
361307,SK - RADIO - TOP 50 SK,2016,43,39,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
361308,SK - RADIO - TOP 50 SK,2016,43,40,Chci zas v tobě spát,Lucie,Lucie,Universal Music
361309,SK - RADIO - TOP 50 SK,2016,43,41,Say My Name,Peter Bažík,Peter Bažík,Nan
361310,SK - RADIO - TOP 50 SK,2016,43,42,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
361311,SK - RADIO - TOP 50 SK,2016,43,43,Naveky,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361312,SK - RADIO - TOP 50 SK,2016,43,44,Ta ne,Kristina,Kristina,Spinaker
361313,SK - RADIO - TOP 50 SK,2016,43,45,Let Me,Dj Chingy & Mišo Biely,Dj Chingy,Nan
361314,SK - RADIO - TOP 50 SK,2016,43,46,It's You,Drozďo & Demex,Drozďo,Nan
361315,SK - RADIO - TOP 50 SK,2016,43,47,Personal Sky,Lina Mayer,Lina Mayer,Nan
361316,SK - RADIO - TOP 50 SK,2016,43,48,#Heygirl,Šorty & Adiss & Elpe,Šorty,Nan
361317,SK - RADIO - TOP 50 SK,2016,43,49,Primetime,Majk Spirit,Majk Spirit,Nan
361318,SK - RADIO - TOP 50 SK,2016,43,50,Offline,Moja Reč,Moja Reč,Nan
361319,SK - RADIO - TOP 50 SK,2016,44,1,FEA,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361320,SK - RADIO - TOP 50 SK,2016,44,2,Veľký sen mora,Škampi Na Žaru,Škampi Na Žaru,Nan
361321,SK - RADIO - TOP 50 SK,2016,44,3,Nothing,Lina Mayer,Lina Mayer,Lina Mayer
361322,SK - RADIO - TOP 50 SK,2016,44,4,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
361323,SK - RADIO - TOP 50 SK,2016,44,5,Anna,I.m.t.smile,I.m.t.smile,Universal Music
361324,SK - RADIO - TOP 50 SK,2016,44,6,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
361325,SK - RADIO - TOP 50 SK,2016,44,7,Láska bombová,Kristina,Kristina,Universal Music
361326,SK - RADIO - TOP 50 SK,2016,44,8,Unikát,Mária Čírová,Mária Čírová,Street Production
361327,SK - RADIO - TOP 50 SK,2016,44,9,Keď sme sami,Hex,Hex,Clockwise
361328,SK - RADIO - TOP 50 SK,2016,44,10,Kto dokáže,No Name & Sosr,No Name,Brainzone
361329,SK - RADIO - TOP 50 SK,2016,44,11,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
361330,SK - RADIO - TOP 50 SK,2016,44,12,Spolu,Adam Ďurica,Adam Ďurica,Universal Music
361331,SK - RADIO - TOP 50 SK,2016,44,13,Smile,Emma Drobná,Emma Drobná,Warner Music
361332,SK - RADIO - TOP 50 SK,2016,44,14,Julia Roberts,Richard Müller,Richard Müller,Universal Music
361333,SK - RADIO - TOP 50 SK,2016,44,15,Mandolína,Adam Ďurica,Adam Ďurica,Universal Music
361334,SK - RADIO - TOP 50 SK,2016,44,16,Hvězda,Aneta Langerová,Aneta Langerová,Art Shock/supraphon
361335,SK - RADIO - TOP 50 SK,2016,44,17,Slová,Martin Brečko,Martin Brečko,Nan
361336,SK - RADIO - TOP 50 SK,2016,44,18,Let Me,Dj Chingy & Mišo Biely,Dj Chingy,Nan
361337,SK - RADIO - TOP 50 SK,2016,44,19,Personal Sky,Lina Mayer,Lina Mayer,Nan
361338,SK - RADIO - TOP 50 SK,2016,44,20,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
361339,SK - RADIO - TOP 50 SK,2016,44,21,Blízko,Janais & Peter Bažík,Janais,Nan
361340,SK - RADIO - TOP 50 SK,2016,44,22,Jazda,Kali,Kali,Kali Records
361341,SK - RADIO - TOP 50 SK,2016,44,23,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
361342,SK - RADIO - TOP 50 SK,2016,44,24,Medzitým,Instinct,Instinct,Warner Music
361343,SK - RADIO - TOP 50 SK,2016,44,25,Naveky,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361344,SK - RADIO - TOP 50 SK,2016,44,26,#Heygirl,Šorty & Adiss & Elpe,Šorty,Nan
361345,SK - RADIO - TOP 50 SK,2016,44,27,Babylon,Vladis & Majk Spirit & Maxo,Vladis,Nan
361346,SK - RADIO - TOP 50 SK,2016,44,28,Anjel,Desmod,Desmod,Orpheus Production
361347,SK - RADIO - TOP 50 SK,2016,44,29,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
361348,SK - RADIO - TOP 50 SK,2016,44,30,Say My Name,Peter Bažík,Peter Bažík,Nan
361349,SK - RADIO - TOP 50 SK,2016,44,31,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
361350,SK - RADIO - TOP 50 SK,2016,44,32,Ta ne,Kristina,Kristina,Spinaker
361351,SK - RADIO - TOP 50 SK,2016,44,33,It's You,Drozďo & Demex,Drozďo,Nan
361352,SK - RADIO - TOP 50 SK,2016,44,34,Neriešme,Ego & Monika Bagárová,Ego,Nan
361353,SK - RADIO - TOP 50 SK,2016,44,35,Neverili nám,Elpe,Elpe,Galgan Music
361354,SK - RADIO - TOP 50 SK,2016,44,36,Daydream,Laris Diam,Laris Diam,Nan
361355,SK - RADIO - TOP 50 SK,2016,44,37,Kříž svůj neseme,Jaromír Nohavica & Peter Cmorik,Jaromír Nohavica,Nan
361356,SK - RADIO - TOP 50 SK,2016,44,38,Klidná jako voda,Jelen,Jelen,Singlton/universal Music
361357,SK - RADIO - TOP 50 SK,2016,44,39,Hana,Lucie Bílá,Lucie Bílá,Supraphon
361358,SK - RADIO - TOP 50 SK,2016,44,40,Dávam ti všetko,Modus,Modus,Warner Music
361359,SK - RADIO - TOP 50 SK,2016,44,41,Papierové kone,Nocadeň,Nocadeň,Warner Music
361360,SK - RADIO - TOP 50 SK,2016,44,42,V blbým věku,Xindl X,Xindl X,Universal Music
361361,SK - RADIO - TOP 50 SK,2016,44,43,Zuzulienka,Mafia Corner,Mafia Corner,Nan
361362,SK - RADIO - TOP 50 SK,2016,44,44,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
361363,SK - RADIO - TOP 50 SK,2016,44,45,"Nebo, peklo, raj",Dara Rolins & Tomi Popovič,Dara Rolins,Hm/emi
361364,SK - RADIO - TOP 50 SK,2016,44,46,Každý deň,H16,H16,Nan
361365,SK - RADIO - TOP 50 SK,2016,44,47,Chocolate,Martin Harich,Martin Harich,Harix S.r.o.
361366,SK - RADIO - TOP 50 SK,2016,44,48,Offline,Moja Reč,Moja Reč,Nan
361367,SK - RADIO - TOP 50 SK,2016,44,49,Všetko OK,Moja Reč & Majk Spirit,Moja Reč,Nan
361368,SK - RADIO - TOP 50 SK,2016,44,50,Let Me Know,Tomáš Bezdeda,Tomáš Bezdeda,Nan
361369,SK - RADIO - TOP 50 SK,2016,45,1,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
361370,SK - RADIO - TOP 50 SK,2016,45,2,FEA,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361371,SK - RADIO - TOP 50 SK,2016,45,3,Veľký sen mora,Škampi Na Žaru,Škampi Na Žaru,Nan
361372,SK - RADIO - TOP 50 SK,2016,45,4,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
361373,SK - RADIO - TOP 50 SK,2016,45,5,Anna,I.m.t.smile,I.m.t.smile,Universal Music
361374,SK - RADIO - TOP 50 SK,2016,45,6,Kto dokáže,No Name & Sosr,No Name,Brainzone
361375,SK - RADIO - TOP 50 SK,2016,45,7,Smile,Emma Drobná,Emma Drobná,Warner Music
361376,SK - RADIO - TOP 50 SK,2016,45,8,Julia Roberts,Richard Müller,Richard Müller,Universal Music
361377,SK - RADIO - TOP 50 SK,2016,45,9,"Nebo, peklo, raj",Dara Rolins & Tomi Popovič,Dara Rolins,Hm/emi
361378,SK - RADIO - TOP 50 SK,2016,45,10,Cesty II. triedy,Ivan Tásler & Imt Smile,Ivan Tásler,Universal Music
361379,SK - RADIO - TOP 50 SK,2016,45,11,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
361380,SK - RADIO - TOP 50 SK,2016,45,12,Keď sme sami,Hex,Hex,Clockwise
361381,SK - RADIO - TOP 50 SK,2016,45,13,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
361382,SK - RADIO - TOP 50 SK,2016,45,14,Mandolína,Adam Ďurica,Adam Ďurica,Universal Music
361383,SK - RADIO - TOP 50 SK,2016,45,15,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
361384,SK - RADIO - TOP 50 SK,2016,45,16,Láska bombová,Kristina,Kristina,Universal Music
361385,SK - RADIO - TOP 50 SK,2016,45,17,Popelka,Xindl X,Xindl X,Universal Music
361386,SK - RADIO - TOP 50 SK,2016,45,18,Unikát,Mária Čírová,Mária Čírová,Street Production
361387,SK - RADIO - TOP 50 SK,2016,45,19,Klidná jako voda,Jelen,Jelen,Singlton/universal Music
361388,SK - RADIO - TOP 50 SK,2016,45,20,Slová,Martin Brečko,Martin Brečko,Nan
361389,SK - RADIO - TOP 50 SK,2016,45,21,Papierové kone,Nocadeň,Nocadeň,Warner Music
361390,SK - RADIO - TOP 50 SK,2016,45,22,Neriešme,Ego & Monika Bagárová,Ego,Nan
361391,SK - RADIO - TOP 50 SK,2016,45,23,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
361392,SK - RADIO - TOP 50 SK,2016,45,24,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
361393,SK - RADIO - TOP 50 SK,2016,45,25,Hvězda,Aneta Langerová,Aneta Langerová,Art Shock/supraphon
361394,SK - RADIO - TOP 50 SK,2016,45,26,Spolu,Adam Ďurica,Adam Ďurica,Universal Music
361395,SK - RADIO - TOP 50 SK,2016,45,27,Ta ne,Kristina,Kristina,Spinaker
361396,SK - RADIO - TOP 50 SK,2016,45,28,V blbým věku,Xindl X,Xindl X,Universal Music
361397,SK - RADIO - TOP 50 SK,2016,45,29,V dobrom aj v zlom,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
361398,SK - RADIO - TOP 50 SK,2016,45,30,It's You,Drozďo & Demex,Drozďo,Nan
361399,SK - RADIO - TOP 50 SK,2016,45,31,Jazda,Kali,Kali,Kali Records
361400,SK - RADIO - TOP 50 SK,2016,45,32,#Heygirl,Šorty & Adiss & Elpe,Šorty,Nan
361401,SK - RADIO - TOP 50 SK,2016,45,33,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
361402,SK - RADIO - TOP 50 SK,2016,45,34,Naveky,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361403,SK - RADIO - TOP 50 SK,2016,45,35,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
361404,SK - RADIO - TOP 50 SK,2016,45,36,Horou,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
361405,SK - RADIO - TOP 50 SK,2016,45,37,Personal Sky,Lina Mayer,Lina Mayer,Nan
361406,SK - RADIO - TOP 50 SK,2016,45,38,Anjel,Desmod,Desmod,Orpheus Production
361407,SK - RADIO - TOP 50 SK,2016,45,39,Opri sa o mna,Ivan Tásler & Imt Smile,Ivan Tásler,Universal Music
361408,SK - RADIO - TOP 50 SK,2016,45,40,Miesta,Zuzana Smatanová & Adam Ďurica,Zuzana Smatanová,Nan
361409,SK - RADIO - TOP 50 SK,2016,45,41,Let Me,Dj Chingy & Mišo Biely,Dj Chingy,Nan
361410,SK - RADIO - TOP 50 SK,2016,45,42,Daydream,Laris Diam,Laris Diam,Nan
361411,SK - RADIO - TOP 50 SK,2016,45,43,Obchodník s deštěm,Kryštof,Kryštof,Warner Music
361412,SK - RADIO - TOP 50 SK,2016,45,44,Rubikon,Kryštof,Kryštof,Warner Music
361413,SK - RADIO - TOP 50 SK,2016,45,45,So In Love,Nela,Nela,Warner Music
361414,SK - RADIO - TOP 50 SK,2016,45,46,Pokoj v duši,Jana Kirschner,Jana Kirschner,Wm/forza
361415,SK - RADIO - TOP 50 SK,2016,45,47,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
361416,SK - RADIO - TOP 50 SK,2016,45,48,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
361417,SK - RADIO - TOP 50 SK,2016,45,49,Say My Name,Peter Bažík,Peter Bažík,Nan
361418,SK - RADIO - TOP 50 SK,2016,45,50,Neverili nám,Elpe,Elpe,Galgan Music
361419,SK - RADIO - TOP 50 SK,2016,46,1,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
361420,SK - RADIO - TOP 50 SK,2016,46,2,FEA,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361421,SK - RADIO - TOP 50 SK,2016,46,3,Veľký sen mora,Škampi Na Žaru,Škampi Na Žaru,Nan
361422,SK - RADIO - TOP 50 SK,2016,46,4,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
361423,SK - RADIO - TOP 50 SK,2016,46,5,Anna,I.m.t.smile,I.m.t.smile,Universal Music
361424,SK - RADIO - TOP 50 SK,2016,46,6,Smile,Emma Drobná,Emma Drobná,Warner Music
361425,SK - RADIO - TOP 50 SK,2016,46,7,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
361426,SK - RADIO - TOP 50 SK,2016,46,8,Láska bombová,Kristina,Kristina,Universal Music
361427,SK - RADIO - TOP 50 SK,2016,46,9,Cesty II. triedy,Ivan Tásler & Imt Smile,Ivan Tásler,Universal Music
361428,SK - RADIO - TOP 50 SK,2016,46,10,Unikát,Mária Čírová,Mária Čírová,Street Production
361429,SK - RADIO - TOP 50 SK,2016,46,11,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
361430,SK - RADIO - TOP 50 SK,2016,46,12,Pokoj v duši,Jana Kirschner,Jana Kirschner,Wm/forza
361431,SK - RADIO - TOP 50 SK,2016,46,13,Keď sme sami,Hex,Hex,Clockwise
361432,SK - RADIO - TOP 50 SK,2016,46,14,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
361433,SK - RADIO - TOP 50 SK,2016,46,15,Klidná jako voda,Jelen,Jelen,Singlton/universal Music
361434,SK - RADIO - TOP 50 SK,2016,46,16,Kto dokáže,No Name & Sosr,No Name,Brainzone
361435,SK - RADIO - TOP 50 SK,2016,46,17,V blbým věku,Xindl X,Xindl X,Universal Music
361436,SK - RADIO - TOP 50 SK,2016,46,18,V dobrom aj v zlom,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
361437,SK - RADIO - TOP 50 SK,2016,46,19,Anjel,Desmod,Desmod,Orpheus Production
361438,SK - RADIO - TOP 50 SK,2016,46,20,Hvězda,Aneta Langerová,Aneta Langerová,Art Shock/supraphon
361439,SK - RADIO - TOP 50 SK,2016,46,21,Medzitým,Instinct,Instinct,Warner Music
361440,SK - RADIO - TOP 50 SK,2016,46,22,Slová,Martin Brečko,Martin Brečko,Nan
361441,SK - RADIO - TOP 50 SK,2016,46,23,Popelka,Xindl X,Xindl X,Universal Music
361442,SK - RADIO - TOP 50 SK,2016,46,24,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
361443,SK - RADIO - TOP 50 SK,2016,46,25,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
361444,SK - RADIO - TOP 50 SK,2016,46,26,Molýľ Hlavolam,Katarína Knechtová,Katarína Knechtová,Nan
361445,SK - RADIO - TOP 50 SK,2016,46,27,Ta ne,Kristina,Kristina,Spinaker
361446,SK - RADIO - TOP 50 SK,2016,46,28,Obchodník s deštěm,Kryštof,Kryštof,Warner Music
361447,SK - RADIO - TOP 50 SK,2016,46,29,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
361448,SK - RADIO - TOP 50 SK,2016,46,30,Mandolína,Adam Ďurica,Adam Ďurica,Universal Music
361449,SK - RADIO - TOP 50 SK,2016,46,31,"Myslim, ze moze byt",Ivan Tásler & Imt Smile,Ivan Tásler,Universal Music
361450,SK - RADIO - TOP 50 SK,2016,46,32,Si sám,Tina,Tina,Warner Music
361451,SK - RADIO - TOP 50 SK,2016,46,33,Miesta,Zuzana Smatanová & Adam Ďurica,Zuzana Smatanová,Nan
361452,SK - RADIO - TOP 50 SK,2016,46,34,Spolu,Adam Ďurica,Adam Ďurica,Universal Music
361453,SK - RADIO - TOP 50 SK,2016,46,35,"Nebo, peklo, raj",Dara Rolins & Tomi Popovič,Dara Rolins,Hm/emi
361454,SK - RADIO - TOP 50 SK,2016,46,36,Naveky,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361455,SK - RADIO - TOP 50 SK,2016,46,37,So In Love,Nela,Nela,Warner Music
361456,SK - RADIO - TOP 50 SK,2016,46,38,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
361457,SK - RADIO - TOP 50 SK,2016,46,39,Let Me,Dj Chingy & Mišo Biely,Dj Chingy,Nan
361458,SK - RADIO - TOP 50 SK,2016,46,40,It's You,Drozďo & Demex,Drozďo,Nan
361459,SK - RADIO - TOP 50 SK,2016,46,41,Neriešme,Ego & Monika Bagárová,Ego,Nan
361460,SK - RADIO - TOP 50 SK,2016,46,42,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
361461,SK - RADIO - TOP 50 SK,2016,46,43,Neverili nám,Elpe,Elpe,Galgan Music
361462,SK - RADIO - TOP 50 SK,2016,46,44,Tak poď sem,Igor Kmeto & Elpe,Igor Kmeto,Gitano Records
361463,SK - RADIO - TOP 50 SK,2016,46,45,Jazda,Kali,Kali,Kali Records
361464,SK - RADIO - TOP 50 SK,2016,46,46,Personal Sky,Lina Mayer,Lina Mayer,Nan
361465,SK - RADIO - TOP 50 SK,2016,46,47,Say My Name,Peter Bažík,Peter Bažík,Nan
361466,SK - RADIO - TOP 50 SK,2016,46,48,Ideál,Kali,Kali,Kali Records
361467,SK - RADIO - TOP 50 SK,2016,47,1,FEA,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361468,SK - RADIO - TOP 50 SK,2016,47,2,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
361469,SK - RADIO - TOP 50 SK,2016,47,3,Veľký sen mora,Škampi Na Žaru,Škampi Na Žaru,Nan
361470,SK - RADIO - TOP 50 SK,2016,47,4,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
361471,SK - RADIO - TOP 50 SK,2016,47,5,Papierové kone,Nocadeň,Nocadeň,Warner Music
361472,SK - RADIO - TOP 50 SK,2016,47,6,Anna,I.m.t.smile,I.m.t.smile,Universal Music
361473,SK - RADIO - TOP 50 SK,2016,47,7,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
361474,SK - RADIO - TOP 50 SK,2016,47,8,Keď sme sami,Hex,Hex,Clockwise
361475,SK - RADIO - TOP 50 SK,2016,47,9,Klidná jako voda,Jelen,Jelen,Singlton/universal Music
361476,SK - RADIO - TOP 50 SK,2016,47,10,Smile,Emma Drobná,Emma Drobná,Warner Music
361477,SK - RADIO - TOP 50 SK,2016,47,11,Láska bombová,Kristina,Kristina,Universal Music
361478,SK - RADIO - TOP 50 SK,2016,47,12,Pokoj v duši,Jana Kirschner,Jana Kirschner,Wm/forza
361479,SK - RADIO - TOP 50 SK,2016,47,13,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
361480,SK - RADIO - TOP 50 SK,2016,47,14,V blbým věku,Xindl X,Xindl X,Universal Music
361481,SK - RADIO - TOP 50 SK,2016,47,15,Mandolína,Adam Ďurica,Adam Ďurica,Universal Music
361482,SK - RADIO - TOP 50 SK,2016,47,16,Slová,Martin Brečko,Martin Brečko,Nan
361483,SK - RADIO - TOP 50 SK,2016,47,17,Run Run Run,Celeste Buckingham,Celeste Buckingham,Nan
361484,SK - RADIO - TOP 50 SK,2016,47,18,Cesty II. triedy,Ivan Tásler & Imt Smile,Ivan Tásler,Universal Music
361485,SK - RADIO - TOP 50 SK,2016,47,19,V dobrom aj v zlom,Zuzana Smatanová,Zuzana Smatanová,Pandora Art
361486,SK - RADIO - TOP 50 SK,2016,47,20,Spolu,Adam Ďurica,Adam Ďurica,Universal Music
361487,SK - RADIO - TOP 50 SK,2016,47,21,Unikát,Mária Čírová,Mária Čírová,Street Production
361488,SK - RADIO - TOP 50 SK,2016,47,22,Anjel,Desmod,Desmod,Orpheus Production
361489,SK - RADIO - TOP 50 SK,2016,47,23,Hey Now,Peter Bič Project,Peter Bič Project,Universal Music
361490,SK - RADIO - TOP 50 SK,2016,47,24,Hvězda,Aneta Langerová,Aneta Langerová,Art Shock/supraphon
361491,SK - RADIO - TOP 50 SK,2016,47,25,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
361492,SK - RADIO - TOP 50 SK,2016,47,26,Medzitým,Instinct,Instinct,Warner Music
361493,SK - RADIO - TOP 50 SK,2016,47,27,Popelka,Xindl X,Xindl X,Universal Music
361494,SK - RADIO - TOP 50 SK,2016,47,28,Si sám,Tina,Tina,Warner Music
361495,SK - RADIO - TOP 50 SK,2016,47,29,Neľutujem,Adam Ďurica,Adam Ďurica,Universal Music
361496,SK - RADIO - TOP 50 SK,2016,47,30,I'm Not Sorry,Celeste Buckingham,Celeste Buckingham,Nan
361497,SK - RADIO - TOP 50 SK,2016,47,31,I Was Wrong,Celeste Buckingham & Majk Spirit,Celeste Buckingham,Nan
361498,SK - RADIO - TOP 50 SK,2016,47,32,Molýľ Hlavolam,Katarína Knechtová,Katarína Knechtová,Nan
361499,SK - RADIO - TOP 50 SK,2016,47,33,Ztracená bloudím,Verona,Verona,Warner Music
361500,SK - RADIO - TOP 50 SK,2016,47,34,Miesta,Zuzana Smatanová & Adam Ďurica,Zuzana Smatanová,Nan
361501,SK - RADIO - TOP 50 SK,2016,47,35,Zober ma domov,Desmod,Desmod,Orpheus Production
361502,SK - RADIO - TOP 50 SK,2016,47,36,Jazda,Kali,Kali,Kali Records
361503,SK - RADIO - TOP 50 SK,2016,47,37,"Nebo, peklo, raj",Dara Rolins & Tomi Popovič,Dara Rolins,Hm/emi
361504,SK - RADIO - TOP 50 SK,2016,47,38,Niekto ti to povie skôr než ja,Desmod,Desmod,Sony Music
361505,SK - RADIO - TOP 50 SK,2016,47,39,Naveky,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
361506,SK - RADIO - TOP 50 SK,2016,47,40,Let Me,Dj Chingy & Mišo Biely,Dj Chingy,Nan
361507,SK - RADIO - TOP 50 SK,2016,47,41,Ideál,Kali,Kali,Kali Records
361508,SK - RADIO - TOP 50 SK,2016,47,42,Primetime,Majk Spirit,Majk Spirit,Nan
361509,SK - RADIO - TOP 50 SK,2016,47,43,Gold,Peter Aristone,Peter Aristone,Brainzone
361510,SK - RADIO - TOP 50 SK,2016,47,44,Sun Is Shining,Eddie Stoilow,Eddie Stoilow,Warner Music
361511,SK - RADIO - TOP 50 SK,2016,47,45,Na život a na smrť,Instinct,Instinct,Warner Music
361512,SK - RADIO - TOP 50 SK,2016,47,46,Fáze pád,Slza,Slza,Universal Music
361513,SK - RADIO - TOP 50 SK,2016,47,47,Léto lásky,Summer All Stars & Slza,Summer All Stars,Universal Music
361514,SK - RADIO - TOP 50 SK,2016,47,48,Linda,Para,Para,Nan
361515,SK - RADIO - TOP 50 SK,2016,47,49,Profesor lásky,Smola A Hrušky,Smola A Hrušky,Nan
