hitparada,rok,mesic,week,pozice,track,interpret,interpret_hlavni,vydavatel
CZ - RADIO - TOP 100,2006,05,,26,SOS,Rihanna,Rihanna,Universal Music
CZ - RADIO - TOP 100,2006,05,,27,Crazy,Gnarls Barkley,Gnarls Barkley,Warner Music
CZ - RADIO - TOP 100,2006,05,,28,Hey St. Peter,Discoboys,Discoboys,Universal Music
CZ - RADIO - TOP 100,2006,05,,29,Čím To Je,No Name,No Name,Universal Music
CZ - RADIO - TOP 100,2006,05,,30,Wisemen,James Blunt,James Blunt,Warner Music
CZ - RADIO - TOP 100,2006,05,,31,World Hold On,Bob Sinclar,Bob Sinclar,Universal Music
CZ - RADIO - TOP 100,2006,05,,32,Dare,Gorillaz,Gorillaz,Warner Music
CZ - RADIO - TOP 100,2006,05,,33,Because Of You,Kelly Clarkson,Kelly Clarkson,Sony Music
CZ - RADIO - TOP 100,2006,05,,34,Window Shopper,50 Cent,50 Cent,Universal Music
CZ - RADIO - TOP 100,2006,05,,35,Hearts Breaker,Gabriela,Gabriela,Warner Music
CZ - RADIO - TOP 100,2006,05,,36,Sail Away,Rasmus,Rasmus,Universal Music
CZ - RADIO - TOP 100,2006,05,,37,La camisa negra,Juanes,Juanes,Universal Music
CZ - RADIO - TOP 100,2006,05,,38,Crazy,Alanis Morissette,Alanis Morissette,Warner Music
CZ - RADIO - TOP 100,2006,05,,39,Orchidej,Tereza Kerndlová,Tereza Kerndlová,Universal Music
CZ - RADIO - TOP 100,2006,05,,40,Durch den Monsun,Tokio Hotel,Tokio Hotel,Universal Music
CZ - RADIO - TOP 100,2006,05,,41,Srdcotepec,Aneta Langerová,Aneta Langerová,Sony Music
CZ - RADIO - TOP 100,2006,05,,42,Ugly,Sugababes,Sugababes,Universal Music
CZ - RADIO - TOP 100,2006,05,,43,Watch The Sunrise,Axwell/Feat. Steve Edwards,Axwell,Universal Music
CZ - RADIO - TOP 100,2006,05,,44,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,Universal Music
CZ - RADIO - TOP 100,2006,05,,45,All About Us,Tatu,Tatu,Universal Music
CZ - RADIO - TOP 100,2006,05,,46,I Belong To You,Eros Ramazzotti,Eros Ramazzotti,Sony Music
CZ - RADIO - TOP 100,2006,05,,47,Slowly,Sasha,Sasha,Warner Music
CZ - RADIO - TOP 100,2006,05,,48,Deň medzi nedelou a pondelkom,Peha,Peha,Universal Music
CZ - RADIO - TOP 100,2006,05,,49,You Got The Love,Source Feat. Candi Stato,Source,Warner Music
CZ - RADIO - TOP 100,2006,05,,50,Free Loop,Daniel Powter,Daniel Powter,Warner Music
CZ - RADIO - TOP 100,2006,05,,51,Vyznání,Petr Kolář,Petr Kolář,Universal Music
CZ - RADIO - TOP 100,2006,05,,52,Be Without You,Blige Mary J.,Blige Mary J.,Universal Music
CZ - RADIO - TOP 100,2006,05,,53,Stickwitu,Pussycat Dolls,Pussycat Dolls,Universal Music
CZ - RADIO - TOP 100,2006,05,,54,Túžim,Dara Rolins,Dara Rolins,Sony Music
CZ - RADIO - TOP 100,2006,05,,55,Woman In Love,Mcclarnon Liz,Mcclarnon Liz,Universal Music
CZ - RADIO - TOP 100,2006,05,,56,Big City Life,Mattafix,Mattafix,Warner Music
CZ - RADIO - TOP 100,2006,05,,57,Hung Up,Madonna,Madonna,Warner Music
CZ - RADIO - TOP 100,2006,05,,58,Mockingbird,Eminem,Eminem,Universal Music
CZ - RADIO - TOP 100,2006,05,,59,Gimme That,Chris Brown,Chris Brown,Sony Music
CZ - RADIO - TOP 100,2006,05,,60,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,Sony Music
CZ - RADIO - TOP 100,2006,05,,61,Untitled,Simple Plan,Simple Plan,Warner Music
CZ - RADIO - TOP 100,2006,05,,62,Far Away,Nickelback,Nickelback,Universal Music
CZ - RADIO - TOP 100,2006,05,,63,Hotel California,Victoria,Victoria,Universal Music
CZ - RADIO - TOP 100,2006,05,,64,Wake Me Up When September Ends,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 100,2006,05,,65,Photograph,Nickelback,Nickelback,Universal Music
CZ - RADIO - TOP 100,2006,05,,66,Friend Or Foe,Tatu,Tatu,Universal Music
CZ - RADIO - TOP 100,2006,05,,67,Promise,Reamonn,Reamonn,Universal Music
CZ - RADIO - TOP 100,2006,05,,68,Za Tebou,Peha,Peha,Universal Music
CZ - RADIO - TOP 100,2006,05,,69,Goodbye My Lover,James Blunt,James Blunt,Warner Music
CZ - RADIO - TOP 100,2006,05,,70,Donďt Cha,Pussycat Dolls Feat. Busta Rhymes,Pussycat Dolls,Universal Music
CZ - RADIO - TOP 100,2006,05,,71,Island Sun,Clou,Clou,Sony Music
CZ - RADIO - TOP 100,2006,05,,72,Pod vodou,Temperamento,Temperamento,Sony Music
CZ - RADIO - TOP 100,2006,05,,73,Welcome To My Life,Simple Plan,Simple Plan,Warner Music
CZ - RADIO - TOP 100,2006,05,,74,Cool,Gwen Stefani,Gwen Stefani,Universal Music
CZ - RADIO - TOP 100,2006,05,,75,Is It Any Wonder,Keane,Keane,Universal Music
CZ - RADIO - TOP 100,2006,05,,76,Láskoliek,Miro Žbirka,Miro Žbirka,Universal Music
CZ - RADIO - TOP 100,2006,05,,77,Sin Sin Sin,Robbie Williams,Robbie Williams,Warner Music
CZ - RADIO - TOP 100,2006,05,,78,Bad Day,Daniel Powter,Daniel Powter,Warner Music
CZ - RADIO - TOP 100,2006,05,,79,"Láska, ta nebezpečná věc",Petr Muk,Petr Muk,Warner Music
CZ - RADIO - TOP 100,2006,05,,80,Incomplete,Backstreet Boys,Backstreet Boys,Warner Music
CZ - RADIO - TOP 100,2006,05,,81,Upside Down,Johnson Jack,Johnson Jack,Universal Music
CZ - RADIO - TOP 100,2006,05,,82,My Humps,Black Eyed Peas,Black Eyed Peas,Universal Music
CZ - RADIO - TOP 100,2006,05,,83,Místo v životě,Basiková Bára/Kamil Střihavka,Basiková Bára,Warner Music
CZ - RADIO - TOP 100,2006,05,,84,The Reason,Hoobastank,Hoobastank,Universal Music
CZ - RADIO - TOP 100,2006,05,,85,Boulevard Of Broken Dreams,Green Day,Green Day,Warner Music
CZ - RADIO - TOP 100,2006,05,,86,Tripping,Robbie Williams,Robbie Williams,Warner Music
CZ - RADIO - TOP 100,2006,05,,87,Morituri te salutant,Daniel Landa,Daniel Landa,Warner Music
CZ - RADIO - TOP 100,2006,05,,88,Leaving New York,R.E.M.,R.E.M.,Warner Music
CZ - RADIO - TOP 100,2006,05,,89,Tabáček,Chinaski,Chinaski,Universal Music
CZ - RADIO - TOP 100,2006,05,,90,Pocit,Divokej Bill,Divokej Bill,Warner Music
CZ - RADIO - TOP 100,2006,05,,91,On My Head,Dan Bárta,Dan Bárta,Sony Music
CZ - RADIO - TOP 100,2006,05,,92,On My Line,Support Lesbiens,Support Lesbiens,Sony Music
CZ - RADIO - TOP 100,2006,05,,93,Living To Love You,Sarah Connor,Sarah Connor,Sony Music
CZ - RADIO - TOP 100,2006,05,,94,Push The Button,Sugababes,Sugababes,Universal Music
CZ - RADIO - TOP 100,2006,05,,95,Ghetto Gospel,2 Pac,2 Pac,Universal Music
CZ - RADIO - TOP 100,2006,05,,96,These Words,Natasha Bedingfield,Natasha Bedingfield,Sony Music
CZ - RADIO - TOP 100,2006,05,,97,Heavy On My Heart,Anastacia,Anastacia,Sony Music
CZ - RADIO - TOP 100,2006,05,,98,Sheďs So High,Nilsen Kurt,Nilsen Kurt,Sony Music
CZ - RADIO - TOP 100,2006,05,,99,Starosta,No Name,No Name,Universal Music
CZ - RADIO - TOP 100,2006,05,,100,Streets Of London,Blackmore´S Night,Blackmore´S Night,Warner Music
CZ - RADIO - TOP 100,2018,10,,1,Svoboda (feat. Marcell),Lipo,Lipo,Singlton/Universal Music
CZ - RADIO - TOP 100,2018,10,,2,Chci tančit,Mirai,Mirai,Universal Music
CZ - RADIO - TOP 100,2018,10,,3,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
CZ - RADIO - TOP 100,2018,10,,4,Shotgun,George Ezra,George Ezra,Sony Music
CZ - RADIO - TOP 100,2018,10,,5,Natural,Imagine Dragons,Imagine Dragons,Universal Music
CZ - RADIO - TOP 100,2018,10,,6,Be Alright,Dean Lewis,Dean Lewis,Universal Music
CZ - RADIO - TOP 100,2018,10,,7,Connection,Onerepublic,Onerepublic,Universal Music
CZ - RADIO - TOP 100,2018,10,,8,Girls Like You,Maroon 5,Maroon 5,Universal Music
CZ - RADIO - TOP 100,2018,10,,9,2002,Anne-Marie,Anne-Marie,Warner Music
CZ - RADIO - TOP 100,2018,10,,10,Naviděnou,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - RADIO - TOP 100,2018,10,,11,Anděl,Mirai,Mirai,Universal Music
CZ - RADIO - TOP 100,2018,10,,12,Minulost,Marek Ztracený,Marek Ztracený,Supraphon
CZ - RADIO - TOP 100,2018,10,,13,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
CZ - RADIO - TOP 100,2018,10,,14,Where Did You Go,Peter Bič Project,Peter Bič Project,Universal Music
CZ - RADIO - TOP 100,2018,10,,15,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
CZ - RADIO - TOP 100,2018,10,,16,La Cintura,Alvaro Soler,Alvaro Soler,Universal Music
CZ - RADIO - TOP 100,2018,10,,17,Happier,Ed Sheeran,Ed Sheeran,Warner Music
CZ - RADIO - TOP 100,2018,10,,18,Quarter Past Midnight,Bastille,Bastille,Universal Music
CZ - RADIO - TOP 100,2018,10,,19,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
CZ - RADIO - TOP 100,2018,10,,20,Sanctuary,Welshly Arms,Welshly Arms,Universal Music
CZ - RADIO - TOP 100,2018,10,,21,Ferrari,Bebe Rexha,Bebe Rexha,Warner Music
CZ - RADIO - TOP 100,2018,10,,22,Na Měsíc,Robin Mood,Robin Mood,Warner Music
CZ - RADIO - TOP 100,2018,10,,23,Follow Your Fire,Kodaline,Kodaline,Sony Music
CZ - RADIO - TOP 100,2018,10,,24,Motýli,Mandrage,Mandrage,Universal Music
CZ - RADIO - TOP 100,2018,10,,25,Is It Love? (feat. Kool Savas),Rea Garvey,Rea Garvey,Universal Music
CZ - RADIO - TOP 100,2018,10,,26,Flames,David Guetta & Sia,David Guetta,Warner Music
CZ - RADIO - TOP 100,2018,10,,27,Dřevo,Xindl X,Xindl X,Universal Music
CZ - RADIO - TOP 100,2018,10,,28,Sober (feat. Charlie Puth),G-Eazy,G-Eazy,Sony Music
CZ - RADIO - TOP 100,2018,10,,29,What About Us,P!Nk,P!Nk,Sony Music
CZ - RADIO - TOP 100,2018,10,,30,Dreamer,Sunrise Avenue,Sunrise Avenue,Universal Music
CZ - RADIO - TOP 100,2018,10,,31,Up Till Dawn (On The Move),Lucas & Steve,Lucas,Warner Music
CZ - RADIO - TOP 100,2018,10,,32,Have it All,Jason Mraz,Jason Mraz,Warner Music
CZ - RADIO - TOP 100,2018,10,,33,We Can Do Better,Matt Simons,Matt Simons,Universal Music
CZ - RADIO - TOP 100,2018,10,,34,Give Me Love (feat. Calum Scott),Don Diablo,Don Diablo,Universal Music
CZ - RADIO - TOP 100,2018,10,,35,Girls Go Wild,Lp,Lp,Universal Music
CZ - RADIO - TOP 100,2018,10,,36,Lullaby,Sigala & Paloma Faith,Sigala,Sony Music
CZ - RADIO - TOP 100,2018,10,,37,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
CZ - RADIO - TOP 100,2018,10,,38,Dynamite (Vice & DJ Spider Remix),Nicky Blitz,Nicky Blitz,Warner Music
CZ - RADIO - TOP 100,2018,10,,39,Leave a Light On,Tom Walker,Tom Walker,Sony Music
CZ - RADIO - TOP 100,2018,10,,40,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
CZ - RADIO - TOP 100,2018,10,,41,Za 100 let,Za100Let,Za100Let,Supraphon
CZ - RADIO - TOP 100,2018,10,,42,Beautiful Trauma,P!Nk,P!Nk,Sony Music
CZ - RADIO - TOP 100,2018,10,,43,Rooftop,Nico Santos,Nico Santos,Universal Music
CZ - RADIO - TOP 100,2018,10,,44,Remind Me To Forget,Kygo,Kygo,Sony Music
CZ - RADIO - TOP 100,2018,10,,45,Happyland,Mans Zelmerlöw,Mans Zelmerlöw,Warner Music
CZ - RADIO - TOP 100,2018,10,,46,Takhle tě mám rád,Lucie,Lucie,Brainzone
CZ - RADIO - TOP 100,2018,10,,47,Everybody Hates Me,Chainsmokers,Chainsmokers,Sony Music
CZ - RADIO - TOP 100,2018,10,,48,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
CZ - RADIO - TOP 100,2018,10,,49,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - RADIO - TOP 100,2018,10,,50,Reasons to Love You,2Choice & Jakub Ondra,2Choice,Universal Music
CZ - RADIO - TOP 100,2018,10,,51,Without You,Avicii & Sandro Cavazza,Avicii,Universal Music
CZ - RADIO - TOP 100,2018,10,,52,Next To Me,Imagine Dragons,Imagine Dragons,Universal Music
CZ - RADIO - TOP 100,2018,10,,53,Brooklyn In The Summer,Aloe Blacc,Aloe Blacc,Universal Music
CZ - RADIO - TOP 100,2018,10,,54,Remedy,Tiggi Hawke & Cowens Brothers,Tiggi Hawke,Nan
CZ - RADIO - TOP 100,2018,10,,55,Ocean,Support Lesbiens,Support Lesbiens,Universal Music
CZ - RADIO - TOP 100,2018,10,,56,Light Me Up,Gromee & Meijer Lukas,Gromee,Sony Music
CZ - RADIO - TOP 100,2018,10,,57,Jaro,Divokej Bill,Divokej Bill,Supraphon
CZ - RADIO - TOP 100,2018,10,,58,All Falls Down,Alan Walker & Noah Cyrus & Digital Farm Animals,Alan Walker,Sony Music
CZ - RADIO - TOP 100,2018,10,,59,Unforgettable,Robin Schulz,Robin Schulz,Warner Music
CZ - RADIO - TOP 100,2018,10,,60,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
CZ - RADIO - TOP 100,2018,10,,61,IDGAF,Dua Lipa,Dua Lipa,Warner Music
CZ - RADIO - TOP 100,2018,10,,62,Pro Emu,Michal Hrůza,Michal Hrůza,Universal Music
CZ - RADIO - TOP 100,2018,10,,63,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
CZ - RADIO - TOP 100,2018,10,,64,If You're Over Me,Years & Years,Years,Universal Music
CZ - RADIO - TOP 100,2018,10,,65,Perfect,Ed Sheeran,Ed Sheeran,Warner Music
CZ - RADIO - TOP 100,2018,10,,66,Anywhere,Sigma,Sigma,Universal Music
CZ - RADIO - TOP 100,2018,10,,67,Hurá,Mig 21,Mig 21,Promoteam
CZ - RADIO - TOP 100,2018,10,,68,Big Love,Black Eyed Peas,Black Eyed Peas,Universal Music
CZ - RADIO - TOP 100,2018,10,,69,Happier,Marshmello & Bastille,Marshmello,Universal Music
CZ - RADIO - TOP 100,2018,10,,70,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
CZ - RADIO - TOP 100,2018,10,,71,Bestseller,Sebastian,Sebastian,Warner Music
CZ - RADIO - TOP 100,2018,10,,72,Lost & Found,Emma Smetana & Jordan Haj,Emma Smetana,Supraphon
CZ - RADIO - TOP 100,2018,10,,73,Skúška snov,Miro Žbirka & Katka Knechtová,Miro Žbirka,Universal Music
CZ - RADIO - TOP 100,2018,10,,74,If You Were Mine,Ocean Park Standoff & Lil Yachty,Ocean Park Standoff,Universal Music
CZ - RADIO - TOP 100,2018,10,,75,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
CZ - RADIO - TOP 100,2018,10,,76,With You,Eddie Stoilow,Eddie Stoilow,Warner Music
CZ - RADIO - TOP 100,2018,10,,77,Ocean,Martin Garrix,Martin Garrix,Sony Music
CZ - RADIO - TOP 100,2018,10,,78,Running From My Shadow (feat. grandson),Mike Shinoda,Mike Shinoda,Warner Music
CZ - RADIO - TOP 100,2018,10,,79,Na srdci (feat. Celeste Buckingham),Slza,Slza,Universal Music
CZ - RADIO - TOP 100,2018,10,,80,Duele el Corazon,Enrique Iglesias & Wisin,Enrique Iglesias,Sony Music
CZ - RADIO - TOP 100,2018,10,,81,Zrcadla,Poetika,Poetika,Singlton/Universal Music
CZ - RADIO - TOP 100,2018,10,,82,Only To You,Timmy White,Timmy White,Nan
CZ - RADIO - TOP 100,2018,10,,83,I'll Be There,Jess Glynne,Jess Glynne,Warner Music
CZ - RADIO - TOP 100,2018,10,,84,Kříž,David Stypka,David Stypka,Singlton/Universal Music
CZ - RADIO - TOP 100,2018,10,,85,For You (Fifty Shades Freed),Liam Payne & Rita Ora,Liam Payne,Universal Music
CZ - RADIO - TOP 100,2018,10,,86,Audio,Sia Diplo Labrinth,Sia Diplo Labrinth,Sony Music
CZ - RADIO - TOP 100,2018,10,,87,More Than You Know,Axwell / Ingrosso,Axwell,Universal Music
CZ - RADIO - TOP 100,2018,10,,88,Dreamer,Axwell / Ingrosso,Axwell,Universal Music
CZ - RADIO - TOP 100,2018,10,,89,Holomráz,Slza,Slza,Universal Music
CZ - RADIO - TOP 100,2018,10,,90,I Believe,Bob Sinclar & Tonino Speciale,Bob Sinclar,Sony Music
CZ - RADIO - TOP 100,2018,10,,91,Spread Love (Paddington) [feat. DVNO],Boston Bun,Boston Bun,Warner Music
CZ - RADIO - TOP 100,2018,10,,92,Levák,Doctor P.P.,Doctor P.P.,Lewron Music Center
CZ - RADIO - TOP 100,2018,10,,93,Honey,Linakaro,Linakaro,Warner Music
CZ - RADIO - TOP 100,2018,10,,94,Whatever It Takes,Imagine Dragons,Imagine Dragons,Universal Music
CZ - RADIO - TOP 100,2018,10,,95,Šňůry,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - RADIO - TOP 100,2018,10,,96,Popelka,Xindl X,Xindl X,Universal Music
CZ - RADIO - TOP 100,2018,10,,97,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
CZ - RADIO - TOP 100,2018,10,,98,OK,Robin Schulz & James Blunt,Robin Schulz,Warner Music
CZ - RADIO - TOP 100,2018,10,,99,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
CZ - RADIO - TOP 100,2018,10,,100,All I Know,Thom Artway,Thom Artway,Warner Music
CZ - RADIO - TOP 100,2018,11,,1,Shotgun,George Ezra,George Ezra,Sony Music
CZ - RADIO - TOP 100,2018,11,,2,Girls Go Wild,Lp,Lp,Universal Music
CZ - RADIO - TOP 100,2018,11,,3,Be Alright,Dean Lewis,Dean Lewis,Universal Music
CZ - RADIO - TOP 100,2018,11,,4,Dřevo,Xindl X,Xindl X,Universal Music
CZ - RADIO - TOP 100,2018,11,,5,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
CZ - RADIO - TOP 100,2018,11,,6,Connection,Onerepublic,Onerepublic,Universal Music
CZ - RADIO - TOP 100,2018,11,,7,Dreamer,Sunrise Avenue,Sunrise Avenue,Universal Music
CZ - RADIO - TOP 100,2018,11,,8,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
CZ - RADIO - TOP 100,2018,11,,9,Flames,David Guetta & Sia,David Guetta,Warner Music
CZ - RADIO - TOP 100,2018,11,,10,Chci tančit,Mirai,Mirai,Universal Music
CZ - RADIO - TOP 100,2018,11,,11,2002,Anne-Marie,Anne-Marie,Warner Music
CZ - RADIO - TOP 100,2018,11,,12,Big Love,Black Eyed Peas,Black Eyed Peas,Universal Music
CZ - RADIO - TOP 100,2018,11,,13,Naviděnou,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - RADIO - TOP 100,2018,11,,14,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
CZ - RADIO - TOP 100,2018,11,,15,Motýli,Mandrage,Mandrage,Universal Music
CZ - RADIO - TOP 100,2018,11,,16,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
CZ - RADIO - TOP 100,2018,11,,17,Za 100 let,Za100Let,Za100Let,Supraphon
CZ - RADIO - TOP 100,2018,11,,18,Happier,Ed Sheeran,Ed Sheeran,Warner Music
CZ - RADIO - TOP 100,2018,11,,19,La Cintura,Alvaro Soler,Alvaro Soler,Universal Music
CZ - RADIO - TOP 100,2018,11,,20,Natural,Imagine Dragons,Imagine Dragons,Universal Music
CZ - RADIO - TOP 100,2018,11,,21,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
CZ - RADIO - TOP 100,2018,11,,22,"Nejlepší, kterou znám",Lucie,Lucie,Brainzone
CZ - RADIO - TOP 100,2018,11,,23,With You,Eddie Stoilow,Eddie Stoilow,Warner Music
CZ - RADIO - TOP 100,2018,11,,24,Anděl,Mirai,Mirai,Universal Music
CZ - RADIO - TOP 100,2018,11,,25,Quarter Past Midnight,Bastille,Bastille,Universal Music
CZ - RADIO - TOP 100,2018,11,,26,Na Měsíc,Robin Mood,Robin Mood,Warner Music
CZ - RADIO - TOP 100,2018,11,,27,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
CZ - RADIO - TOP 100,2018,11,,28,Have it All,Jason Mraz,Jason Mraz,Warner Music
CZ - RADIO - TOP 100,2018,11,,29,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
CZ - RADIO - TOP 100,2018,11,,30,Sweet but Psycho,Ava Max,Ava Max,Warner Music
CZ - RADIO - TOP 100,2018,11,,31,Happier,Marshmello & Bastille,Marshmello,Universal Music
CZ - RADIO - TOP 100,2018,11,,32,Bestseller,Sebastian,Sebastian,Warner Music
CZ - RADIO - TOP 100,2018,11,,33,What About Us,P!Nk,P!Nk,Sony Music
CZ - RADIO - TOP 100,2018,11,,34,Honey,Linakaro,Linakaro,Warner Music
CZ - RADIO - TOP 100,2018,11,,35,Where Did You Go,Peter Bič Project,Peter Bič Project,Universal Music
CZ - RADIO - TOP 100,2018,11,,36,Let You Love Me,Rita Ora,Rita Ora,Warner Music
CZ - RADIO - TOP 100,2018,11,,37,Follow Your Fire,Kodaline,Kodaline,Sony Music
CZ - RADIO - TOP 100,2018,11,,38,Minulost,Marek Ztracený,Marek Ztracený,Supraphon
CZ - RADIO - TOP 100,2018,11,,39,Girls Like You,Maroon 5,Maroon 5,Universal Music
CZ - RADIO - TOP 100,2018,11,,40,Up Till Dawn (On The Move),Lucas & Steve,Lucas,Warner Music
CZ - RADIO - TOP 100,2018,11,,41,Lullaby,Sigala & Paloma Faith,Sigala,Sony Music
CZ - RADIO - TOP 100,2018,11,,42,Remedy,Tiggi Hawke & Cowens Brothers,Tiggi Hawke,Nan
CZ - RADIO - TOP 100,2018,11,,43,Happyland,Mans Zelmerlöw,Mans Zelmerlöw,Warner Music
CZ - RADIO - TOP 100,2018,11,,44,I See Love (From Hotel Transylvania 3),Jonas Blue & Joe Jonas,Jonas Blue,Universal Music
CZ - RADIO - TOP 100,2018,11,,45,We Can Do Better,Matt Simons,Matt Simons,Universal Music
CZ - RADIO - TOP 100,2018,11,,46,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - RADIO - TOP 100,2018,11,,47,Ocean,Martin Garrix,Martin Garrix,Sony Music
CZ - RADIO - TOP 100,2018,11,,48,Everybody Hates Me,Chainsmokers,Chainsmokers,Sony Music
CZ - RADIO - TOP 100,2018,11,,49,Rooftop,Nico Santos,Nico Santos,Universal Music
CZ - RADIO - TOP 100,2018,11,,50,Jaro,Divokej Bill,Divokej Bill,Supraphon
CZ - RADIO - TOP 100,2018,11,,51,Sanctuary,Welshly Arms,Welshly Arms,Universal Music
CZ - RADIO - TOP 100,2018,11,,52,Side Effects (feat. Emily Warren),Chainsmokers,Chainsmokers,Sony Music
CZ - RADIO - TOP 100,2018,11,,53,Skúška snov,Miro Žbirka & Katka Knechtová,Miro Žbirka,Universal Music
CZ - RADIO - TOP 100,2018,11,,54,Beautiful Trauma,P!Nk,P!Nk,Sony Music
CZ - RADIO - TOP 100,2018,11,,55,High Hopes,Panic! At The Disco,Panic! At The Disco,Warner Music
CZ - RADIO - TOP 100,2018,11,,56,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
CZ - RADIO - TOP 100,2018,11,,57,If You're Over Me,Years & Years,Years,Universal Music
CZ - RADIO - TOP 100,2018,11,,58,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
CZ - RADIO - TOP 100,2018,11,,59,Svoboda (feat. Marcell),Lipo,Lipo,Singlton/Universal Music
CZ - RADIO - TOP 100,2018,11,,60,Leave a Light On,Tom Walker,Tom Walker,Sony Music
CZ - RADIO - TOP 100,2018,11,,61,Actual Pain,Good Charlotte,Good Charlotte,Sony Music
CZ - RADIO - TOP 100,2018,11,,62,My Way,Tom Walker,Tom Walker,Sony Music
CZ - RADIO - TOP 100,2018,11,,63,IDGAF,Dua Lipa,Dua Lipa,Warner Music
CZ - RADIO - TOP 100,2018,11,,64,Reasons to Love You,2Choice & Jakub Ondra,2Choice,Universal Music
CZ - RADIO - TOP 100,2018,11,,65,Summer Is a Curse,The Faim,The Faim,Warner Music
