hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
SK - RADIO - TOP 100,2018,41,2018-41,29,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,30,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,31,Familiar,Liam Payne,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,32,I Like Me Better,Lauv,Lauv,Nan
SK - RADIO - TOP 100,2018,41,2018-41,33,Bella ciao,El Profesor,El Profesor,Nan
SK - RADIO - TOP 100,2018,41,2018-41,34,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,35,Say Something,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,36,Friends,Marshmello & Anne-Marie,Marshmello,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,37,Promises (with Sam Smith),Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,38,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,39,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,40,Skúška snov,Miro Žbirka & Katka Knechtová,Miro Žbirka,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,41,Z výšky,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,42,Breathe,Jax Jones & Ina Wroldsen,Jax Jones,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,43,Bella ciao,Škampi Na Žaru,Škampi Na Žaru,Nan
SK - RADIO - TOP 100,2018,41,2018-41,44,Legendary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,45,Havana,Camila Cabello,Camila Cabello,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,46,Sin Pijama,Becky G & Natti Natasha,Becky G,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,47,Without You,Avicii & Sandro Cavazza,Avicii,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,48,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,49,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,50,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,51,Oh Child,Robin Schulz,Robin Schulz,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,52,Galway Girl,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,53,Whatever It Takes,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,54,Anywhere,Rita Ora,Rita Ora,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,55,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,56,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,57,Domino,Nocadeň,Nocadeň,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,58,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,59,More Than You Know,Axwell / Ingrosso,Axwell,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,60,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,61,Rescue Me,Thirty Seconds To Mars,Thirty Seconds To Mars,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,62,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,63,Perfect,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,64,Thunder,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,65,Love My Life,Robbie Williams,Robbie Williams,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,66,Wolves,Selena Gomez & Marshmello,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,67,Back To You,Selena Gomez,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,68,Rooftop,Nico Santos,Nico Santos,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,69,Love Someone,Lukas Graham,Lukas Graham,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,70,Don't Be So Shy,Imany,Imany,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,71,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo & David Guetta,Jason Derulo,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,72,I Feel It Coming,The Weeknd & Daft Punk,The Weeknd,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,73,Perfect Duet,Ed Sheeran & Beyoncé,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,74,I See Love (From Hotel Transylvania 3),Jonas Blue & Joe Jonas,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,75,Spirits,Strumbellas,Strumbellas,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,76,Nevermind,Dennis Lloyd,Dennis Lloyd,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,77,"Hej, sokoly!",I.M.T. Smile & Ondrej Kandráč,I.M.T. Smile,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,78,How Gorgeous You Are,Dominik Gerda,Dominik Gerda,Nan
SK - RADIO - TOP 100,2018,41,2018-41,79,Youth (feat. Khalid),Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,80,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 100,2018,41,2018-41,81,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 100,2018,41,2018-41,82,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 100,2018,41,2018-41,83,Permanent War,Rakovicky,Rakovicky,Rakovicky
SK - RADIO - TOP 100,2018,41,2018-41,84,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,85,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,86,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,87,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,88,Boxer,Anastacia,Anastacia,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,89,Look In Her Eyes,Rod Stewart,Rod Stewart,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,90,Someone Like You,Adele,Adele,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,91,Made For Now (feat. Daddy Yankee),Janet Jackson,Janet Jackson,Nan
SK - RADIO - TOP 100,2018,41,2018-41,92,"No Brainer (feat.J.Bieber,Chance the Rapper&Quavo)",Dj Khaled,Dj Khaled,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,93,Nico And The Niners,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,94,If I Were Sorry,Frans,Frans,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,95,For You (Fifty Shades Freed),Liam Payne & Rita Ora,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,41,2018-41,96,I'm a Mess,Bebe Rexha,Bebe Rexha,Warner Music
SK - RADIO - TOP 100,2018,41,2018-41,97,"Dovi, dopo",Kali & Madskill,Kali,Kali Records
SK - RADIO - TOP 100,2018,41,2018-41,98,Secrets,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,99,Thunderclouds,Sia Diplo Labrinth,Sia Diplo Labrinth,Sony Music
SK - RADIO - TOP 100,2018,41,2018-41,100,Dreamer,Axwell / Ingrosso,Axwell,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,1,Girls Like You,Maroon 5,Maroon 5,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,2,Flames,David Guetta & Sia,David Guetta,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,3,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,4,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,5,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,6,Sanctuary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,7,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,8,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,9,Born To Be Yours,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,10,Happier,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,11,Holubička,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,12,Melody (feat. James Blunt),Lost Frequencies,Lost Frequencies,Armada
SK - RADIO - TOP 100,2018,42,2018-42,13,Only Thing We Know,Alle Farben,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,14,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 100,2018,42,2018-42,15,(I Just) Died In Your Arms,Komodo,Komodo,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,16,IDGAF,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,17,Nenahraditeľná,Sima Martausová,Sima Martausová,Gajlo/Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,18,Whatever You Want,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,19,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,20,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,Sofia Reyes,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,21,Shotgun,George Ezra,George Ezra,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,22,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,23,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,24,Skúška snov,Miro Žbirka & Katka Knechtová,Miro Žbirka,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,25,I Like Me Better,Lauv,Lauv,Nan
SK - RADIO - TOP 100,2018,42,2018-42,26,Natural,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,27,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 100,2018,42,2018-42,28,Promises (with Sam Smith),Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,29,Leave a Light On,Tom Walker,Tom Walker,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,30,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,31,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,32,Dusk Till Dawn,Zayn & Sia,Zayn,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,33,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,34,Legendary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,35,Oh Child,Robin Schulz,Robin Schulz,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,36,Without You,Avicii & Sandro Cavazza,Avicii,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,37,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,38,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,39,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo & David Guetta,Jason Derulo,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,40,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,41,All I Am,Jess Glynne,Jess Glynne,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,42,Havana,Camila Cabello,Camila Cabello,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,43,Galway Girl,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,44,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
SK - RADIO - TOP 100,2018,42,2018-42,45,Thunderclouds,Sia Diplo Labrinth,Sia Diplo Labrinth,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,46,Perfect Duet,Ed Sheeran & Beyoncé,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,47,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,48,Say Something,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,49,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,50,How Gorgeous You Are,Dominik Gerda,Dominik Gerda,Nan
SK - RADIO - TOP 100,2018,42,2018-42,51,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,52,Perfect,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,53,Z výšky,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,54,Bella ciao,El Profesor,El Profesor,Nan
SK - RADIO - TOP 100,2018,42,2018-42,55,Friends,Marshmello & Anne-Marie,Marshmello,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,56,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,57,Breathe,Jax Jones & Ina Wroldsen,Jax Jones,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,58,More Than You Know,Axwell / Ingrosso,Axwell,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,59,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,60,I Feel It Coming,The Weeknd & Daft Punk,The Weeknd,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,61,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,62,Back To You,Selena Gomez,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,63,Familiar,Liam Payne,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,64,Love Someone,Lukas Graham,Lukas Graham,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,65,Love My Life,Robbie Williams,Robbie Williams,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,66,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 100,2018,42,2018-42,67,Spirits,Strumbellas,Strumbellas,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,68,Sign of the Times,Harry Styles,Harry Styles,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,69,Mala Mía,Maluma,Maluma,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,70,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,71,Sin Pijama,Becky G & Natti Natasha,Becky G,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,72,Skin,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,73,Immature,Celeste Buckingham,Celeste Buckingham,Buckingham Entertainment Group
SK - RADIO - TOP 100,2018,42,2018-42,74,Leave Me Now (feat. VeronikaS),Dinelo,Dinelo,Nan
SK - RADIO - TOP 100,2018,42,2018-42,75,Where Did You Go,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,76,Faded,Alan Walker,Alan Walker,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,77,Wolves,Selena Gomez & Marshmello,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,78,Thunder,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,79,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,80,"Dovi, dopo",Kali & Madskill,Kali,Kali Records
SK - RADIO - TOP 100,2018,42,2018-42,81,Let Me Live,Rudimental,Rudimental,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,82,Youth (feat. Khalid),Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,83,Little Hollywood,Alle Farben & Janieck,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,84,Chýbanie,Desmod,Desmod,Orpheus Production
SK - RADIO - TOP 100,2018,42,2018-42,85,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,86,Please Tell Rosie,Alle Farben & Younotus,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,87,"These Days (feat. Jess Glynne, Macklemore...)",Rudimental,Rudimental,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,88,Jennie (feat. R. City  Bori),Felix Jaehn,Felix Jaehn,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,89,Ocean,Martin Garrix,Martin Garrix,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,90,Boxer,Anastacia,Anastacia,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,91,La Cintura,Alvaro Soler,Alvaro Soler,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,92,What About Us,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,93,Whatever It Takes,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,94,Beautiful,Bazzi,Bazzi,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,95,"No Brainer (feat.J.Bieber,Chance the Rapper&Quavo)",Dj Khaled,Dj Khaled,Sony Music
SK - RADIO - TOP 100,2018,42,2018-42,96,Dreamer,Axwell / Ingrosso,Axwell,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,97,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,98,Lean On,Major Lazer & Dj Snake & Mo,Major Lazer,Warner Music
SK - RADIO - TOP 100,2018,42,2018-42,99,Nervous,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,42,2018-42,100,Summer Is a Curse,The Faim,The Faim,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,1,Girls Like You,Maroon 5,Maroon 5,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,2,In My Mind,Dynoro & Gigi D'Agostino,Dynoro,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,3,Rise (feat. Jack & Jack),Jonas Blue,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,4,Budeme to stále my...,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,5,Solo (feat. Demi Lovato),Clean Bandit,Clean Bandit,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,6,Sanctuary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,7,Flames,David Guetta & Sia,David Guetta,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,8,Remind Me To Forget,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,9,Only Thing We Know,Alle Farben,Alle Farben,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,10,Melody (feat. James Blunt),Lost Frequencies,Lost Frequencies,Armada
SK - RADIO - TOP 100,2018,43,2018-43,11,Holubička,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,12,IDGAF,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,13,(I Just) Died In Your Arms,Komodo,Komodo,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,14,Born To Be Yours,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,15,Nenahraditeľná,Sima Martausová,Sima Martausová,Gajlo/Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,16,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,17,Promises (with Sam Smith),Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,18,Happier,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,19,Whatever You Want,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,20,Z výšky,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,21,Natural,Imagine Dragons,Imagine Dragons,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,22,Skúška snov,Miro Žbirka & Katka Knechtová,Miro Žbirka,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,23,Shotgun,George Ezra,George Ezra,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,24,Svety,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 100,2018,43,2018-43,25,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.Richmond.P./Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,26,I Like Me Better,Lauv,Lauv,Nan
SK - RADIO - TOP 100,2018,43,2018-43,27,Say Something,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,28,Vrba,Desmod,Desmod,Nan
SK - RADIO - TOP 100,2018,43,2018-43,29,One Kiss,Calvin Harris & Dua Lipa,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,30,Thunderclouds,Sia Diplo Labrinth,Sia Diplo Labrinth,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,31,Galway Girl,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,32,no tears left to cry,Ariana Grande,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,33,Leave a Light On,Tom Walker,Tom Walker,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,34,Katchi,Ofenbach & Nick Waterhouse,Ofenbach,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,35,Happy Now,Zedd & Elley Duhé,Zedd,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,36,Dusk Till Dawn,Zayn & Sia,Zayn,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,37,Something Just Like This,Chainsmokers & Coldplay,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,38,Skúšame sa nájsť,Peter Bič Project,Peter Bič Project,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,39,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo & David Guetta,Jason Derulo,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,40,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,41,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,42,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,Sofia Reyes,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,43,Keď som s ňou,Gladiator,Gladiator,Nan
SK - RADIO - TOP 100,2018,43,2018-43,44,Secrets,P!Nk,P!Nk,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,45,All I Am,Jess Glynne,Jess Glynne,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,46,Without You,Avicii & Sandro Cavazza,Avicii,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,47,Perfect Duet,Ed Sheeran & Beyoncé,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,48,Havana,Camila Cabello,Camila Cabello,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,49,Try,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,50,Oh Child,Robin Schulz,Robin Schulz,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,51,Crazy,Lost Frequencies & Zonderling,Lost Frequencies,Nan
SK - RADIO - TOP 100,2018,43,2018-43,52,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
SK - RADIO - TOP 100,2018,43,2018-43,53,Poď so mnou,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,54,Friends,Marshmello & Anne-Marie,Marshmello,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,55,Words,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,56,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,57,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2018,43,2018-43,58,Love Someone,Lukas Graham,Lukas Graham,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,59,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,60,How Gorgeous You Are,Dominik Gerda,Dominik Gerda,Nan
SK - RADIO - TOP 100,2018,43,2018-43,61,Legendary,Welshly Arms,Welshly Arms,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,62,Familiar,Liam Payne,Liam Payne,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,63,I Feel It Coming,The Weeknd & Daft Punk,The Weeknd,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,64,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,65,Échame la culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,66,Rescue Me,Thirty Seconds To Mars,Thirty Seconds To Mars,Universal Music
SK - RADIO - TOP 100,2018,43,2018-43,67,Perfect,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2018,43,2018-43,68,Like I Love You (feat. The NGHBRS),Lost Frequencies,Lost Frequencies,Armada
SK - RADIO - TOP 100,2018,43,2018-43,69,More Than You Know,Axwell / Ingrosso,Axwell,Universal Music
