hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
SK - RADIO - TOP 100,2016,43,2016-43,41,Ain’t Nobody (Loves Me better),Felix Jaehn & Jasmine Thompson,Felix Jaehn,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,42,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,43,Catch & Release,Matt Simons,Matt Simons,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,44,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,45,Fast Car,Jonas Blue & Dakota,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,46,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,47,24K Magic,Bruno Mars,Bruno Mars,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,48,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
SK - RADIO - TOP 100,2016,43,2016-43,49,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,50,Ocean Drive,Duke Dumont,Duke Dumont,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,51,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,52,Spolu,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,53,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,54,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,55,Kill em with kindness,Selena Gomez,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,56,Firestone,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,57,This Town,Niall Horan,Niall Horan,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,58,Party Like a Russian,Robbie Williams,Robbie Williams,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,59,Love Me Like You Do,Ellie Goulding,Ellie Goulding,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,60,Take Me To Church,Hozier,Hozier,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,61,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,62,Perfect Illusion,Lady Gaga,Lady Gaga,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,63,Julia Roberts,Richard Müller,Richard Müller,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,64,Greenlight,Pitbull & Flo Rida & Lunchmoney Lewis,Pitbull,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,65,Bonfire,Felix Jaehn,Felix Jaehn,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,66,Reality,Lost Frequencies & Janieck Devy,Lost Frequencies,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,67,You Don't Know Love,Olly Murs,Olly Murs,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,68,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,69,Hurts,Emeli Sandé,Emeli Sandé,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,70,Kto dokáže,No Name & Sosr,No Name,Brainzone
SK - RADIO - TOP 100,2016,43,2016-43,71,Breathe,Seeb,Seeb,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,72,Ain't My Fault,Zara Larsson,Zara Larsson,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,73,Stay With Me,Sam Smith,Sam Smith,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,74,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
SK - RADIO - TOP 100,2016,43,2016-43,75,Don't You Know,Kungs,Kungs,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,76,Mandolína,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,77,Thinking Out Loud,Ed Sheeran,Ed Sheeran,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,78,Budapest,George Ezra,George Ezra,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,79,Cheerleader,Omi,Omi,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,80,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,81,Fresh Eyes,Andy Grammer,Andy Grammer,Nan
SK - RADIO - TOP 100,2016,43,2016-43,82,Láska bombová,Kristina,Kristina,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,83,Say Something,A Great Big World & Christina Aguilera,A Great Big World,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,84,All Of Me,John Legend,John Legend,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,85,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,86,Turn Me On,Carmel Paradise,Carmel Paradise,Nan
SK - RADIO - TOP 100,2016,43,2016-43,87,Hotter Than Hell,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,88,I Was Wrong,Celeste Buckingham & Majk Spirit,Celeste Buckingham,Nan
SK - RADIO - TOP 100,2016,43,2016-43,89,Supergirl,Anna Naklab & Alle Farben & Younotus,Anna Naklab,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,90,Hello,Adele,Adele,Nan
SK - RADIO - TOP 100,2016,43,2016-43,91,Impossible,James Arthur,James Arthur,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,92,Body Say,Demi Lovato,Demi Lovato,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,93,Toothbrush,Dnce,Dnce,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,94,Smile,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,95,All In My Head,Fifth Harmony & Fetty Wap,Fifth Harmony,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,96,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,97,Cool Girl,Tove Lo,Tove Lo,Universal Music
SK - RADIO - TOP 100,2016,43,2016-43,98,Happy,Pharrell Williams,Pharrell Williams,Sony Music
SK - RADIO - TOP 100,2016,43,2016-43,99,Si sám,Tina,Tina,Warner Music
SK - RADIO - TOP 100,2016,43,2016-43,100,Stitches,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,1,Don't Be So Shy,Imany,Imany,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,2,Please Tell Rosie,Alle Farben & Younotus,Alle Farben,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,3,Sofia,Alvaro Soler,Alvaro Soler,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,4,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,5,Sing Me To sleep,Alan Walker,Alan Walker,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,6,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,7,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,8,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,9,Spirits,Strumbellas,Strumbellas,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,10,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,11,FEA,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 100,2016,44,2016-44,12,If I Were Sorry,Frans,Frans,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,13,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,14,Cheap Thrills,Sia,Sia,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,15,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,16,Try Everything,Shakira,Shakira,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,17,Veľký sen mora,Škampi Na Žaru,Škampi Na Žaru,Nan
SK - RADIO - TOP 100,2016,44,2016-44,18,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,19,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,20,Raging,Kygo Feat. Kodaline,Kygo,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,21,Send My Love (To Your New Lover),Adele,Adele,Xl Recordings
SK - RADIO - TOP 100,2016,44,2016-44,22,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,23,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,24,Nothing,Lina Mayer,Lina Mayer,Lina Mayer
SK - RADIO - TOP 100,2016,44,2016-44,25,Messin' Around,Pitbull & Enrique Iglesias,Pitbull,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,26,Miracle,Julian Perretta,Julian Perretta,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,27,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
SK - RADIO - TOP 100,2016,44,2016-44,28,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,29,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,30,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,31,Duele el Corazon,Enrique Iglesias & Wisin,Enrique Iglesias,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,32,My Way,Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,33,History,One Direction,One Direction,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,34,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,35,Stole The Show,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,36,Faded,Alan Walker,Alan Walker,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,37,Be The One,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,38,Renegades,X Ambassadors,X Ambassadors,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,39,Stay,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,40,Anna,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,41,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,42,Kill em with kindness,Selena Gomez,Selena Gomez,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,43,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,44,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,45,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,46,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,47,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,48,24K Magic,Bruno Mars,Bruno Mars,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,49,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,50,Don't You Need Somebody,Redone,Redone,Nan
SK - RADIO - TOP 100,2016,44,2016-44,51,Grow Up,Olly Murs,Olly Murs,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,52,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,53,Láska bombová,Kristina,Kristina,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,54,This Town,Niall Horan,Niall Horan,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,55,Perfect Illusion,Lady Gaga,Lady Gaga,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,56,Greenlight,Pitbull & Flo Rida & Lunchmoney Lewis,Pitbull,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,57,Kids,Onerepublic,Onerepublic,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,58,Party Like a Russian,Robbie Williams,Robbie Williams,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,59,Catch & Release,Matt Simons,Matt Simons,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,60,Unikát,Mária Čírová,Mária Čírová,Street Production
SK - RADIO - TOP 100,2016,44,2016-44,61,Bonfire,Felix Jaehn,Felix Jaehn,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,62,Goldmine,Colbie Caillat,Colbie Caillat,Nan
SK - RADIO - TOP 100,2016,44,2016-44,63,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,64,Hotter Than Hell,Dua Lipa,Dua Lipa,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,65,Fast Car,Jonas Blue & Dakota,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,66,Keď sme sami,Hex,Hex,Clockwise
SK - RADIO - TOP 100,2016,44,2016-44,67,Hurts,Emeli Sandé,Emeli Sandé,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,68,Kto dokáže,No Name & Sosr,No Name,Brainzone
SK - RADIO - TOP 100,2016,44,2016-44,69,Ocean Drive,Duke Dumont,Duke Dumont,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,70,Firestone,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,71,Toothbrush,Dnce,Dnce,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,72,Breathe,Seeb,Seeb,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,73,Alarm,Anne-Marie,Anne-Marie,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,74,Run Run Run,Junge Junge & Kyle Pearce,Junge Junge,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,75,The Room of Ghosts,Elevenhill,Elevenhill,Elevenhill
SK - RADIO - TOP 100,2016,44,2016-44,76,Love Me Like You Do,Ellie Goulding,Ellie Goulding,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,77,You Don't Know Love,Olly Murs,Olly Murs,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,78,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,79,Take Me To Church,Hozier,Hozier,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,80,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,81,Where Is The Love,Black Eyed Peas,Black Eyed Peas,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,82,Cool Girl,Tove Lo,Tove Lo,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,83,Spolu,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,84,Ain’t Nobody (Loves Me better),Felix Jaehn & Jasmine Thompson,Felix Jaehn,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,85,Smile,Emma Drobná,Emma Drobná,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,86,All In My Head,Fifth Harmony & Fetty Wap,Fifth Harmony,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,87,Ain't My Fault,Zara Larsson,Zara Larsson,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,88,Fire In The Rain,Mans Zelmerlöw,Mans Zelmerlöw,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,89,Julia Roberts,Richard Müller,Richard Müller,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,90,Say Something,A Great Big World & Christina Aguilera,A Great Big World,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,91,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,92,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,93,7 Years,Lukas Graham,Lukas Graham,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,94,Body Say,Demi Lovato,Demi Lovato,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,95,Love On Me,Galantis & Hook N Sling,Galantis,Warner Music
SK - RADIO - TOP 100,2016,44,2016-44,96,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,97,Mandolína,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,44,2016-44,98,Turn Me On,Carmel Paradise,Carmel Paradise,Nan
SK - RADIO - TOP 100,2016,44,2016-44,99,Bad Ideas,Alle Farben,Alle Farben,Sony Music
SK - RADIO - TOP 100,2016,44,2016-44,100,Hvězda,Aneta Langerová,Aneta Langerová,Art Shock/Supraphon
SK - RADIO - TOP 100,2016,45,2016-45,1,Don't Be So Shy,Imany,Imany,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,2,Sofia,Alvaro Soler,Alvaro Soler,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,3,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,4,Please Tell Rosie,Alle Farben & Younotus,Alle Farben,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,5,Sing Me To sleep,Alan Walker,Alan Walker,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,6,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,7,Spirits,Strumbellas,Strumbellas,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,8,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,9,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,10,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,11,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,12,Lost On You,Lp,Lp,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,13,If I Were Sorry,Frans,Frans,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,14,Dovtedy,Adam Ďurica,Adam Ďurica,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,15,FEA,Katarína Knechtová,Katarína Knechtová,Sukuba Agency
SK - RADIO - TOP 100,2016,45,2016-45,16,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,17,Cheap Thrills,Sia,Sia,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,18,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,19,Send My Love (To Your New Lover),Adele,Adele,Xl Recordings
SK - RADIO - TOP 100,2016,45,2016-45,20,Raging,Kygo Feat. Kodaline,Kygo,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,21,Veľký sen mora,Škampi Na Žaru,Škampi Na Žaru,Nan
SK - RADIO - TOP 100,2016,45,2016-45,22,Messin' Around,Pitbull & Enrique Iglesias,Pitbull,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,23,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,24,My Way,Calvin Harris,Calvin Harris,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,25,Duele el Corazon,Enrique Iglesias & Wisin,Enrique Iglesias,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,26,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,27,Všetko alebo nič,Dara Rolins,Dara Rolins,Nan
SK - RADIO - TOP 100,2016,45,2016-45,28,Try Everything,Shakira,Shakira,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,29,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,30,Don't You Need Somebody,Redone,Redone,Nan
SK - RADIO - TOP 100,2016,45,2016-45,31,Stole The Show,Kygo,Kygo,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,32,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,33,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,34,Faded,Alan Walker,Alan Walker,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,35,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,36,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,37,Renegades,X Ambassadors,X Ambassadors,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,38,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,39,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,40,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
SK - RADIO - TOP 100,2016,45,2016-45,41,Miracle,Julian Perretta,Julian Perretta,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,42,Catch & Release,Matt Simons,Matt Simons,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,43,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
SK - RADIO - TOP 100,2016,45,2016-45,44,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
SK - RADIO - TOP 100,2016,45,2016-45,45,Kill em with kindness,Selena Gomez,Selena Gomez,Universal Music
